time,v1,v2,v3,v4,i12,i34
0.0486,-9.04827052466021,-9.2292325083258,-5.71616632566458,0.208415968157417,0.180961983665595,0.104207984078709
0.0487,-9.1775462568398,-9.34085314159324,-5.79187975939093,0.184613816418155,0.163306884753436,0.0923069082090774
0.0488,-9.29776485888251,-9.44324588226073,-5.86187471437789,0.160615848141498,0.145481023378224,0.080307924070749
0.0489,-9.40880768954226,-9.53630971601005,-5.9260821197173,0.136445811154715,0.127502026467785,0.0682229055773576
0.049,-9.51056516295154,-9.61995283488164,-5.98443861609755,0.112127622815145,0.109387671930092,0.0560638114075729
0.0491,-9.60293685676943,-9.69409272787867,-6.0368866183219,0.0876853464078611,0.0911558711092403,0.0438426732039304
0.0492,-9.68583161128631,-9.75865626239604,-6.083374372148,0.063143167399307,0.0728246511097282,0.0315715836996534
0.0493,-9.75916761938747,-9.81357975639398,-6.12385600535335,0.0385253695703645,0.0544121370065066,0.0192626847851823
0.0494,-9.82287250728689,-9.85880904124522,-6.15829157301547,0.0138563110523817,0.0359365339583306,0.00692815552619079
0.0495,-9.87688340595138,-9.89429951519346,-6.18664709692315,-0.01083959971018,0.0174161092420805,-0.00541979985509004
0.0496,-9.92114701314478,-9.92001618737056,-6.20889459911859,-0.0355379280467494,-0.00113082577422523,-0.0177689640233748
0.0497,-9.9556196460308,-9.93593371232887,-6.22501212949863,-0.0602142371735432,-0.0196859337019308,-0.0301071185867718
0.0498,-9.98026728428272,-9.94203641505479,-6.23498378748668,-0.0848441123085504,-0.0382308692279266,-0.042422056154275
0.0499,-9.99506560365731,-9.93831830643866,-6.23879973771506,-0.109403184764806,-0.0567472972186559,-0.0547015923824034
0.05,-10,-9.92478308918592,-6.23645621974105,-0.133867155998193,-0.0752169108140771,-0.0669335779990965
0.0501,-9.99506560365732,-9.90144415416359,-6.22795555174844,-0.158211821586003,-0.0936214494937271,-0.0791059107930018
0.0502,-9.98026728428272,-9.86832456718566,-6.2133061282695,-0.182413095112643,-0.111942717097055,-0.0912065475563211
0.0503,-9.9556196460308,-9.82545704625055,-6.192522411891,-0.20644703193886,-0.130162599780245,-0.10322351596943
0.0504,-9.92114701314478,-9.77288392925298,-6.16562491899118,-0.230289852831085,-0.148263083891798,-0.115144926415542
0.0505,-9.87688340595138,-9.71065713220213,-6.13264019948291,-0.253917967427515,-0.166226273749251,-0.126958983713758
0.0506,-9.82287250728689,-9.63883809798742,-6.0936008106219,-0.277307997517835,-0.184034409299462,-0.138653998758917
0.0507,-9.75916761938747,-9.5574977357424,-6.04854528486708,-0.30043680011355,-0.201669883645064,-0.150218400056775
0.0508,-9.6858316112863,-9.46671635086654,-5.99751809186345,-0.323281490286211,-0.219115260419761,-0.161640745143106
0.0509,-9.60293685676944,-9.3665835657741,-5.94056959454624,-0.345819463750956,-0.236353290995338,-0.172909731875478
0.051,-9.51056516295154,-9.25719823144813,-5.87775599944867,-0.368028419173098,-0.253366931503406,-0.184014209586549
0.0511,-9.40880768954225,-9.13866832988719,-5.80913930122312,-0.389886380175744,-0.270139359655065,-0.194943190087872
0.0512,-9.29776485888251,-9.0111108675406,-5.73478722146987,-0.411371717026725,-0.286653991341902,-0.205685858513363
0.0513,-9.1775462568398,-8.87465175983786,-5.65477314189422,-0.432463167983433,-0.302894497001938,-0.216231583991716
0.0514,-9.0482705246602,-8.72942570692583,-5.56917603189756,-0.453139860274501,-0.318844817734368,-0.22656993013725
0.0515,-8.91006524188368,-8.57557606073648,-5.47808037063442,-0.47338133069762,-0.334489181147194,-0.23669066534881
0.0516,-8.76306680043863,-8.41325468351652,-5.3815760636514,-0.49316754581317,-0.349812116922112,-0.246583772906585
0.0517,-8.60742027003942,-8.24262179795813,-5.27975835415197,-0.512478921713723,-0.36479847208129,-0.256239460856862
0.0518,-8.44327925502013,-8.06384582907915,-5.17272772901225,-0.531296343349925,-0.379433425940972,-0.265648171674962
0.0519,-8.27080574274562,-7.87710323800847,-5.06058981960341,-0.549601183393668,-0.393702504737152,-0.274800591696834
0.052,-8.09016994374947,-7.68257834784059,-4.94345529755566,-0.567375320619959,-0.407591595908877,-0.28368766030998
0.0521,-7.90155012375689,-7.48046316173179,-4.82143976552939,-0.584601157789312,-0.421086962025096,-0.292300578894656
0.0522,-7.70513242775786,-7.27095717341657,-4.69466364313892,-0.601261639013043,-0.434175254341296,-0.300630819506521
