time,v1,v2,i12,i34
0.0467,-1.90842405622658,-0.125716609191859,-5.09041415750373,-3.18199010127714
0.0468,-2.19544113879314,-0.0954928461447134,-5.35826794978996,-3.16282681099683
0.0469,-2.48029158601309,-0.06517484318941,-5.62083377852132,-3.14054219250823
0.047,-2.76269428488539,-0.0347925205343317,-5.87785252292472,-3.11515823803934
0.0471,-3.04237053804116,-0.00437586186370562,-6.12907053652977,-3.08669999848861
0.0472,-3.31904433878423,0.0260451152527903,-6.37423989748689,-3.05519555870266
0.0473,-3.59244264347652,0.0564403889836303,-6.61311865323652,-3.02067600976
0.0474,-3.86229564099908,0.0867799628634588,-6.8454710592869,-2.98317541828782
0.0475,-4.12833701902311,0.117033895395941,-7.07106781186548,-2.94273079284237
0.0476,-4.3903042268281,0.147172329602368,-7.28968627421413,-2.89938204738603
0.0477,-4.64793873440764,0.177165522486975,-7.5011106963046,-2.85317196189695
0.0478,-4.9009862876074,0.206983874389595,-7.7051324277579,-2.8041461401505
0.0479,-5.14919715904317,0.236597958197035,-7.9015501237569,-2.75235296471373
0.048,-5.39232639455177,0.265978548384005,-8.09016994374948,-2.69784354919771
0.0481,-5.63013405493113,0.295096649855252,-8.27080574274563,-2.6406716878145
0.0482,-5.86238545273136,0.323923526560187,-8.44327925502015,-2.58089380228879
0.0483,-6.08885138386293,0.352430729851879,-8.60742027003943,-2.5185688861765
0.0484,-6.30930835379344,0.380590126562459,-8.76306680043864,-2.4537584466452
0.0485,-6.52353879810969,0.408373926767173,-8.91006524188369,-2.386526443774
0.0486,-6.73133129722753,0.435754711209658,-9.04827052466021,-2.31693922743268
0.0487,-6.93248078503748,0.462705458361459,-9.1775462568398,-2.24506547180232
0.0488,-7.12678875128021,0.48919957108896,-9.29776485888251,-2.1709761076023
0.0489,-7.31406343745216,0.515210902901632,-9.40880768954226,-2.0947442520901
0.049,-7.49412002604807,0.540713783755402,-9.51056516295154,-2.01644513690347
0.0491,-7.66678082295353,0.56568304538591,-9.60293685676943,-1.9361560338159
0.0492,-7.83187543280764,0.590094046146524,-9.68583161128631,-1.85395617847866
0.0493,-7.98924092716265,0.613922695326699,-9.75916761938747,-1.76992669222483
0.0494,-8.13872200527461,0.637145476926586,-9.82287250728689,-1.68415050201228
0.0495,-8.28017114736656,0.659739472864492,-9.87688340595138,-1.59671225858482
0.0496,-8.41344876021265,0.681682385594245,-9.92114701314478,-1.50769825293213
0.0497,-8.53842331489985,0.702952560110202,-9.9556196460308,-1.41719633113095
0.0498,-8.65497147663108,0.723529005318101,-9.98026728428272,-1.32529580765164
0.0499,-8.76297822644178,0.743391414750759,-9.99506560365731,-1.23208737721553
0.05,-8.86233697470974,0.76252018660809,-10,-1.13766302529026
0.0501,-8.95294966634618,0.780896443101721,-9.99506560365732,-1.04211593731114
0.0502,-9.03472687756429,0.798502049085092,-9.98026728428272,-0.945540406718427
0.0503,-9.10758790412971,0.815319629950645,-9.9556196460308,-0.848031741901087
0.0504,-9.17146084100588,0.831332588776477,-9.92114701314478,-0.749686172138899
0.0505,-9.2262826533156,0.846525122705493,-9.87688340595138,-0.650600752635784
0.0506,-9.27199923854886,0.860882238540925,-9.82287250728689,-0.550873268738031
0.0507,-9.30856547995549,0.874389767542791,-9.75916761938747,-0.450602139431979
0.0508,-9.33594529106995,0.887034379410744,-9.6858316112863,-0.34988632021635
0.0509,-9.35411165132431,0.898803595439458,-9.60293685676944,-0.248825205445126
0.051,-9.36304663271425,0.909685800833641,-9.51056516295154,-0.147518530237288
0.0511,-9.3627414174919,0.919670256170375,-9.40880768954225,-0.046066272050353
0.0512,-9.35319630686785,0.928747107997671,-9.29776485888251,0.0554314479853456
0.0513,-9.33442072071392,0.936907398558634,-9.1775462568398,0.156874463874123
0.0514,-9.30643318826686,0.944143074631654,-9.0482705246602,0.258162663606658
0.0515,-9.26926132984221,0.950446995478042,-8.91006524188368,0.359196087958531
0.0516,-9.22294182957645,0.955812939888984,-8.76306680043863,0.459875029137824
0.0517,-9.16752039922414,0.960235612325172,-8.60742027003942,0.56010012918472
0.0518,-9.10305173304593,0.963710648142855,-8.44327925502012,0.659772478025805
0.0519,-9.02959945383198,0.966234617901201,-8.27080574274562,0.758793711086353
0.052,-8.94723605011383,0.96780503074681,-8.09016994374947,0.857066106364363
0.0521,-8.85604280462714,0.968420336871771,-7.90155012375689,0.954492680870253
0.0522,-8.75610971409531,0.968079929043216,-7.70513242775787,1.05097728633745
0.0523,-8.64753540041366,0.96678414320254,-7.5011106963046,1.14642470410906
0.0524,-8.53042701332142,0.964534258133964,-7.28968627421411,1.24074073910731
0.0525,-8.40490012465801,0.961332494202384,-7.07106781186546,1.33383231279255
0.0526,-8.27107861430749,0.95718201116224,-6.84547105928686,1.42560755502063
0.0527,-8.12909454794416,0.952086905039162,-6.61311865323653,1.51597589470762
0.0528,-7.97908804669951,0.9460522040878,-6.3742398974869,1.60484814921261
0.0529,-7.8212071488798,0.939083863829376,-6.12907053652975,1.69213661235005
0.053,-7.65560766386999,0.931188761174421,-5.87785252292471,1.77775514094528
0.0531,-7.48245301836874,0.922374687636033,-5.62083377852133,1.86161923984741
0.0532,-7.3019140951059,0.912650341640707,-5.35826794978997,1.94364614531593
0.0533,-7.11416906420203,0.902025319943869,-5.09041415750371,2.02375490669832
0.0534,-6.91940320733589,0.890510108159155,-4.81753674101713,2.10186646631875
0.0535,-6.71780873489385,0.878116070410339,-4.53990499739543,2.17790373749841
0.0536,-6.50958459628144,0.864855438116291,-4.25779291565074,2.2517916806307
0.0537,-6.29493628358421,0.85074129792017,-3.97147890634781,2.3234573772364
0.0538,-6.07407562877201,0.835787578774288,-3.68124552684677,2.39283010192524
0.0539,-5.84722059464631,0.820009038194054,-3.38737920245289,2.45984139219342
0.054,-5.61459505973728,0.803421247694015,-3.0901699437495,2.52442511598779
0.0541,-5.3764285973626,0.786040577420791,-2.7899110603923,2.5865175369703
0.0542,-5.13295624906648,0.767884179997507,-2.48689887164854,2.64605737741793
0.0543,-4.88441829266189,0.748969973596368,-2.1814324139654,2.70298587869649
0.0544,-4.63106000510547,0.729316624255549,-1.87381314585721,2.75724685924827
0.0545,-4.37313142043875,0.708943527458034,-1.56434465040233,2.80878677003643
0.0546,-4.11088708303463,0.687870788990755,-1.25333233564304,2.85755474739159
0.0547,-3.84458579639302,0.666119205102397,-0.941083133185128,2.90350266320789
0.0548,-3.57449036773288,0.643710241980155,-0.627905195293102,2.94658517243977
0.0549,-3.30086734863328,0.62066601456516,-0.314107590781235,2.98675975785205
0.055,-3.02398677197921,0.597009264727672,-7.54951656745106e-15,3.0239867719792
