time,v1,v2,v3,i12,i23
0.0282,-8.44327925502016,-4.22163962751008,-4.22163962751008,-4.22163962751008,0
0.0283,-8.60742027003944,-4.30371013501972,-4.30371013501972,-4.30371013501972,-5.55111512312578e-17
0.0284,-8.76306680043864,-4.38153340021932,-4.38153340021932,-4.38153340021932,-5.55111512312578e-17
0.0285,-8.91006524188368,-4.45503262094184,-4.45503262094184,-4.45503262094184,0
0.0286,-9.0482705246602,-4.5241352623301,-4.5241352623301,-4.5241352623301,0
0.0287,-9.17754625683981,-4.5887731284199,-4.5887731284199,-4.5887731284199,0
0.0288,-9.29776485888252,-4.64888242944126,-4.64888242944126,-4.64888242944126,0
0.0289,-9.40880768954225,-4.70440384477113,-4.70440384477113,-4.70440384477113,-1.11022302462516e-16
0.029,-9.51056516295153,-4.75528258147577,-4.75528258147577,-4.75528258147577,-1.11022302462516e-16
0.0291,-9.60293685676943,-4.80146842838472,-4.80146842838471,-4.80146842838472,-1.11022302462516e-16
0.0292,-9.68583161128631,-4.84291580564315,-4.84291580564315,-4.84291580564315,-1.11022302462516e-16
0.0293,-9.75916761938748,-4.87958380969374,-4.87958380969374,-4.87958380969374,-1.11022302462516e-16
0.0294,-9.82287250728689,-4.91143625364344,-4.91143625364344,-4.91143625364344,-5.55111512312578e-17
0.0295,-9.87688340595138,-4.93844170297569,-4.93844170297569,-4.93844170297569,-5.55111512312578e-17
0.0296,-9.92114701314478,-4.96057350657239,-4.96057350657239,-4.96057350657239,-1.11022302462516e-16
0.0297,-9.9556196460308,-4.9778098230154,-4.9778098230154,-4.9778098230154,-5.55111512312578e-17
0.0298,-9.98026728428272,-4.99013364214136,-4.99013364214136,-4.99013364214136,-1.11022302462516e-16
0.0299,-9.99506560365732,-4.99753280182866,-4.99753280182866,-4.99753280182866,-1.11022302462516e-16
0.03,-10,-5,-5,-5,-5.55111512312578e-17
0.0301,-9.99506560365731,-4.99753280182866,-4.99753280182866,-4.99753280182866,-5.55111512312578e-17
0.0302,-9.98026728428271,-4.99013364214136,-4.99013364214136,-4.99013364214136,-5.55111512312578e-17
0.0303,-9.9556196460308,-4.9778098230154,-4.9778098230154,-4.9778098230154,-1.11022302462516e-16
0.0304,-9.92114701314478,-4.96057350657239,-4.96057350657239,-4.96057350657239,0
0.0305,-9.87688340595138,-4.93844170297569,-4.93844170297569,-4.93844170297569,-1.11022302462516e-16
0.0306,-9.82287250728689,-4.91143625364344,-4.91143625364344,-4.91143625364344,-1.11022302462516e-16
0.0307,-9.75916761938747,-4.87958380969374,-4.87958380969374,-4.87958380969374,-5.55111512312578e-17
0.0308,-9.68583161128631,-4.84291580564316,-4.84291580564316,-4.84291580564316,-1.11022302462516e-16
0.0309,-9.60293685676943,-4.80146842838472,-4.80146842838472,-4.80146842838472,-1.11022302462516e-16
0.031,-9.51056516295154,-4.75528258147577,-4.75528258147577,-4.75528258147577,-1.11022302462516e-16
0.0311,-9.40880768954225,-4.70440384477113,-4.70440384477113,-4.70440384477113,0
0.0312,-9.29776485888251,-4.64888242944126,-4.64888242944125,-4.64888242944126,-1.11022302462516e-16
0.0313,-9.17754625683981,-4.5887731284199,-4.5887731284199,-4.5887731284199,-1.11022302462516e-16
0.0314,-9.04827052466019,-4.5241352623301,-4.5241352623301,-4.5241352623301,0
0.0315,-8.91006524188368,-4.45503262094184,-4.45503262094184,-4.45503262094184,0
0.0316,-8.76306680043863,-4.38153340021932,-4.38153340021932,-4.38153340021932,-5.55111512312578e-17
0.0317,-8.60742027003944,-4.30371013501972,-4.30371013501972,-4.30371013501972,-5.55111512312578e-17
0.0318,-8.44327925502015,-4.22163962751008,-4.22163962751008,-4.22163962751008,0
0.0319,-8.27080574274561,-4.13540287137281,-4.1354028713728,-4.13540287137281,-1.11022302462516e-16
0.032,-8.09016994374948,-4.04508497187474,-4.04508497187474,-4.04508497187474,-1.11022302462516e-16
0.0321,-7.9015501237569,-3.95077506187845,-3.95077506187845,-3.95077506187845,-1.11022302462516e-16
0.0322,-7.7051324277579,-3.85256621387895,-3.85256621387895,-3.85256621387895,0
0.0323,-7.50111069630459,-3.75055534815229,-3.75055534815229,-3.7505553481523,-5.55111512312578e-17
0.0324,-7.28968627421412,-3.64484313710706,-3.64484313710706,-3.64484313710706,-5.55111512312578e-17
