          time,        P_elec,   delta_r_gen
  4.844000e+00, 119997579.624965,      0.293365
  4.845000e+00, 119997522.677512,      0.293365
  4.846000e+00, 119997465.930397,      0.293364
  4.847000e+00, 119997409.388023,      0.293364
  4.848000e+00, 119997353.054773,      0.293364
  4.849000e+00, 119997296.935016,      0.293364
  4.850000e+00, 119997241.033101,      0.293364
  4.851000e+00, 119997185.353363,      0.293364
  4.852000e+00, 119997129.900115,      0.293364
  4.853000e+00, 119997074.677655,      0.293363
  4.854000e+00, 119997019.690262,      0.293363
  4.855000e+00, 119996964.942195,      0.293363
  4.856000e+00, 119996910.437693,      0.293363
  4.857000e+00, 119996856.180979,      0.293363
  4.858000e+00, 119996802.176252,      0.293363
  4.859000e+00, 119996748.427694,      0.293363
  4.860000e+00, 119996694.939465,      0.293363
  4.861000e+00, 119996641.715705,      0.293362
  4.862000e+00, 119996588.760531,      0.293362
  4.863000e+00, 119996536.078040,      0.293362
  4.864000e+00, 119996483.672308,      0.293362
  4.865000e+00, 119996431.547387,      0.293362
  4.866000e+00, 119996379.707309,      0.293362
  4.867000e+00, 119996328.156080,      0.293362
  4.868000e+00, 119996276.897685,      0.293361
  4.869000e+00, 119996225.936087,      0.293361
  4.870000e+00, 119996175.275223,      0.293361
  4.871000e+00, 119996124.919006,      0.293361
  4.872000e+00, 119996074.871327,      0.293361
  4.873000e+00, 119996025.136050,      0.293361
  4.874000e+00, 119995975.717016,      0.293361
  4.875000e+00, 119995926.618039,      0.293361
  4.876000e+00, 119995877.842909,      0.293360
  4.877000e+00, 119995829.395391,      0.293360
  4.878000e+00, 119995781.279222,      0.293360
  4.879000e+00, 119995733.498113,      0.293360
  4.880000e+00, 119995686.055750,      0.293360
  4.881000e+00, 119995638.955791,      0.293360
  4.882000e+00, 119995592.201866,      0.293360
  4.883000e+00, 119995545.797579,      0.293360
  4.884000e+00, 119995499.746506,      0.293360
  4.885000e+00, 119995454.052194,      0.293359
  4.886000e+00, 119995408.718164,      0.293359
  4.887000e+00, 119995363.747905,      0.293359
  4.888000e+00, 119995319.144880,      0.293359
  4.889000e+00, 119995274.912523,      0.293359
  4.890000e+00, 119995231.054236,      0.293359
  4.891000e+00, 119995187.573395,      0.293359
  4.892000e+00, 119995144.473342,      0.293359
  4.893000e+00, 119995101.757393,      0.293359
  4.894000e+00, 119995059.428832,      0.293358
  4.895000e+00, 119995017.490910,      0.293358
  4.896000e+00, 119994975.946851,      0.293358
  4.897000e+00, 119994934.799846,      0.293358
  4.898000e+00, 119994894.053054,      0.293358
  4.899000e+00, 119994853.709604,      0.293358
  4.900000e+00, 119994813.772591,      0.293358
  4.901000e+00, 119994774.245081,      0.293358
  4.902000e+00, 119994735.130105,      0.293358
  4.903000e+00, 119994696.430662,      0.293358
  4.904000e+00, 119994658.149719,      0.293357
  4.905000e+00, 119994620.290210,      0.293357
  4.906000e+00, 119994582.855035,      0.293357
  4.907000e+00, 119994545.847060,      0.293357
  4.908000e+00, 119994509.269119,      0.293357
  4.909000e+00, 119994473.124011,      0.293357
  4.910000e+00, 119994437.414501,      0.293357
  4.911000e+00, 119994402.143321,      0.293357
  4.912000e+00, 119994367.313165,      0.293357
  4.913000e+00, 119994332.926697,      0.293357
  4.914000e+00, 119994298.986543,      0.293357
  4.915000e+00, 119994265.495293,      0.293356
  4.916000e+00, 119994232.455505,      0.293356
  4.917000e+00, 119994199.869699,      0.293356
  4.918000e+00, 119994167.740360,      0.293356
  4.919000e+00, 119994136.069936,      0.293356
  4.920000e+00, 119994104.860841,      0.293356
  4.921000e+00, 119994074.115452,      0.293356
  4.922000e+00, 119994043.836107,      0.293356
  4.923000e+00, 119994014.025112,      0.293356
  4.924000e+00, 119993984.684733,      0.293356
  4.925000e+00, 119993955.817198,      0.293356
  4.926000e+00, 119993927.424702,      0.293356
  4.927000e+00, 119993899.509399,      0.293356
  4.928000e+00, 119993872.073406,      0.293355
  4.929000e+00, 119993845.118804,      0.293355
  4.930000e+00, 119993818.647635,      0.293355
  4.931000e+00, 119993792.661904,      0.293355
  4.932000e+00, 119993767.163576,      0.293355
  4.933000e+00, 119993742.154580,      0.293355
  4.934000e+00, 119993717.636804,      0.293355
  4.935000e+00, 119993693.612101,      0.293355
  4.936000e+00, 119993670.082282,      0.293355
  4.937000e+00, 119993647.049120,      0.293355
  4.938000e+00, 119993624.514350,      0.293355
  4.939000e+00, 119993602.479668,      0.293355
  4.940000e+00, 119993580.946730,      0.293355
  4.941000e+00, 119993559.917152,      0.293355
  4.942000e+00, 119993539.392512,      0.293355
  4.943000e+00, 119993519.374348,      0.293355
  4.944000e+00, 119993499.864157,      0.293355
  4.945000e+00, 119993480.863398,      0.293355
  4.946000e+00, 119993462.373490,      0.293354
  4.947000e+00, 119993444.395811,      0.293354
  4.948000e+00, 119993426.931698,      0.293354
  4.949000e+00, 119993409.982451,      0.293354
  4.950000e+00, 119993393.549326,      0.293354
  4.951000e+00, 119993377.633541,      0.293354
  4.952000e+00, 119993362.236272,      0.293354
  4.953000e+00, 119993347.358656,      0.293354
  4.954000e+00, 119993333.001789,      0.293354
  4.955000e+00, 119993319.166725,      0.293354
  4.956000e+00, 119993305.854477,      0.293354
  4.957000e+00, 119993293.066019,      0.293354
  4.958000e+00, 119993280.802284,      0.293354
  4.959000e+00, 119993269.064161,      0.293354
  4.960000e+00, 119993257.852501,      0.293354
  4.961000e+00, 119993247.168112,      0.293354
  4.962000e+00, 119993237.011762,      0.293354
  4.963000e+00, 119993227.384178,      0.293354
  4.964000e+00, 119993218.286043,      0.293354
  4.965000e+00, 119993209.718002,      0.293354
  4.966000e+00, 119993201.680656,      0.293354
  4.967000e+00, 119993194.174567,      0.293354
  4.968000e+00, 119993187.200252,      0.293354
  4.969000e+00, 119993180.758190,      0.293354
  4.970000e+00, 119993174.848817,      0.293354
  4.971000e+00, 119993169.472527,      0.293354
  4.972000e+00, 119993164.629672,      0.293354
  4.973000e+00, 119993160.320564,      0.293354
  4.974000e+00, 119993156.545472,      0.293354
  4.975000e+00, 119993153.304624,      0.293354
  4.976000e+00, 119993150.598206,      0.293354
  4.977000e+00, 119993148.426362,      0.293354
  4.978000e+00, 119993146.789195,      0.293354
  4.979000e+00, 119993145.686765,      0.293354
  4.980000e+00, 119993145.119092,      0.293354
  4.981000e+00, 119993145.086154,      0.293354
  4.982000e+00, 119993145.587885,      0.293354
  4.983000e+00, 119993146.624180,      0.293354
  4.984000e+00, 119993148.194892,      0.293354
  4.985000e+00, 119993150.299831,      0.293354
  4.986000e+00, 119993152.938765,      0.293354
  4.987000e+00, 119993156.111424,      0.293354
  4.988000e+00, 119993159.817491,      0.293354
  4.989000e+00, 119993164.056613,      0.293354
  4.990000e+00, 119993168.828390,      0.293354
  4.991000e+00, 119993174.132386,      0.293354
  4.992000e+00, 119993179.968118,      0.293354
  4.993000e+00, 119993186.335066,      0.293354
  4.994000e+00, 119993193.232668,      0.293354
  4.995000e+00, 119993200.660317,      0.293354
  4.996000e+00, 119993208.617369,      0.293354
  4.997000e+00, 119993217.103138,      0.293354
  4.998000e+00, 119993226.116894,      0.293354
  4.999000e+00, 119993235.657869,      0.293354
  5.000000e+00, 119993245.725254,      0.293354
  5.001000e+00, 119993256.318196,      0.293354
  5.002000e+00, 119993267.435804,      0.293354
  5.003000e+00, 119993279.077145,      0.293354
  5.004000e+00, 119993291.241246,      0.293354
  5.005000e+00, 119993303.927093,      0.293354
  5.006000e+00, 119993317.133631,      0.293354
  5.007000e+00, 119993330.859765,      0.293354
  5.008000e+00, 119993345.104358,      0.293354
  5.009000e+00, 119993359.866237,      0.293354
  5.010000e+00, 119993375.144183,      0.293354
  5.011000e+00, 119993390.936942,      0.293354
  5.012000e+00, 119993407.243217,      0.293354
  5.013000e+00, 119993424.061671,      0.293354
  5.014000e+00, 119993441.390930,      0.293354
  5.015000e+00, 119993459.229578,      0.293355
  5.016000e+00, 119993477.576159,      0.293355
  5.017000e+00, 119993496.429179,      0.293355
  5.018000e+00, 119993515.787105,      0.293355
  5.019000e+00, 119993535.648362,      0.293355
  5.020000e+00, 119993556.011340,      0.293355
  5.021000e+00, 119993576.874388,      0.293355
  5.022000e+00, 119993598.235815,      0.293355
  5.023000e+00, 119993620.093892,      0.293355
  5.024000e+00, 119993642.446854,      0.293355
  5.025000e+00, 119993665.292895,      0.293355
  5.026000e+00, 119993688.630171,      0.293355
  5.027000e+00, 119993712.456800,      0.293355
  5.028000e+00, 119993736.770863,      0.293355
  5.029000e+00, 119993761.570402,      0.293355
  5.030000e+00, 119993786.853423,      0.293355
  5.031000e+00, 119993812.617893,      0.293355
  5.032000e+00, 119993838.861743,      0.293356
  5.033000e+00, 119993865.582864,      0.293356
  5.034000e+00, 119993892.779114,      0.293356
  5.035000e+00, 119993920.448312,      0.293356
  5.036000e+00, 119993948.588241,      0.293356
  5.037000e+00, 119993977.196646,      0.293356
  5.038000e+00, 119994006.271238,      0.293356
  5.039000e+00, 119994035.809691,      0.293356
  5.040000e+00, 119994065.809644,      0.293356
  5.041000e+00, 119994096.268697,      0.293356
  5.042000e+00, 119994127.184419,      0.293356
  5.043000e+00, 119994158.554340,      0.293356
  5.044000e+00, 119994190.375958,      0.293356
  5.045000e+00, 119994222.646733,      0.293357
  5.046000e+00, 119994255.364093,      0.293357
  5.047000e+00, 119994288.525429,      0.293357
  5.048000e+00, 119994322.128101,      0.293357
  5.049000e+00, 119994356.169430,      0.293357
  5.050000e+00, 119994390.646709,      0.293357
  5.051000e+00, 119994425.557192,      0.293357
  5.052000e+00, 119994460.898104,      0.293357
  5.053000e+00, 119994496.666633,      0.293357
  5.054000e+00, 119994532.859936,      0.293357
  5.055000e+00, 119994569.475137,      0.293357
  5.056000e+00, 119994606.509328,      0.293357
  5.057000e+00, 119994643.959567,      0.293358
  5.058000e+00, 119994681.822882,      0.293358
  5.059000e+00, 119994720.096267,      0.293358
  5.060000e+00, 119994758.776686,      0.293358
  5.061000e+00, 119994797.861072,      0.293358
  5.062000e+00, 119994837.346324,      0.293358
  5.063000e+00, 119994877.229314,      0.293358
  5.064000e+00, 119994917.506881,      0.293358
  5.065000e+00, 119994958.175833,      0.293358
  5.066000e+00, 119994999.232951,      0.293358
  5.067000e+00, 119995040.674982,      0.293359
  5.068000e+00, 119995082.498647,      0.293359
  5.069000e+00, 119995124.700635,      0.293359
  5.070000e+00, 119995167.277608,      0.293359
  5.071000e+00, 119995210.226198,      0.293359
  5.072000e+00, 119995253.543008,      0.293359
  5.073000e+00, 119995297.224614,      0.293359
  5.074000e+00, 119995341.267564,      0.293359
  5.075000e+00, 119995385.668376,      0.293359
  5.076000e+00, 119995430.423542,      0.293360
  5.077000e+00, 119995475.529529,      0.293360
  5.078000e+00, 119995520.982773,      0.293360
  5.079000e+00, 119995566.779686,      0.293360
  5.080000e+00, 119995612.916653,      0.293360
  5.081000e+00, 119995659.390033,      0.293360
  5.082000e+00, 119995706.196160,      0.293360
  5.083000e+00, 119995753.331339,      0.293360
  5.084000e+00, 119995800.791855,      0.293361
  5.085000e+00, 119995848.573965,      0.293361
  5.086000e+00, 119995896.673901,      0.293361
  5.087000e+00, 119995945.087872,      0.293361
  5.088000e+00, 119995993.812062,      0.293361
  5.089000e+00, 119996042.842633,      0.293361
  5.090000e+00, 119996092.175722,      0.293361
  5.091000e+00, 119996141.807444,      0.293361
  5.092000e+00, 119996191.733888,      0.293362
  5.093000e+00, 119996241.951126,      0.293362
  5.094000e+00, 119996292.455203,      0.293362
  5.095000e+00, 119996343.242145,      0.293362
  5.096000e+00, 119996394.307954,      0.293362
  5.097000e+00, 119996445.648614,      0.293362
  5.098000e+00, 119996497.260084,      0.293362
  5.099000e+00, 119996549.138307,      0.293362
  5.100000e+00, 119996601.279201,      0.293363
  5.101000e+00, 119996653.678668,      0.293363
  5.102000e+00, 119996706.332587,      0.293363
  5.103000e+00, 119996759.236821,      0.293363
  5.104000e+00, 119996812.387212,      0.293363
  5.105000e+00, 119996865.779582,      0.293363
  5.106000e+00, 119996919.409739,      0.293363
  5.107000e+00, 119996973.273467,      0.293363
  5.108000e+00, 119997027.366538,      0.293364
  5.109000e+00, 119997081.684704,      0.293364
  5.110000e+00, 119997136.223699,      0.293364
  5.111000e+00, 119997190.979242,      0.293364
  5.112000e+00, 119997245.947036,      0.293364
  5.113000e+00, 119997301.122766,      0.293364
  5.114000e+00, 119997356.502103,      0.293364
  5.115000e+00, 119997412.080701,      0.293365
  5.116000e+00, 119997467.854202,      0.293365
  5.117000e+00, 119997523.818230,      0.293365
  5.118000e+00, 119997579.968397,      0.293365
  5.119000e+00, 119997636.300299,      0.293365
  5.120000e+00, 119997692.809521,      0.293365
  5.121000e+00, 119997749.491632,      0.293365
  5.122000e+00, 119997806.342190,      0.293366
  5.123000e+00, 119997863.356739,      0.293366
  5.124000e+00, 119997920.530813,      0.293366
  5.125000e+00, 119997977.859932,      0.293366
  5.126000e+00, 119998035.339604,      0.293366
  5.127000e+00, 119998092.965328,      0.293366
  5.128000e+00, 119998150.732591,      0.293366
  5.129000e+00, 119998208.636869,      0.293367
  5.130000e+00, 119998266.673630,      0.293367
  5.131000e+00, 119998324.838328,      0.293367
  5.132000e+00, 119998383.126413,      0.293367
  5.133000e+00, 119998441.533322,      0.293367
  5.134000e+00, 119998500.054485,      0.293367
  5.135000e+00, 119998558.685323,      0.293367
  5.136000e+00, 119998617.421250,      0.293368
  5.137000e+00, 119998676.257670,      0.293368
  5.138000e+00, 119998735.189982,      0.293368
  5.139000e+00, 119998794.213578,      0.293368
  5.140000e+00, 119998853.323843,      0.293368
  5.141000e+00, 119998912.516155,      0.293368
  5.142000e+00, 119998971.785887,      0.293369
  5.143000e+00, 119999031.128407,      0.293369
  5.144000e+00, 119999090.539077,      0.293369
  5.145000e+00, 119999150.013255,      0.293369
  5.146000e+00, 119999209.546293,      0.293369
  5.147000e+00, 119999269.133542,      0.293369
  5.148000e+00, 119999328.770347,      0.293369
  5.149000e+00, 119999388.452049,      0.293370
  5.150000e+00, 119999448.173989,      0.293370
  5.151000e+00, 119999507.931503,      0.293370
  5.152000e+00, 119999567.719926,      0.293370
  5.153000e+00, 119999627.534591,      0.293370
  5.154000e+00, 119999687.370829,      0.293370
  5.155000e+00, 119999747.223970,      0.293370
  5.156000e+00, 119999807.089344,      0.293371
  5.157000e+00, 119999866.962280,      0.293371
  5.158000e+00, 119999926.838107,      0.293371
  5.159000e+00, 119999986.712155,      0.293371
  5.160000e+00, 120000046.579753,      0.293371
  5.161000e+00, 120000106.436234,      0.293371
  5.162000e+00, 120000166.276929,      0.293372
  5.163000e+00, 120000226.097174,      0.293372
  5.164000e+00, 120000285.892306,      0.293372
  5.165000e+00, 120000345.657662,      0.293372
  5.166000e+00, 120000405.388587,      0.293372
  5.167000e+00, 120000465.080425,      0.293372
  5.168000e+00, 120000524.728525,      0.293372
  5.169000e+00, 120000584.328241,      0.293373
  5.170000e+00, 120000643.874929,      0.293373
  5.171000e+00, 120000703.363953,      0.293373
  5.172000e+00, 120000762.790679,      0.293373
  5.173000e+00, 120000822.150480,      0.293373
  5.174000e+00, 120000881.438735,      0.293373
  5.175000e+00, 120000940.650827,      0.293373
  5.176000e+00, 120000999.782149,      0.293374
  5.177000e+00, 120001058.828099,      0.293374
  5.178000e+00, 120001117.784081,      0.293374
  5.179000e+00, 120001176.645508,      0.293374
  5.180000e+00, 120001235.407802,      0.293374
  5.181000e+00, 120001294.066392,      0.293374
  5.182000e+00, 120001352.616714,      0.293375
  5.183000e+00, 120001411.054217,      0.293375
  5.184000e+00, 120001469.374355,      0.293375
  5.185000e+00, 120001527.572596,      0.293375
  5.186000e+00, 120001585.644415,      0.293375
  5.187000e+00, 120001643.585299,      0.293375
  5.188000e+00, 120001701.390744,      0.293375
  5.189000e+00, 120001759.056259,      0.293376
  5.190000e+00, 120001816.577363,      0.293376
  5.191000e+00, 120001873.949589,      0.293376
  5.192000e+00, 120001931.168480,      0.293376
  5.193000e+00, 120001988.229592,      0.293376
  5.194000e+00, 120002045.128495,      0.293376
  5.195000e+00, 120002101.860771,      0.293376
  5.196000e+00, 120002158.422015,      0.293377
  5.197000e+00, 120002214.807838,      0.293377
  5.198000e+00, 120002271.013864,      0.293377
  5.199000e+00, 120002327.035731,      0.293377
  5.200000e+00, 120002382.869092,      0.293377
  5.201000e+00, 120002438.509617,      0.293377
  5.202000e+00, 120002493.952990,      0.293377
  5.203000e+00, 120002549.194911,      0.293378
  5.204000e+00, 120002604.231096,      0.293378
  5.205000e+00, 120002659.057279,      0.293378
  5.206000e+00, 120002713.669210,      0.293378
  5.207000e+00, 120002768.062655,      0.293378
  5.208000e+00, 120002822.233400,      0.293378
  5.209000e+00, 120002876.177248,      0.293378
  5.210000e+00, 120002929.890019,      0.293378
  5.211000e+00, 120002983.367552,      0.293379
  5.212000e+00, 120003036.605707,      0.293379
  5.213000e+00, 120003089.600361,      0.293379
  5.214000e+00, 120003142.347410,      0.293379
  5.215000e+00, 120003194.842772,      0.293379
  5.216000e+00, 120003247.082384,      0.293379
  5.217000e+00, 120003299.062202,      0.293379
  5.218000e+00, 120003350.778206,      0.293380
  5.219000e+00, 120003402.226395,      0.293380
  5.220000e+00, 120003453.402789,      0.293380
  5.221000e+00, 120003504.303431,      0.293380
  5.222000e+00, 120003554.924385,      0.293380
  5.223000e+00, 120003605.261738,      0.293380
  5.224000e+00, 120003655.311599,      0.293380
  5.225000e+00, 120003705.070100,      0.293380
  5.226000e+00, 120003754.533398,      0.293381
  5.227000e+00, 120003803.697670,      0.293381
  5.228000e+00, 120003852.559120,      0.293381
  5.229000e+00, 120003901.113974,      0.293381
  5.230000e+00, 120003949.358484,      0.293381
  5.231000e+00, 120003997.288926,      0.293381
  5.232000e+00, 120004044.901600,      0.293381
  5.233000e+00, 120004092.192832,      0.293381
  5.234000e+00, 120004139.158975,      0.293382
  5.235000e+00, 120004185.796405,      0.293382
  5.236000e+00, 120004232.101527,      0.293382
  5.237000e+00, 120004278.070769,      0.293382
  5.238000e+00, 120004323.700589,      0.293382
  5.239000e+00, 120004368.987471,      0.293382
  5.240000e+00, 120004413.927924,      0.293382
  5.241000e+00, 120004458.518487,      0.293382
  5.242000e+00, 120004502.755725,      0.293382
  5.243000e+00, 120004546.636234,      0.293383
  5.244000e+00, 120004590.156634,      0.293383
  5.245000e+00, 120004633.313576,      0.293383
  5.246000e+00, 120004676.103740,      0.293383
  5.247000e+00, 120004718.523834,      0.293383
  5.248000e+00, 120004760.570595,      0.293383
  5.249000e+00, 120004802.240791,      0.293383
  5.250000e+00, 120004843.531219,      0.293383
  5.251000e+00, 120004884.438706,      0.293383
  5.252000e+00, 120004924.960109,      0.293383
  5.253000e+00, 120004965.092316,      0.293384
  5.254000e+00, 120005004.832245,      0.293384
  5.255000e+00, 120005044.176845,      0.293384
  5.256000e+00, 120005083.123098,      0.293384
  5.257000e+00, 120005121.668016,      0.293384
  5.258000e+00, 120005159.808642,      0.293384
  5.259000e+00, 120005197.542052,      0.293384
  5.260000e+00, 120005234.865354,      0.293384
  5.261000e+00, 120005271.775688,      0.293384
  5.262000e+00, 120005308.270227,      0.293384
  5.263000e+00, 120005344.346176,      0.293385
  5.264000e+00, 120005380.000775,      0.293385
  5.265000e+00, 120005415.231294,      0.293385
  5.266000e+00, 120005450.035039,      0.293385
  5.267000e+00, 120005484.409348,      0.293385
  5.268000e+00, 120005518.351595,      0.293385
  5.269000e+00, 120005551.859186,      0.293385
  5.270000e+00, 120005584.929562,      0.293385
  5.271000e+00, 120005617.560197,      0.293385
  5.272000e+00, 120005649.748603,      0.293385
  5.273000e+00, 120005681.492324,      0.293385
  5.274000e+00, 120005712.788938,      0.293385
  5.275000e+00, 120005743.636063,      0.293386
  5.276000e+00, 120005774.031346,      0.293386
  5.277000e+00, 120005803.972475,      0.293386
  5.278000e+00, 120005833.457171,      0.293386
  5.279000e+00, 120005862.483191,      0.293386
  5.280000e+00, 120005891.048329,      0.293386
  5.281000e+00, 120005919.150413,      0.293386
  5.282000e+00, 120005946.787311,      0.293386
  5.283000e+00, 120005973.956925,      0.293386
  5.284000e+00, 120006000.657194,      0.293386
  5.285000e+00, 120006026.886094,      0.293386
  5.286000e+00, 120006052.641638,      0.293386
  5.287000e+00, 120006077.921877,      0.293386
  5.288000e+00, 120006102.724899,      0.293386
  5.289000e+00, 120006127.048828,      0.293386
  5.290000e+00, 120006150.891827,      0.293387
  5.291000e+00, 120006174.252098,      0.293387
  5.292000e+00, 120006197.127877,      0.293387
  5.293000e+00, 120006219.517441,      0.293387
  5.294000e+00, 120006241.419105,      0.293387
  5.295000e+00, 120006262.831222,      0.293387
  5.296000e+00, 120006283.752183,      0.293387
  5.297000e+00, 120006304.180417,      0.293387
  5.298000e+00, 120006324.114392,      0.293387
  5.299000e+00, 120006343.552616,      0.293387
  5.300000e+00, 120006362.493635,      0.293387
  5.301000e+00, 120006380.936033,      0.293387
  5.302000e+00, 120006398.878434,      0.293387
  5.303000e+00, 120006416.319501,      0.293387
  5.304000e+00, 120006433.257937,      0.293387
  5.305000e+00, 120006449.692484,      0.293387
  5.306000e+00, 120006465.621921,      0.293387
  5.307000e+00, 120006481.045071,      0.293387
  5.308000e+00, 120006495.960793,      0.293387
  5.309000e+00, 120006510.367988,      0.293387
  5.310000e+00, 120006524.265595,      0.293387
  5.311000e+00, 120006537.652594,      0.293387
  5.312000e+00, 120006550.528005,      0.293387
  5.313000e+00, 120006562.890888,      0.293388
  5.314000e+00, 120006574.740342,      0.293388
  5.315000e+00, 120006586.075507,      0.293388
  5.316000e+00, 120006596.895563,      0.293388
  5.317000e+00, 120006607.199732,      0.293388
  5.318000e+00, 120006616.987273,      0.293388
  5.319000e+00, 120006626.257488,      0.293388
  5.320000e+00, 120006635.009718,      0.293388
  5.321000e+00, 120006643.243346,      0.293388
  5.322000e+00, 120006650.957795,      0.293388
  5.323000e+00, 120006658.152526,      0.293388
  5.324000e+00, 120006664.827045,      0.293388
  5.325000e+00, 120006670.980896,      0.293388
  5.326000e+00, 120006676.613663,      0.293388
  5.327000e+00, 120006681.724973,      0.293388
  5.328000e+00, 120006686.314492,      0.293388
  5.329000e+00, 120006690.381927,      0.293388
  5.330000e+00, 120006693.927027,      0.293388
  5.331000e+00, 120006696.949579,      0.293388
  5.332000e+00, 120006699.449414,      0.293388
  5.333000e+00, 120006701.426402,      0.293388
  5.334000e+00, 120006702.880454,      0.293388
  5.335000e+00, 120006703.811523,      0.293388
  5.336000e+00, 120006704.219600,      0.293388
  5.337000e+00, 120006704.104719,      0.293388
  5.338000e+00, 120006703.466955,      0.293388
  5.339000e+00, 120006702.306423,      0.293388
  5.340000e+00, 120006700.623278,      0.293388
  5.341000e+00, 120006698.417718,      0.293388
  5.342000e+00, 120006695.689979,      0.293388
  5.343000e+00, 120006692.440339,      0.293388
  5.344000e+00, 120006688.669118,      0.293388
  5.345000e+00, 120006684.376674,      0.293388
  5.346000e+00, 120006679.563407,      0.293388
  5.347000e+00, 120006674.229759,      0.293388
  5.348000e+00, 120006668.376209,      0.293388
  5.349000e+00, 120006662.003280,      0.293388
  5.350000e+00, 120006655.111533,      0.293388
  5.351000e+00, 120006647.701571,      0.293388
  5.352000e+00, 120006639.774037,      0.293388
  5.353000e+00, 120006631.329613,      0.293388
  5.354000e+00, 120006622.369023,      0.293388
  5.355000e+00, 120006612.893030,      0.293388
  5.356000e+00, 120006602.902437,      0.293388
  5.357000e+00, 120006592.398089,      0.293388
  5.358000e+00, 120006581.380868,      0.293388
  5.359000e+00, 120006569.851699,      0.293387
  5.360000e+00, 120006557.811543,      0.293387
  5.361000e+00, 120006545.261405,      0.293387
  5.362000e+00, 120006532.202327,      0.293387
  5.363000e+00, 120006518.635390,      0.293387
  5.364000e+00, 120006504.561717,      0.293387
  5.365000e+00, 120006489.982469,      0.293387
  5.366000e+00, 120006474.898845,      0.293387
  5.367000e+00, 120006459.312086,      0.293387
  5.368000e+00, 120006443.223470,      0.293387
  5.369000e+00, 120006426.634314,      0.293387
  5.370000e+00, 120006409.545975,      0.293387
  5.371000e+00, 120006391.959848,      0.293387
  5.372000e+00, 120006373.877368,      0.293387
  5.373000e+00, 120006355.300005,      0.293387
  5.374000e+00, 120006336.229272,      0.293387
  5.375000e+00, 120006316.666717,      0.293387
  5.376000e+00, 120006296.613927,      0.293387
  5.377000e+00, 120006276.072528,      0.293387
  5.378000e+00, 120006255.044183,      0.293387
  5.379000e+00, 120006233.530593,      0.293387
  5.380000e+00, 120006211.533497,      0.293387
  5.381000e+00, 120006189.054671,      0.293386
  5.382000e+00, 120006166.095927,      0.293386
  5.383000e+00, 120006142.659117,      0.293386
  5.384000e+00, 120006118.746129,      0.293386
  5.385000e+00, 120006094.358887,      0.293386
  5.386000e+00, 120006069.499352,      0.293386
  5.387000e+00, 120006044.169523,      0.293386
  5.388000e+00, 120006018.371433,      0.293386
  5.389000e+00, 120005992.107155,      0.293386
  5.390000e+00, 120005965.378793,      0.293386
  5.391000e+00, 120005938.188491,      0.293386
  5.392000e+00, 120005910.538428,      0.293386
  5.393000e+00, 120005882.430817,      0.293386
  5.394000e+00, 120005853.867908,      0.293386
  5.395000e+00, 120005824.851985,      0.293386
  5.396000e+00, 120005795.385369,      0.293385
  5.397000e+00, 120005765.470414,      0.293385
  5.398000e+00, 120005735.109509,      0.293385
  5.399000e+00, 120005704.305078,      0.293385
  5.400000e+00, 120005673.059578,      0.293385
  5.401000e+00, 120005641.375503,      0.293385
  5.402000e+00, 120005609.255378,      0.293385
  5.403000e+00, 120005576.701763,      0.293385
  5.404000e+00, 120005543.717251,      0.293385
  5.405000e+00, 120005510.304468,      0.293385
  5.406000e+00, 120005476.466075,      0.293385
  5.407000e+00, 120005442.204763,      0.293385
  5.408000e+00, 120005407.523258,      0.293384
  5.409000e+00, 120005372.424317,      0.293384
  5.410000e+00, 120005336.910731,      0.293384
  5.411000e+00, 120005300.985319,      0.293384
  5.412000e+00, 120005264.650937,      0.293384
  5.413000e+00, 120005227.910469,      0.293384
  5.414000e+00, 120005190.766832,      0.293384
  5.415000e+00, 120005153.222973,      0.293384
  5.416000e+00, 120005115.281870,      0.293384
  5.417000e+00, 120005076.946532,      0.293384
  5.418000e+00, 120005038.219999,      0.293384
  5.419000e+00, 120004999.105340,      0.293383
  5.420000e+00, 120004959.605653,      0.293383
  5.421000e+00, 120004919.724069,      0.293383
  5.422000e+00, 120004879.463745,      0.293383
  5.423000e+00, 120004838.827869,      0.293383
  5.424000e+00, 120004797.819658,      0.293383
  5.425000e+00, 120004756.442355,      0.293383
  5.426000e+00, 120004714.699235,      0.293383
  5.427000e+00, 120004672.593599,      0.293383
  5.428000e+00, 120004630.128777,      0.293383
  5.429000e+00, 120004587.308125,      0.293382
  5.430000e+00, 120004544.135029,      0.293382
  5.431000e+00, 120004500.612898,      0.293382
  5.432000e+00, 120004456.745171,      0.293382
  5.433000e+00, 120004412.535314,      0.293382
  5.434000e+00, 120004367.986817,      0.293382
  5.435000e+00, 120004323.103196,      0.293382
  5.436000e+00, 120004277.887995,      0.293382
  5.437000e+00, 120004232.344782,      0.293382
  5.438000e+00, 120004186.477150,      0.293381
  5.439000e+00, 120004140.288716,      0.293381
  5.440000e+00, 120004093.783124,      0.293381
  5.441000e+00, 120004046.964040,      0.293381
  5.442000e+00, 120003999.835155,      0.293381
  5.443000e+00, 120003952.400184,      0.293381
  5.444000e+00, 120003904.662865,      0.293381
  5.445000e+00, 120003856.626959,      0.293381
  5.446000e+00, 120003808.296250,      0.293380
  5.447000e+00, 120003759.674544,      0.293380
  5.448000e+00, 120003710.765669,      0.293380
  5.449000e+00, 120003661.573478,      0.293380
  5.450000e+00, 120003612.101841,      0.293380
