          time,        P_elec,   delta_r_gen
  4.600000e-02, 119991226.944621,      0.293349
  4.700000e-02, 119991249.434611,      0.293349
  4.800000e-02, 119991272.209941,      0.293349
  4.900000e-02, 119991295.263793,      0.293349
  5.000000e-02, 119991318.589452,      0.293349
  5.100000e-02, 119991342.180296,      0.293349
  5.200000e-02, 119991366.029805,      0.293349
  5.300000e-02, 119991390.131547,      0.293349
  5.400000e-02, 119991414.479190,      0.293349
  5.500000e-02, 119991439.066492,      0.293349
  5.600000e-02, 119991463.887302,      0.293350
  5.700000e-02, 119991488.935560,      0.293350
  5.800000e-02, 119991514.205296,      0.293350
  5.900000e-02, 119991539.690628,      0.293350
  6.000000e-02, 119991565.385760,      0.293350
  6.100000e-02, 119991591.284982,      0.293350
  6.200000e-02, 119991617.382671,      0.293350
  6.300000e-02, 119991643.673285,      0.293350
  6.400000e-02, 119991670.151368,      0.293350
  6.500000e-02, 119991696.811542,      0.293350
  6.600000e-02, 119991723.648513,      0.293350
  6.700000e-02, 119991750.657066,      0.293350
  6.800000e-02, 119991777.832062,      0.293350
  6.900000e-02, 119991805.168444,      0.293350
  7.000000e-02, 119991832.661229,      0.293350
  7.100000e-02, 119991860.305510,      0.293351
  7.200000e-02, 119991888.096455,      0.293351
  7.300000e-02, 119991916.029308,      0.293351
  7.400000e-02, 119991944.099382,      0.293351
  7.500000e-02, 119991972.302066,      0.293351
  7.600000e-02, 119992000.632817,      0.293351
  7.700000e-02, 119992029.087164,      0.293351
  7.800000e-02, 119992057.660706,      0.293351
  7.900000e-02, 119992086.349107,      0.293351
  8.000000e-02, 119992115.148102,      0.293351
  8.100000e-02, 119992144.053492,      0.293351
  8.200000e-02, 119992173.061143,      0.293351
  8.300000e-02, 119992202.166986,      0.293351
  8.400000e-02, 119992231.367018,      0.293351
  8.500000e-02, 119992260.657297,      0.293352
  8.600000e-02, 119992290.033945,      0.293352
  8.700000e-02, 119992319.493145,      0.293352
  8.800000e-02, 119992349.031142,      0.293352
  8.900000e-02, 119992378.644239,      0.293352
  9.000000e-02, 119992408.328802,      0.293352
  9.100000e-02, 119992438.081253,      0.293352
  9.200000e-02, 119992467.898071,      0.293352
  9.300000e-02, 119992497.775795,      0.293352
  9.400000e-02, 119992527.711018,      0.293352
  9.500000e-02, 119992557.700391,      0.293352
  9.600000e-02, 119992587.740617,      0.293352
  9.700000e-02, 119992617.828457,      0.293352
  9.800000e-02, 119992647.960721,      0.293353
  9.900000e-02, 119992678.134275,      0.293353
  1.000000e-01, 119992708.346036,      0.293353
  1.010000e-01, 119992738.592974,      0.293353
  1.020000e-01, 119992768.872108,      0.293353
  1.030000e-01, 119992799.180507,      0.293353
  1.040000e-01, 119992829.515291,      0.293353
  1.050000e-01, 119992859.873628,      0.293353
  1.060000e-01, 119992890.252733,      0.293353
  1.070000e-01, 119992920.649871,      0.293353
  1.080000e-01, 119992951.062352,      0.293353
  1.090000e-01, 119992981.487533,      0.293353
  1.100000e-01, 119993011.922817,      0.293353
  1.110000e-01, 119993042.365651,      0.293354
  1.120000e-01, 119993072.813528,      0.293354
  1.130000e-01, 119993103.263984,      0.293354
  1.140000e-01, 119993133.714597,      0.293354
  1.150000e-01, 119993164.162991,      0.293354
  1.160000e-01, 119993194.606829,      0.293354
  1.170000e-01, 119993225.043817,      0.293354
  1.180000e-01, 119993255.471703,      0.293354
  1.190000e-01, 119993285.888274,      0.293354
  1.200000e-01, 119993316.291356,      0.293354
  1.210000e-01, 119993346.678818,      0.293354
  1.220000e-01, 119993377.048564,      0.293354
  1.230000e-01, 119993407.398539,      0.293354
  1.240000e-01, 119993437.726725,      0.293355
  1.250000e-01, 119993468.031141,      0.293355
  1.260000e-01, 119993498.309843,      0.293355
  1.270000e-01, 119993528.560924,      0.293355
  1.280000e-01, 119993558.782511,      0.293355
  1.290000e-01, 119993588.972769,      0.293355
  1.300000e-01, 119993619.129896,      0.293355
  1.310000e-01, 119993649.252125,      0.293355
  1.320000e-01, 119993679.337722,      0.293355
  1.330000e-01, 119993709.384989,      0.293355
  1.340000e-01, 119993739.392259,      0.293355
  1.350000e-01, 119993769.357896,      0.293355
  1.360000e-01, 119993799.280300,      0.293355
  1.370000e-01, 119993829.157900,      0.293356
  1.380000e-01, 119993858.989156,      0.293356
  1.390000e-01, 119993888.772561,      0.293356
  1.400000e-01, 119993918.506637,      0.293356
  1.410000e-01, 119993948.189935,      0.293356
  1.420000e-01, 119993977.821037,      0.293356
  1.430000e-01, 119994007.398554,      0.293356
  1.440000e-01, 119994036.921125,      0.293356
  1.450000e-01, 119994066.387418,      0.293356
  1.460000e-01, 119994095.796128,      0.293356
  1.470000e-01, 119994125.145979,      0.293356
  1.480000e-01, 119994154.435720,      0.293356
  1.490000e-01, 119994183.664129,      0.293356
  1.500000e-01, 119994212.830009,      0.293356
  1.510000e-01, 119994241.932190,      0.293357
  1.520000e-01, 119994270.969527,      0.293357
  1.530000e-01, 119994299.940899,      0.293357
  1.540000e-01, 119994328.845213,      0.293357
  1.550000e-01, 119994357.681398,      0.293357
  1.560000e-01, 119994386.448408,      0.293357
  1.570000e-01, 119994415.145221,      0.293357
  1.580000e-01, 119994443.770838,      0.293357
  1.590000e-01, 119994472.324284,      0.293357
  1.600000e-01, 119994500.804607,      0.293357
  1.610000e-01, 119994529.210877,      0.293357
  1.620000e-01, 119994557.542185,      0.293357
  1.630000e-01, 119994585.797646,      0.293357
  1.640000e-01, 119994613.976395,      0.293357
  1.650000e-01, 119994642.077590,      0.293358
  1.660000e-01, 119994670.100408,      0.293358
  1.670000e-01, 119994698.044047,      0.293358
  1.680000e-01, 119994725.907727,      0.293358
  1.690000e-01, 119994753.690686,      0.293358
  1.700000e-01, 119994781.392183,      0.293358
  1.710000e-01, 119994809.011496,      0.293358
  1.720000e-01, 119994836.547921,      0.293358
  1.730000e-01, 119994864.000776,      0.293358
  1.740000e-01, 119994891.369394,      0.293358
  1.750000e-01, 119994918.653129,      0.293358
  1.760000e-01, 119994945.851352,      0.293358
  1.770000e-01, 119994972.963451,      0.293358
  1.780000e-01, 119994999.988833,      0.293358
  1.790000e-01, 119995026.926921,      0.293359
  1.800000e-01, 119995053.777156,      0.293359
  1.810000e-01, 119995080.538995,      0.293359
  1.820000e-01, 119995107.211912,      0.293359
  1.830000e-01, 119995133.795397,      0.293359
  1.840000e-01, 119995160.288955,      0.293359
  1.850000e-01, 119995186.692110,      0.293359
  1.860000e-01, 119995213.004397,      0.293359
  1.870000e-01, 119995239.225369,      0.293359
  1.880000e-01, 119995265.354594,      0.293359
  1.890000e-01, 119995291.391654,      0.293359
  1.900000e-01, 119995317.336146,      0.293359
  1.910000e-01, 119995343.187680,      0.293359
  1.920000e-01, 119995368.945883,      0.293359
  1.930000e-01, 119995394.610394,      0.293359
  1.940000e-01, 119995420.180865,      0.293359
  1.950000e-01, 119995445.656963,      0.293360
  1.960000e-01, 119995471.038368,      0.293360
  1.970000e-01, 119995496.324771,      0.293360
  1.980000e-01, 119995521.515879,      0.293360
  1.990000e-01, 119995546.611409,      0.293360
  2.000000e-01, 119995571.611093,      0.293360
  2.010000e-01, 119995596.514673,      0.293360
  2.020000e-01, 119995621.321903,      0.293360
  2.030000e-01, 119995646.032551,      0.293360
  2.040000e-01, 119995670.646395,      0.293360
  2.050000e-01, 119995695.163225,      0.293360
  2.060000e-01, 119995719.582841,      0.293360
  2.070000e-01, 119995743.905055,      0.293360
  2.080000e-01, 119995768.129692,      0.293360
  2.090000e-01, 119995792.256585,      0.293360
  2.100000e-01, 119995816.285578,      0.293360
  2.110000e-01, 119995840.216525,      0.293361
  2.120000e-01, 119995864.049292,      0.293361
  2.130000e-01, 119995887.783755,      0.293361
  2.140000e-01, 119995911.419797,      0.293361
  2.150000e-01, 119995934.957313,      0.293361
  2.160000e-01, 119995958.396207,      0.293361
  2.170000e-01, 119995981.736394,      0.293361
  2.180000e-01, 119996004.977796,      0.293361
  2.190000e-01, 119996028.120344,      0.293361
  2.200000e-01, 119996051.163979,      0.293361
  2.210000e-01, 119996074.108652,      0.293361
  2.220000e-01, 119996096.954319,      0.293361
  2.230000e-01, 119996119.700947,      0.293361
  2.240000e-01, 119996142.348513,      0.293361
  2.250000e-01, 119996164.896997,      0.293361
  2.260000e-01, 119996187.346392,      0.293361
  2.270000e-01, 119996209.696697,      0.293361
  2.280000e-01, 119996231.947918,      0.293362
  2.290000e-01, 119996254.100069,      0.293362
  2.300000e-01, 119996276.153173,      0.293362
  2.310000e-01, 119996298.107258,      0.293362
  2.320000e-01, 119996319.962361,      0.293362
  2.330000e-01, 119996341.718526,      0.293362
  2.340000e-01, 119996363.375802,      0.293362
  2.350000e-01, 119996384.934247,      0.293362
  2.360000e-01, 119996406.393925,      0.293362
  2.370000e-01, 119996427.754906,      0.293362
  2.380000e-01, 119996449.017267,      0.293362
  2.390000e-01, 119996470.181091,      0.293362
  2.400000e-01, 119996491.246469,      0.293362
  2.410000e-01, 119996512.213495,      0.293362
  2.420000e-01, 119996533.082271,      0.293362
  2.430000e-01, 119996553.852905,      0.293362
  2.440000e-01, 119996574.525509,      0.293362
  2.450000e-01, 119996595.100203,      0.293362
  2.460000e-01, 119996615.577111,      0.293362
  2.470000e-01, 119996635.956363,      0.293363
  2.480000e-01, 119996656.238093,      0.293363
  2.490000e-01, 119996676.422442,      0.293363
  2.500000e-01, 119996696.509557,      0.293363
  2.510000e-01, 119996716.499586,      0.293363
  2.520000e-01, 119996736.392686,      0.293363
  2.530000e-01, 119996756.189016,      0.293363
  2.540000e-01, 119996775.888742,      0.293363
  2.550000e-01, 119996795.492034,      0.293363
  2.560000e-01, 119996814.999065,      0.293363
  2.570000e-01, 119996834.410013,      0.293363
  2.580000e-01, 119996853.725062,      0.293363
  2.590000e-01, 119996872.944399,      0.293363
  2.600000e-01, 119996892.068215,      0.293363
  2.610000e-01, 119996911.096706,      0.293363
  2.620000e-01, 119996930.030070,      0.293363
  2.630000e-01, 119996948.868511,      0.293363
  2.640000e-01, 119996967.612235,      0.293363
  2.650000e-01, 119996986.261455,      0.293363
  2.660000e-01, 119997004.816384,      0.293363
  2.670000e-01, 119997023.277240,      0.293364
  2.680000e-01, 119997041.644244,      0.293364
  2.690000e-01, 119997059.917622,      0.293364
  2.700000e-01, 119997078.097602,      0.293364
  2.710000e-01, 119997096.184415,      0.293364
  2.720000e-01, 119997114.178296,      0.293364
  2.730000e-01, 119997132.079482,      0.293364
  2.740000e-01, 119997149.888215,      0.293364
  2.750000e-01, 119997167.604738,      0.293364
  2.760000e-01, 119997185.229297,      0.293364
  2.770000e-01, 119997202.762143,      0.293364
  2.780000e-01, 119997220.203527,      0.293364
  2.790000e-01, 119997237.553704,      0.293364
  2.800000e-01, 119997254.812932,      0.293364
  2.810000e-01, 119997271.981471,      0.293364
  2.820000e-01, 119997289.059583,      0.293364
  2.830000e-01, 119997306.047533,      0.293364
  2.840000e-01, 119997322.945589,      0.293364
  2.850000e-01, 119997339.754020,      0.293364
  2.860000e-01, 119997356.473098,      0.293364
  2.870000e-01, 119997373.103096,      0.293364
  2.880000e-01, 119997389.644292,      0.293364
  2.890000e-01, 119997406.096962,      0.293364
  2.900000e-01, 119997422.461388,      0.293365
  2.910000e-01, 119997438.737851,      0.293365
  2.920000e-01, 119997454.926635,      0.293365
  2.930000e-01, 119997471.028027,      0.293365
  2.940000e-01, 119997487.042312,      0.293365
  2.950000e-01, 119997502.969782,      0.293365
  2.960000e-01, 119997518.810726,      0.293365
  2.970000e-01, 119997534.565438,      0.293365
  2.980000e-01, 119997550.234211,      0.293365
  2.990000e-01, 119997565.817340,      0.293365
  3.000000e-01, 119997581.315124,      0.293365
  3.010000e-01, 119997596.727860,      0.293365
  3.020000e-01, 119997612.055848,      0.293365
  3.030000e-01, 119997627.299390,      0.293365
  3.040000e-01, 119997642.458787,      0.293365
  3.050000e-01, 119997657.534344,      0.293365
  3.060000e-01, 119997672.526366,      0.293365
  3.070000e-01, 119997687.435157,      0.293365
  3.080000e-01, 119997702.261026,      0.293365
  3.090000e-01, 119997717.004280,      0.293365
  3.100000e-01, 119997731.665228,      0.293365
  3.110000e-01, 119997746.244181,      0.293365
  3.120000e-01, 119997760.741449,      0.293365
  3.130000e-01, 119997775.157344,      0.293365
  3.140000e-01, 119997789.492180,      0.293365
  3.150000e-01, 119997803.746268,      0.293365
  3.160000e-01, 119997817.919925,      0.293366
  3.170000e-01, 119997832.013464,      0.293366
  3.180000e-01, 119997846.027201,      0.293366
  3.190000e-01, 119997859.961453,      0.293366
  3.200000e-01, 119997873.816536,      0.293366
  3.210000e-01, 119997887.592768,      0.293366
  3.220000e-01, 119997901.290468,      0.293366
  3.230000e-01, 119997914.909952,      0.293366
  3.240000e-01, 119997928.451542,      0.293366
  3.250000e-01, 119997941.915555,      0.293366
  3.260000e-01, 119997955.302313,      0.293366
  3.270000e-01, 119997968.612134,      0.293366
  3.280000e-01, 119997981.845341,      0.293366
  3.290000e-01, 119997995.002253,      0.293366
  3.300000e-01, 119998008.083192,      0.293366
  3.310000e-01, 119998021.088479,      0.293366
  3.320000e-01, 119998034.018436,      0.293366
  3.330000e-01, 119998046.873385,      0.293366
  3.340000e-01, 119998059.653648,      0.293366
  3.350000e-01, 119998072.359547,      0.293366
  3.360000e-01, 119998084.991404,      0.293366
  3.370000e-01, 119998097.549542,      0.293366
  3.380000e-01, 119998110.034283,      0.293366
  3.390000e-01, 119998122.445949,      0.293366
  3.400000e-01, 119998134.784864,      0.293366
  3.410000e-01, 119998147.051349,      0.293366
  3.420000e-01, 119998159.245727,      0.293366
  3.430000e-01, 119998171.368319,      0.293366
  3.440000e-01, 119998183.419450,      0.293366
  3.450000e-01, 119998195.399440,      0.293366
  3.460000e-01, 119998207.308611,      0.293366
  3.470000e-01, 119998219.147285,      0.293367
  3.480000e-01, 119998230.915785,      0.293367
  3.490000e-01, 119998242.614430,      0.293367
  3.500000e-01, 119998254.243543,      0.293367
  3.510000e-01, 119998265.803445,      0.293367
  3.520000e-01, 119998277.294455,      0.293367
  3.530000e-01, 119998288.716895,      0.293367
  3.540000e-01, 119998300.071085,      0.293367
  3.550000e-01, 119998311.357344,      0.293367
  3.560000e-01, 119998322.575991,      0.293367
  3.570000e-01, 119998333.727347,      0.293367
  3.580000e-01, 119998344.811728,      0.293367
  3.590000e-01, 119998355.829454,      0.293367
  3.600000e-01, 119998366.780843,      0.293367
  3.610000e-01, 119998377.666211,      0.293367
  3.620000e-01, 119998388.485876,      0.293367
  3.630000e-01, 119998399.240154,      0.293367
  3.640000e-01, 119998409.929361,      0.293367
  3.650000e-01, 119998420.553813,      0.293367
  3.660000e-01, 119998431.113824,      0.293367
  3.670000e-01, 119998441.609709,      0.293367
  3.680000e-01, 119998452.041782,      0.293367
  3.690000e-01, 119998462.410356,      0.293367
  3.700000e-01, 119998472.715743,      0.293367
  3.710000e-01, 119998482.958256,      0.293367
  3.720000e-01, 119998493.138207,      0.293367
  3.730000e-01, 119998503.255906,      0.293367
  3.740000e-01, 119998513.311663,      0.293367
  3.750000e-01, 119998523.305788,      0.293367
  3.760000e-01, 119998533.238590,      0.293367
  3.770000e-01, 119998543.110378,      0.293367
  3.780000e-01, 119998552.921458,      0.293367
  3.790000e-01, 119998562.672138,      0.293367
  3.800000e-01, 119998572.362723,      0.293367
  3.810000e-01, 119998581.993521,      0.293367
  3.820000e-01, 119998591.564834,      0.293367
  3.830000e-01, 119998601.076967,      0.293367
  3.840000e-01, 119998610.530223,      0.293367
  3.850000e-01, 119998619.924905,      0.293368
  3.860000e-01, 119998629.261315,      0.293368
  3.870000e-01, 119998638.539753,      0.293368
  3.880000e-01, 119998647.760519,      0.293368
  3.890000e-01, 119998656.923913,      0.293368
  3.900000e-01, 119998666.030233,      0.293368
  3.910000e-01, 119998675.079777,      0.293368
  3.920000e-01, 119998684.072842,      0.293368
  3.930000e-01, 119998693.009724,      0.293368
  3.940000e-01, 119998701.890717,      0.293368
  3.950000e-01, 119998710.716117,      0.293368
  3.960000e-01, 119998719.486217,      0.293368
  3.970000e-01, 119998728.201309,      0.293368
  3.980000e-01, 119998736.861685,      0.293368
  3.990000e-01, 119998745.467636,      0.293368
  4.000000e-01, 119998754.019451,      0.293368
  4.010000e-01, 119998762.517421,      0.293368
  4.020000e-01, 119998770.961832,      0.293368
  4.030000e-01, 119998779.352973,      0.293368
  4.040000e-01, 119998787.691129,      0.293368
  4.050000e-01, 119998795.976586,      0.293368
  4.060000e-01, 119998804.209628,      0.293368
  4.070000e-01, 119998812.390539,      0.293368
  4.080000e-01, 119998820.519601,      0.293368
  4.090000e-01, 119998828.597097,      0.293368
  4.100000e-01, 119998836.623306,      0.293368
  4.110000e-01, 119998844.598509,      0.293368
  4.120000e-01, 119998852.522983,      0.293368
  4.130000e-01, 119998860.397008,      0.293368
  4.140000e-01, 119998868.220859,      0.293368
  4.150000e-01, 119998875.994814,      0.293368
  4.160000e-01, 119998883.719145,      0.293368
  4.170000e-01, 119998891.394128,      0.293368
  4.180000e-01, 119998899.020035,      0.293368
  4.190000e-01, 119998906.597139,      0.293368
  4.200000e-01, 119998914.125709,      0.293368
  4.210000e-01, 119998921.606017,      0.293368
  4.220000e-01, 119998929.038330,      0.293368
  4.230000e-01, 119998936.422917,      0.293368
  4.240000e-01, 119998943.760045,      0.293368
  4.250000e-01, 119998951.049979,      0.293368
  4.260000e-01, 119998958.292985,      0.293368
  4.270000e-01, 119998965.489326,      0.293368
  4.280000e-01, 119998972.639265,      0.293368
  4.290000e-01, 119998979.743064,      0.293368
  4.300000e-01, 119998986.800984,      0.293368
  4.310000e-01, 119998993.813284,      0.293368
  4.320000e-01, 119999000.780223,      0.293368
  4.330000e-01, 119999007.702059,      0.293368
  4.340000e-01, 119999014.579049,      0.293369
  4.350000e-01, 119999021.411447,      0.293369
  4.360000e-01, 119999028.199510,      0.293369
  4.370000e-01, 119999034.943490,      0.293369
  4.380000e-01, 119999041.643639,      0.293369
  4.390000e-01, 119999048.300210,      0.293369
  4.400000e-01, 119999054.913452,      0.293369
  4.410000e-01, 119999061.483616,      0.293369
  4.420000e-01, 119999068.010948,      0.293369
  4.430000e-01, 119999074.495698,      0.293369
  4.440000e-01, 119999080.938111,      0.293369
  4.450000e-01, 119999087.338431,      0.293369
  4.460000e-01, 119999093.696904,      0.293369
  4.470000e-01, 119999100.013773,      0.293369
  4.480000e-01, 119999106.289279,      0.293369
  4.490000e-01, 119999112.523663,      0.293369
  4.500000e-01, 119999118.717166,      0.293369
  4.510000e-01, 119999124.870026,      0.293369
  4.520000e-01, 119999130.982481,      0.293369
  4.530000e-01, 119999137.054769,      0.293369
  4.540000e-01, 119999143.087124,      0.293369
  4.550000e-01, 119999149.079781,      0.293369
  4.560000e-01, 119999155.032975,      0.293369
  4.570000e-01, 119999160.946938,      0.293369
  4.580000e-01, 119999166.821901,      0.293369
  4.590000e-01, 119999172.658095,      0.293369
  4.600000e-01, 119999178.455749,      0.293369
  4.610000e-01, 119999184.215092,      0.293369
  4.620000e-01, 119999189.936352,      0.293369
  4.630000e-01, 119999195.619753,      0.293369
  4.640000e-01, 119999201.265523,      0.293369
  4.650000e-01, 119999206.873884,      0.293369
  4.660000e-01, 119999212.445061,      0.293369
  4.670000e-01, 119999217.979275,      0.293369
  4.680000e-01, 119999223.476748,      0.293369
  4.690000e-01, 119999228.937700,      0.293369
  4.700000e-01, 119999234.362349,      0.293369
  4.710000e-01, 119999239.750913,      0.293369
  4.720000e-01, 119999245.103611,      0.293369
  4.730000e-01, 119999250.420657,      0.293369
  4.740000e-01, 119999255.702266,      0.293369
  4.750000e-01, 119999260.948653,      0.293369
  4.760000e-01, 119999266.160030,      0.293369
  4.770000e-01, 119999271.336609,      0.293369
  4.780000e-01, 119999276.478601,      0.293369
  4.790000e-01, 119999281.586216,      0.293369
  4.800000e-01, 119999286.659661,      0.293369
  4.810000e-01, 119999291.699146,      0.293369
  4.820000e-01, 119999296.704877,      0.293369
  4.830000e-01, 119999301.677059,      0.293369
  4.840000e-01, 119999306.615897,      0.293369
  4.850000e-01, 119999311.521595,      0.293369
  4.860000e-01, 119999316.394355,      0.293369
  4.870000e-01, 119999321.234380,      0.293369
  4.880000e-01, 119999326.041869,      0.293369
  4.890000e-01, 119999330.817022,      0.293369
  4.900000e-01, 119999335.560038,      0.293369
  4.910000e-01, 119999340.271115,      0.293369
  4.920000e-01, 119999344.950449,      0.293369
  4.930000e-01, 119999349.598235,      0.293369
  4.940000e-01, 119999354.214669,      0.293369
  4.950000e-01, 119999358.799944,      0.293369
  4.960000e-01, 119999363.354253,      0.293369
  4.970000e-01, 119999367.877786,      0.293369
  4.980000e-01, 119999372.370736,      0.293369
  4.990000e-01, 119999376.833292,      0.293369
  5.000000e-01, 119999381.265641,      0.293369
  5.010000e-01, 119999385.667973,      0.293369
  5.020000e-01, 119999390.040474,      0.293369
  5.030000e-01, 119999394.383330,      0.293369
  5.040000e-01, 119999398.696725,      0.293369
  5.050000e-01, 119999402.980843,      0.293369
  5.060000e-01, 119999407.235867,      0.293369
  5.070000e-01, 119999411.461980,      0.293369
  5.080000e-01, 119999415.659362,      0.293370
  5.090000e-01, 119999419.828193,      0.293370
  5.100000e-01, 119999423.968652,      0.293370
  5.110000e-01, 119999428.080918,      0.293370
  5.120000e-01, 119999432.165167,      0.293370
  5.130000e-01, 119999436.221575,      0.293370
  5.140000e-01, 119999440.250319,      0.293370
  5.150000e-01, 119999444.251572,      0.293370
  5.160000e-01, 119999448.225508,      0.293370
  5.170000e-01, 119999452.172299,      0.293370
  5.180000e-01, 119999456.092117,      0.293370
  5.190000e-01, 119999459.985132,      0.293370
  5.200000e-01, 119999463.851515,      0.293370
  5.210000e-01, 119999467.691433,      0.293370
  5.220000e-01, 119999471.505055,      0.293370
  5.230000e-01, 119999475.292548,      0.293370
  5.240000e-01, 119999479.054077,      0.293370
  5.250000e-01, 119999482.789809,      0.293370
  5.260000e-01, 119999486.499906,      0.293370
  5.270000e-01, 119999490.184533,      0.293370
  5.280000e-01, 119999493.843852,      0.293370
  5.290000e-01, 119999497.478025,      0.293370
  5.300000e-01, 119999501.087211,      0.293370
  5.310000e-01, 119999504.671571,      0.293370
  5.320000e-01, 119999508.231264,      0.293370
  5.330000e-01, 119999511.766448,      0.293370
  5.340000e-01, 119999515.277279,      0.293370
  5.350000e-01, 119999518.763915,      0.293370
  5.360000e-01, 119999522.226510,      0.293370
  5.370000e-01, 119999525.665219,      0.293370
  5.380000e-01, 119999529.080195,      0.293370
  5.390000e-01, 119999532.471591,      0.293370
  5.400000e-01, 119999535.839560,      0.293370
  5.410000e-01, 119999539.184252,      0.293370
  5.420000e-01, 119999542.505818,      0.293370
  5.430000e-01, 119999545.804406,      0.293370
  5.440000e-01, 119999549.080166,      0.293370
  5.450000e-01, 119999552.333245,      0.293370
  5.460000e-01, 119999555.563789,      0.293370
  5.470000e-01, 119999558.771945,      0.293370
  5.480000e-01, 119999561.957859,      0.293370
  5.490000e-01, 119999565.121673,      0.293370
  5.500000e-01, 119999568.263533,      0.293370
  5.510000e-01, 119999571.383579,      0.293370
  5.520000e-01, 119999574.481956,      0.293370
  5.530000e-01, 119999577.558802,      0.293370
  5.540000e-01, 119999580.614259,      0.293370
  5.550000e-01, 119999583.648467,      0.293370
  5.560000e-01, 119999586.661563,      0.293370
  5.570000e-01, 119999589.653685,      0.293370
  5.580000e-01, 119999592.624971,      0.293370
  5.590000e-01, 119999595.575557,      0.293370
  5.600000e-01, 119999598.505578,      0.293370
  5.610000e-01, 119999601.415169,      0.293370
  5.620000e-01, 119999604.304463,      0.293370
  5.630000e-01, 119999607.173595,      0.293370
  5.640000e-01, 119999610.022695,      0.293370
  5.650000e-01, 119999612.851896,      0.293370
  5.660000e-01, 119999615.661329,      0.293370
  5.670000e-01, 119999618.451123,      0.293370
  5.680000e-01, 119999621.221407,      0.293370
  5.690000e-01, 119999623.972311,      0.293370
  5.700000e-01, 119999626.703962,      0.293370
  5.710000e-01, 119999629.416486,      0.293370
  5.720000e-01, 119999632.110010,      0.293370
  5.730000e-01, 119999634.784660,      0.293370
  5.740000e-01, 119999637.440560,      0.293370
  5.750000e-01, 119999640.077834,      0.293370
  5.760000e-01, 119999642.696605,      0.293370
  5.770000e-01, 119999645.296997,      0.293370
  5.780000e-01, 119999647.879130,      0.293370
  5.790000e-01, 119999650.443125,      0.293370
  5.800000e-01, 119999652.989104,      0.293370
  5.810000e-01, 119999655.517186,      0.293370
  5.820000e-01, 119999658.027489,      0.293370
  5.830000e-01, 119999660.520131,      0.293370
  5.840000e-01, 119999662.995231,      0.293370
  5.850000e-01, 119999665.452905,      0.293370
  5.860000e-01, 119999667.893269,      0.293370
  5.870000e-01, 119999670.316439,      0.293370
  5.880000e-01, 119999672.722528,      0.293370
  5.890000e-01, 119999675.111652,      0.293370
  5.900000e-01, 119999677.483922,      0.293370
  5.910000e-01, 119999679.839453,      0.293370
  5.920000e-01, 119999682.178355,      0.293370
  5.930000e-01, 119999684.500741,      0.293370
  5.940000e-01, 119999686.806720,      0.293370
  5.950000e-01, 119999689.096403,      0.293370
  5.960000e-01, 119999691.369898,      0.293370
  5.970000e-01, 119999693.627314,      0.293370
  5.980000e-01, 119999695.868760,      0.293370
  5.990000e-01, 119999698.094342,      0.293370
  6.000000e-01, 119999700.304167,      0.293370
  6.010000e-01, 119999702.498341,      0.293370
  6.020000e-01, 119999704.676969,      0.293370
  6.030000e-01, 119999706.840156,      0.293370
  6.040000e-01, 119999708.988005,      0.293370
  6.050000e-01, 119999711.120621,      0.293370
  6.060000e-01, 119999713.238105,      0.293370
