time, v_inv, v_c, i1, i2
0.000552,-36.434,54.914,0.21061,-1.2255
0.000553,-32.86,55.05,0.061002,-1.2166
0.000554,-27.899,55.17,-0.081669,-1.2074
0.000555,-21.623,55.276,-0.21513,-1.1981
0.000556,-14.127,55.367,-0.33724,-1.1888
0.000557,-5.5213,55.446,-0.44604,-1.1796
0.000558,4.0616,55.514,-0.53977,-1.1706
0.000559,14.475,55.573,-0.6169,-1.1618
0.00056,25.56,55.624,-0.67618,-1.1532
0.000561,37.143,55.669,-0.71661,-1.145
0.000562,49.046,55.71,-0.73751,-1.1371
0.000563,61.083,55.75,-0.7385,-1.1296
0.000564,73.064,55.789,-0.71952,-1.1225
0.000565,84.803,55.831,-0.68082,-1.1157
0.000566,96.115,55.877,-0.62296,-1.1093
0.000567,106.82,55.929,-0.54682,-1.1032
0.000568,116.75,55.989,-0.45358,-1.0974
0.000569,125.74,56.058,-0.34466,-1.0918
0.00057,133.66,56.138,-0.22178,-1.0863
0.000571,140.37,56.231,-0.08686,-1.0809
0.000572,145.77,56.338,0.057981,-1.0754
0.000573,149.77,56.458,0.21045,-1.0699
0.000574,152.3,56.594,0.36812,-1.0642
0.000575,153.32,56.745,0.52849,-1.0581
0.000576,152.8,56.911,0.68899,-1.0517
0.000577,150.77,57.093,0.84705,-1.0447
0.000578,147.23,57.289,1.0001,-1.0372
0.000579,142.25,57.5,1.1457,-1.0289
0.00058,135.9,57.724,1.2815,-1.0199
0.000581,128.28,57.96,1.4052,-1.01
0.000582,119.51,58.206,1.5148,-0.99912
0.000583,109.72,58.462,1.6084,-0.98727
0.000584,99.063,58.725,1.6846,-0.97436
0.000585,87.712,58.993,1.7419,-0.96035
0.000586,75.843,59.265,1.7795,-0.94521
0.000587,63.643,59.537,1.7964,-0.92894
0.000588,51.306,59.809,1.7925,-0.91153
0.000589,39.028,60.077,1.7675,-0.89299
0.00059,27.004,60.34,1.7219,-0.87335
0.000591,15.428,60.596,1.6561,-0.85267
0.000592,4.4848,60.841,1.5711,-0.83098
0.000593,-5.6489,61.076,1.4682,-0.80838
0.000594,-14.809,61.296,1.3488,-0.78493
0.000595,-22.846,61.502,1.2147,-0.76073
0.000596,-29.627,61.691,1.0679,-0.73588
0.000597,-35.041,61.862,0.91069,-0.7105
0.000598,-38.995,62.015,0.74541,-0.68471
0.000599,-41.422,62.148,0.5746,-0.65863
0.0006,-42.276,62.261,0.40087,-0.63238
0.000601,-41.538,62.355,0.22691,-0.60611
0.000602,-39.213,62.428,0.055383,-0.57993
0.000603,-35.331,62.482,-0.11104,-0.55399
0.000604,-29.947,62.517,-0.26978,-0.5284
0.000605,-23.141,62.534,-0.41836,-0.50328
0.000606,-15.013,62.534,-0.55448,-0.47875
0.000607,-5.6873,62.519,-0.67599,-0.45491
0.000608,4.6943,62.491,-0.78101,-0.43186
0.000609,15.973,62.45,-0.86788,-0.40967
0.00061,27.974,62.4,-0.93524,-0.38843
0.000611,40.511,62.341,-0.98202,-0.36818
0.000612,53.39,62.278,-1.0075,-0.34897
0.000613,66.41,62.21,-1.0112,-0.33082
0.000614,79.367,62.142,-0.99318,-0.31376
0.000615,92.057,62.075,-0.95363,-0.29778
0.000616,104.28,62.012,-0.89319,-0.28286
0.000617,115.84,61.954,-0.81281,-0.26897
0.000618,126.57,61.904,-0.71375,-0.25607
0.000619,136.27,61.863,-0.5976,-0.2441
0.00062,144.81,61.834,-0.46617,-0.233
0.000621,152.05,61.817,-0.32157,-0.22268
0.000622,157.86,61.814,-0.16609,-0.21306
0.000623,162.16,61.827,-0.0022039,-0.20404
0.000624,164.87,61.855,0.16747,-0.19552
0.000625,165.95,61.899,0.3402,-0.18739
0.000626,165.37,61.96,0.51324,-0.17955
0.000627,163.14,62.038,0.6838,-0.17189
0.000628,159.3,62.131,0.84913,-0.1643
0.000629,153.9,62.24,1.0066,-0.15668
0.00063,147.03,62.364,1.1535,-0.14893
0.000631,138.78,62.5,1.2876,-0.14096
0.000632,129.3,62.649,1.4067,-0.13269
0.000633,118.71,62.808,1.5087,-0.12405
0.000634,107.2,62.975,1.592,-0.11498
0.000635,94.941,63.148,1.6552,-0.10542
0.000636,82.127,63.326,1.6971,-0.095351
0.000637,68.959,63.506,1.7171,-0.084742
0.000638,55.647,63.686,1.7146,-0.073591
0.000639,42.403,63.863,1.6897,-0.061906
0.00064,29.437,64.035,1.6427,-0.049712
0.000641,16.957,64.201,1.5742,-0.037048
0.000642,5.1627,64.357,1.4851,-0.023967
0.000643,-5.7561,64.502,1.3768,-0.010536
0.000644,-15.623,64.634,1.251,0.0031657
0.000645,-24.277,64.751,1.1096,0.017048
0.000646,-31.576,64.852,0.95467,0.031008
0.000647,-37.401,64.935,0.78867,0.044936
0.000648,-41.652,65,0.61417,0.058715
0.000649,-44.258,65.046,0.43388,0.072223
0.00065,-45.17,65.073,0.25063,0.085333
0.000651,-44.368,65.079,0.06729,0.097918
0.000652,-41.859,65.067,-0.11325,0.10985
0.000653,-37.675,65.035,-0.28815,0.121
0.000654,-31.877,64.985,-0.45462,0.13126
0.000655,-24.549,64.918,-0.61001,0.1405
0.000656,-15.803,64.835,-0.75184,0.14863
0.000657,-5.7707,64.739,-0.87783,0.15554
0.000658,5.3944,64.629,-0.98594,0.16114
0.000659,17.52,64.51,-1.0744,0.16537
0.00066,30.42,64.382,-1.1418,0.16817
0.000661,43.893,64.249,-1.1869,0.16948
0.000662,57.73,64.112,-1.209,0.16929
0.000663,71.714,63.974,-1.2077,0.16757
0.000664,85.626,63.838,-1.1829,0.16434
0.000665,99.248,63.705,-1.1348,0.1596
0.000666,112.37,63.579,-1.0643,0.15341
0.000667,124.77,63.462,-0.97226,0.14579
0.000668,136.27,63.357,-0.86011,0.13683
0.000669,146.68,63.264,-0.72954,0.12661
0.00067,155.83,63.186,-0.58253,0.11521
0.000671,163.57,63.125,-0.42133,0.10274
0.000672,169.79,63.082,-0.24842,0.089306
0.000673,174.38,63.058,-0.066459,0.075043
0.000674,177.27,63.053,0.12173,0.060073
0.000675,178.4,63.07,0.31323,0.04453
0.000676,177.76,63.107,0.50507,0.028549
0.000677,175.35,63.165,0.69425,0.012266
0.000678,171.21,63.243,0.87783,-0.0041847
0.000679,165.4,63.341,1.0529,-0.020673
0.00068,158.01,63.458,1.2168,-0.037074
0.000681,149.15,63.592,1.3669,-0.05327
0.000682,138.97,63.741,1.5008,-0.069153
0.000683,127.61,63.905,1.6165,-0.084624
0.000684,115.26,64.081,1.712,-0.0996
0.000685,102.11,64.267,1.786,-0.11401
0.000686,88.365,64.46,1.8373,-0.12779
0.000687,74.25,64.659,1.8649,-0.14091
0.000688,59.984,64.86,1.8685,-0.15333
0.000689,45.793,65.062,1.8481,-0.16505
0.00069,31.905,65.262,1.8038,-0.17607
0.000691,18.539,65.458,1.7366,-0.18642
0.000692,5.9112,65.646,1.6473,-0.19612
0.000693,-5.7763,65.826,1.5374,-0.20525
0.000694,-16.335,65.994,1.4087,-0.21385
0.000695,-25.593,66.15,1.2633,-0.22202
0.000696,-33.4,66.291,1.1033,-0.22983
0.000697,-39.626,66.416,0.93148,-0.23739
0.000698,-44.168,66.524,0.75049,-0.2448
0.000699,-46.949,66.615,0.56324,-0.25219
0.0007,-47.918,66.687,0.37277,-0.25966
0.000701,-47.053,66.741,0.18213,-0.26733
0.000702,-44.363,66.777,-0.0055806,-0.27533
0.000703,-39.884,66.795,-0.18733,-0.28377
0.000704,-33.679,66.797,-0.36015,-0.29276
0.000705,-25.842,66.782,-0.52121,-0.30242
0.000706,-16.49,66.753,-0.66787,-0.31283
0.000707,-5.7656,66.712,-0.79769,-0.32408
0.000708,6.1663,66.659,-0.90852,-0.33626
0.000709,19.122,66.598,-0.99846,-0.34943
0.00071,32.901,66.53,-1.066,-0.36363
0.000711,47.29,66.458,-1.1099,-0.3789
0.000712,62.063,66.385,-1.1293,-0.39526
0.000713,76.991,66.312,-1.1238,-0.41271
0.000714,91.838,66.244,-1.0934,-0.43123
0.000715,106.37,66.181,-1.0383,-0.45079
0.000716,120.37,66.127,-0.95935,-0.47134
0.000717,133.59,66.084,-0.85762,-0.49282
0.000718,145.85,66.055,-0.73458,-0.51514
0.000719,156.94,66.041,-0.59205,-0.53821
0.00072,166.69,66.045,-0.43214,-0.56192
0.000721,174.94,66.067,-0.25727,-0.58615
0.000722,181.55,66.111,-0.070075,-0.61078
0.000723,186.43,66.176,0.12658,-0.63565
0.000724,189.49,66.263,0.3297,-0.66063
0.000725,190.68,66.374,0.53617,-0.68557
0.000726,189.97,66.508,0.7428,-0.71032
0.000727,187.38,66.665,0.94641,-0.73472
0.000728,182.95,66.844,1.1438,-0.75864
0.000729,176.74,67.045,1.3321,-0.78191
0.00073,168.84,67.266,1.5081,-0.80442
0.000731,159.38,67.507,1.6693,-0.82602
0.000732,148.51,67.765,1.813,-0.8466
0.000733,136.39,68.038,1.9371,-0.86606
0.000734,123.22,68.324,2.0396,-0.88429
0.000735,109.2,68.622,2.1189,-0.90123
0.000736,94.556,68.928,2.1738,-0.91681
0.000737,79.514,69.239,2.2034,-0.93098
0.000738,64.314,69.554,2.2073,-0.94372
0.000739,49.199,69.868,2.1853,-0.95502
0.00074,34.408,70.181,2.1378,-0.96488
0.000741,20.177,70.488,2.0656,-0.97333
0.000742,6.7347,70.788,1.9699,-0.98042
0.000743,-5.704,71.077,1.852,-0.9862
0.000744,-16.938,71.355,1.714,-0.99074
0.000745,-26.787,71.618,1.5579,-0.99414
0.000746,-35.089,71.864,1.3863,-0.99649
0.000747,-41.708,72.094,1.2019,-0.99791
0.000748,-46.534,72.304,1.0076,-0.99851
0.000749,-49.485,72.495,0.8065,-0.99842
0.00075,-50.509,72.665,0.60181,-0.99778
0.000751,-49.584,72.815,0.39681,-0.99671
0.000752,-46.717,72.944,0.19478,-0.99535
0.000753,-41.948,73.053,-0.0010523,-0.99384
0.000754,-35.346,73.143,-0.18753,-0.9923
0.000755,-27.01,73.214,-0.36164,-0.99086
0.000756,-17.066,73.269,-0.52059,-0.98962
0.000757,-5.6663,73.309,-0.66177,-0.9887
0.000758,7.0149,73.335,-0.7829,-0.98818
0.000759,20.781,73.35,-0.88197,-0.98815
0.00076,35.42,73.357,-0.95734,-0.98867
0.000761,50.702,73.357,-1.0077,-0.98979
0.000762,66.391,73.354,-1.0323,-0.99154
0.000763,82.239,73.35,-1.0305,-0.99393
0.000764,98,73.348,-1.0024,-0.99696
0.000765,113.43,73.35,-0.94821,-1.0006
0.000766,128.27,73.359,-0.8688,-1.0048
0.000767,142.3,73.378,-0.76534,-1.0096
0.000768,155.3,73.409,-0.63938,-1.0148
0.000769,167.06,73.454,-0.49284,-1.0204
0.00077,177.39,73.515,-0.32799,-1.0262
0.000771,186.13,73.594,-0.14738,-1.0323
0.000772,193.13,73.692,0.046189,-1.0383
0.000773,198.29,73.811,0.24969,-1.0443
0.000774,201.51,73.951,0.45993,-1.05
0.000775,202.75,74.113,0.67362,-1.0554
0.000776,201.99,74.297,0.88738,-1.0602
0.000777,199.23,74.503,1.0978,-1.0644
0.000778,194.51,74.729,1.3017,-1.0678
0.000779,187.9,74.976,1.4956,-1.0702
0.00078,179.51,75.242,1.6766,-1.0717
0.000781,169.47,75.525,1.8417,-1.0719
0.000782,157.93,75.824,1.9883,-1.0708
0.000783,145.07,76.136,2.1139,-1.0684
0.000784,131.09,76.46,2.2167,-1.0645
0.000785,116.23,76.792,2.2948,-1.0591
0.000786,100.69,77.13,2.347,-1.0522
0.000787,84.748,77.471,2.3724,-1.0436
0.000788,68.638,77.812,2.3704,-1.0335
0.000789,52.62,78.15,2.341,-1.0217
0.00079,36.949,78.483,2.2847,-1.0084
0.000791,21.875,78.808,2.2022,-0.99356
0.000792,7.6378,79.122,2.0947,-0.97726
0.000793,-5.5335,79.422,1.9638,-0.95959
0.000794,-17.427,79.706,1.8115,-0.94065
0.000795,-27.851,79.971,1.6402,-0.92053
0.000796,-36.636,80.217,1.4525,-0.89938
0.000797,-43.638,80.441,1.2513,-0.87733
0.000798,-48.741,80.643,1.0396,-0.85452
0.000799,-51.858,80.82,0.82075,-0.83111
0.0008,-52.936,80.973,0.59818,-0.80726
0.000801,-51.95,81.101,0.37535,-0.78312
0.000802,-48.91,81.205,0.15571,-0.75885
0.000803,-43.859,81.284,-0.057288,-0.73463
0.000804,-36.87,81.34,-0.26032,-0.7106
0.000805,-28.048,81.375,-0.4502,-0.6869
0.000806,-17.527,81.388,-0.62396,-0.66368
0.000807,-5.4674,81.383,-0.77885,-0.64107
0.000808,7.9443,81.361,-0.91244,-0.61918
0.000809,22.501,81.325,-1.0226,-0.59811
0.00081,37.977,81.277,-1.1077,-0.57795
0.000811,54.131,81.22,-1.1662,-0.55877
0.000812,70.711,81.157,-1.1973,-0.5406
0.000813,87.458,81.09,-1.2005,-0.5235
0.000814,104.11,81.022,-1.1758,-0.50746
0.000815,120.4,80.957,-1.1234,-0.49249
0.000816,136.08,80.897,-1.0442,-0.47855
0.000817,150.9,80.845,-0.93958,-0.46561
0.000818,164.62,80.803,-0.81104,-0.4536
0.000819,177.02,80.774,-0.66066,-0.44245
0.00082,187.92,80.76,-0.49083,-0.43206
0.000821,197.13,80.763,-0.30424,-0.42233
0.000822,204.51,80.784,-0.10386,-0.41315
0.000823,209.94,80.825,0.10712,-0.40439
0.000824,213.33,80.887,0.32534,-0.39592
0.000825,214.62,80.97,0.54731,-0.3876
0.000826,213.8,81.074,0.76948,-0.37929
0.000827,210.86,81.199,0.98829,-0.37085
0.000828,205.86,81.345,1.2002,-0.36215
0.000829,198.88,81.511,1.4018,-0.35305
0.00083,190.01,81.696,1.5899,-0.34343
0.000831,179.39,81.897,1.7614,-0.33317
0.000832,167.2,82.114,1.9134,-0.32217
0.000833,153.62,82.344,2.0436,-0.31034
0.000834,138.87,82.584,2.1497,-0.29759
0.000835,123.17,82.832,2.2299,-0.28387
0.000836,106.78,83.086,2.283,-0.26914
0.000837,89.952,83.342,2.3079,-0.25337
0.000838,72.955,83.597,2.3042,-0.23656
0.000839,56.059,83.849,2.2717,-0.21872
0.00084,39.531,84.094,2.211,-0.19988
0.000841,23.635,84.33,2.1228,-0.1801
0.000842,8.6247,84.554,2.0085,-0.15944
0.000843,-5.2596,84.763,1.8697,-0.138
0.000844,-17.795,84.955,1.7085,-0.11589
0.000845,-28.779,85.127,1.5275,-0.09321
0.000846,-38.033,85.278,1.3293,-0.070106
0.000847,-45.408,85.407,1.1171,-0.046721
0.000848,-50.779,85.511,0.89402,-0.023208
0.000849,-54.059,85.59,0.66364,0.00027243
0.00085,-55.188,85.643,0.42951,0.023555
0.000851,-54.143,85.671,0.19528,0.046472
0.000852,-50.935,85.673,-0.035382,0.068856
0.000853,-45.609,85.65,-0.25887,0.090542
0.000854,-38.243,85.604,-0.47168,0.11137
0.000855,-28.947,85.534,-0.67045,0.13119
0.000856,-17.864,85.444,-0.85205,0.14986
0.000857,-5.1637,85.335,-1.0136,0.16726
0.000858,8.9589,85.209,-1.1526,0.18325
0.000859,24.285,85.068,-1.2667,0.19775
0.00086,40.575,84.917,-1.3542,0.21067
0.000861,57.577,84.756,-1.4137,0.22195
0.000862,75.025,84.591,-1.4441,0.23154
0.000863,92.645,84.422,-1.445,0.23942
0.000864,110.16,84.255,-1.4163,0.24558
0.000865,127.3,84.091,-1.3584,0.25004
0.000866,143.79,83.934,-1.2722,0.25283
0.000867,159.36,83.787,-1.1589,0.25401
0.000868,173.79,83.652,-1.0205,0.25366
0.000869,186.83,83.533,-0.85894,0.25187
0.00087,198.27,83.431,-0.6768,0.24873
0.000871,207.95,83.348,-0.47691,0.24439
0.000872,215.69,83.287,-0.2624,0.23896
0.000873,221.38,83.249,-0.036624,0.23259
0.000874,224.93,83.234,0.19686,0.22544
0.000875,226.28,83.243,0.4344,0.21766
0.000876,225.39,83.277,0.67225,0.20942
0.000877,222.29,83.335,0.90665,0.20086
0.000878,217.02,83.418,1.1339,0.19216
0.000879,209.66,83.523,1.3504,0.18347
0.00088,200.32,83.651,1.5528,0.17493
0.000881,189.15,83.798,1.7378,0.16668
0.000882,176.33,83.964,1.9025,0.15884
0.000883,162.05,84.146,2.0442,0.15153
0.000884,146.53,84.342,2.1608,0.14485
0.000885,130.03,84.549,2.2502,0.13888
0.000886,112.81,84.763,2.3112,0.13367
0.000887,95.123,84.983,2.3427,0.12927
0.000888,77.265,85.205,2.3441,0.1257
0.000889,59.515,85.426,2.3155,0.12297
0.00089,42.155,85.643,2.2572,0.12105
0.000891,25.461,85.852,2.1702,0.11992
0.000892,9.6994,86.052,2.0557,0.11951
0.000893,-4.8774,86.238,1.9157,0.11975
0.000894,-18.036,86.41,1.7522,0.12055
0.000895,-29.563,86.564,1.5678,0.12179
0.000896,-39.274,86.699,1.3656,0.12337
0.000897,-47.009,86.812,1.1486,0.12514
0.000898,-52.642,86.903,0.9203,0.12697
0.000899,-56.078,86.97,0.68436,0.1287
0.0009,-57.257,87.014,0.44451,0.13018
0.000901,-56.155,87.033,0.20459,0.13125
0.000902,-52.783,87.029,-0.031572,0.13175
0.000903,-47.19,87.001,-0.26019,0.13154
0.000904,-39.457,86.951,-0.47759,0.13046
0.000905,-29.702,86.88,-0.68025,0.12837
0.000906,-18.074,86.79,-0.86491,0.12514
0.000907,-4.7503,86.683,-1.0286,0.12066
0.000908,10.062,86.561,-1.1685,0.11482
0.000909,26.135,86.427,-1.2825,0.10754
0.00091,43.216,86.284,-1.3685,0.098745
0.000911,61.041,86.134,-1.4251,0.088387
0.000912,79.331,85.982,-1.4514,0.076439
0.000913,97.798,85.83,-1.4467,0.062891
0.000914,116.15,85.681,-1.4111,0.047758
0.000915,134.11,85.539,-1.3449,0.031071
0.000916,151.38,85.407,-1.2491,0.012888
0.000917,167.7,85.288,-1.1251,-0.0067165
0.000918,182.8,85.184,-0.97473,-0.027648
0.000919,196.45,85.099,-0.80022,-0.049794
0.00092,208.44,85.035,-0.60422,-0.073025
0.000921,218.56,84.994,-0.38973,-0.097199
0.000922,226.66,84.977,-0.16001,-0.12216
0.000923,232.61,84.987,0.081388,-0.14773
0.000924,236.31,85.023,0.33076,-0.17376
0.000925,237.7,85.088,0.58426,-0.20004
0.000926,236.76,85.18,0.83796,-0.22641
0.000927,233.49,85.3,1.0879,-0.25268
0.000928,227.96,85.448,1.3303,-0.27866
0.000929,220.24,85.622,1.5613,-0.3042
0.00093,210.45,85.821,1.7773,-0.3291
0.000931,198.74,86.042,1.975,-0.35323
0.000932,185.3,86.285,2.1514,-0.37644
0.000933,170.34,86.547,2.3035,-0.39859
0.000934,154.09,86.825,2.4292,-0.41958
0.000935,136.81,87.116,2.5263,-0.43931
0.000936,118.77,87.417,2.5935,-0.4577
0.000937,100.26,87.725,2.6297,-0.4747
0.000938,81.567,88.037,2.6344,-0.49027
0.000939,62.989,88.349,2.6074,-0.50441
0.00094,44.822,88.658,2.5492,-0.51712
0.000941,27.355,88.961,2.4608,-0.52843
0.000942,10.866,89.255,2.3436,-0.53839
0.000943,-4.3821,89.537,2.1994,-0.54708
0.000944,-18.144,89.803,2.0306,-0.55459
0.000945,-30.198,90.053,1.8399,-0.56101
0.000946,-40.351,90.283,1.6302,-0.56647
0.000947,-48.436,90.492,1.405,-0.57111
0.000948,-54.321,90.678,1.1679,-0.57506
0.000949,-57.908,90.84,0.92261,-0.57848
0.00095,-59.135,90.978,0.67309,-0.58154
0.000951,-57.977,91.091,0.42335,-0.58438
0.000952,-54.447,91.179,0.17739,-0.58717
0.000953,-48.595,91.244,-0.060831,-0.59007
0.000954,-40.507,91.286,-0.28747,-0.59323
0.000955,-30.307,91.306,-0.49886,-0.5968
0.000956,-18.149,91.306,-0.69158,-0.60091
0.000957,-4.2225,91.288,-0.86249,-0.60568
0.000958,11.259,91.255,-1.0088,-0.61123
0.000959,28.054,91.21,-1.1281,-0.61764
0.00096,45.902,91.154,-1.2183,-0.62499
0.000961,64.524,91.092,-1.2781,-0.63332
0.000962,83.628,91.026,-1.3062,-0.64268
0.000963,102.92,90.96,-1.3022,-0.65307
0.000964,122.09,90.898,-1.266,-0.66449
0.000965,140.83,90.841,-1.1981,-0.6769
0.000966,158.87,90.795,-1.0994,-0.69025
0.000967,175.9,90.76,-0.97135,-0.70446
0.000968,191.66,90.742,-0.81596,-0.71945
0.000969,205.9,90.742,-0.63554,-0.73509
0.00097,218.4,90.763,-0.43286,-0.75127
0.000971,228.96,90.806,-0.21102,-0.76784
0.000972,237.4,90.875,0.026531,-0.78464
0.000973,243.6,90.969,0.27613,-0.80151
0.000974,247.45,91.09,0.53388,-0.81827
0.000975,248.88,91.24,0.79578,-0.83474
0.000976,247.89,91.417,1.0577,-0.85075
0.000977,244.47,91.621,1.3156,-0.86611
0.000978,238.68,91.853,1.5654,-0.88065
0.000979,230.6,92.11,1.8032,-0.89419
0.00098,220.37,92.391,2.0253,-0.90656
0.000981,208.14,92.696,2.228,-0.91763
0.000982,194.11,93.02,2.4083,-0.92725
0.000983,178.49,93.362,2.5633,-0.93529
0.000984,161.53,93.719,2.6905,-0.94165
0.000985,143.5,94.087,2.7879,-0.94624
0.000986,124.67,94.464,2.8538,-0.94901
0.000987,105.36,94.847,2.8873,-0.9499
0.000988,85.859,95.231,2.8878,-0.9489
0.000989,66.482,95.613,2.8552,-0.946
0.00099,47.535,95.99,2.79,-0.94123
0.000991,29.32,96.358,2.6932,-0.93464
0.000992,12.127,96.714,2.5662,-0.9263
0.000993,-3.7692,97.055,2.4111,-0.91629
0.000994,-18.114,97.379,2.2302,-0.90473
0.000995,-30.678,97.681,2.0264,-0.89173
0.000996,-41.257,97.962,1.8028,-0.87745
0.000997,-49.68,98.217,1.5629,-0.86204
0.000998,-55.809,98.446,1.3106,-0.84566
0.000999,-59.542,98.648,1.0497,-0.82849
0.001,-60.816,98.822,0.7843,-0.81071
0.001001,-59.603,98.967,0.51867,-0.79252
0.001002,-55.919,99.084,0.25695,-0.77408
0.001003,-49.816,99.173,0.0032649,-0.75559
0.001004,-41.385,99.236,-0.23838,-0.73722
0.001005,-30.754,99.274,-0.46416,-0.71915
0.001006,-18.086,99.288,-0.6705,-0.70153
0.001007,-3.5759,99.281,-0.85414,-0.6845
0.001008,12.551,99.255,-1.0122,-0.6682
0.001009,30.045,99.213,-1.1421,-0.65274
0.00101,48.633,99.158,-1.2417,-0.63821
0.001011,68.025,99.093,-1.3096,-0.62469
0.001012,87.917,99.022,-1.3446,-0.61223
0.001013,108,98.948,-1.3461,-0.60087
0.001014,127.95,98.874,-1.314,-0.59059
0.001015,147.46,98.804,-1.249,-0.58141
0.001016,166.23,98.742,-1.1518,-0.57326
0.001017,183.95,98.69,-1.0242,-0.56611
0.001018,200.35,98.651,-0.86803,-0.55986
0.001019,215.17,98.629,-0.68579,-0.55442
0.00102,228.16,98.626,-0.48036,-0.54968
0.001021,239.14,98.643,-0.25497,-0.54549
0.001022,247.91,98.684,-0.013196,-0.54173
0.001023,254.35,98.75,0.24114,-0.53823
0.001024,258.34,98.84,0.50401,-0.53482
0.001025,259.82,98.957,0.77122,-0.53135
0.001026,258.77,99.101,1.0385,-0.52763
0.001027,255.2,99.271,1.3017,-0.5235
0.001028,249.16,99.466,1.5565,-0.51878
0.001029,240.75,99.685,1.7988,-0.51332
0.00103,230.09,99.927,2.0248,-0.50696
0.001031,217.36,100.19,2.2309,-0.49956
0.001032,202.75,100.47,2.4136,-0.49098
0.001033,186.5,100.77,2.5701,-0.48113
0.001034,168.85,101.08,2.6977,-0.46989
0.001035,150.09,101.4,2.7944,-0.4572
0.001036,130.51,101.73,2.8586,-0.44301
0.001037,110.42,102.06,2.8891,-0.42727
0.001038,90.143,102.39,2.8854,-0.40999
0.001039,69.994,102.72,2.8474,-0.39117
0.00104,50.294,103.04,2.7756,-0.37086
0.001041,31.358,103.35,2.6711,-0.34912
0.001042,13.487,103.64,2.5354,-0.32602
0.001043,-3.0345,103.92,2.3705,-0.30168
0.001044,-17.942,104.18,2.179,-0.27622
0.001045,-30.996,104.41,1.9638,-0.24977
0.001046,-41.986,104.62,1.7282,-0.2225
0.001047,-50.735,104.8,1.4758,-0.19459
0.001048,-57.099,104.95,1.2106,-0.1662
0.001049,-60.973,105.07,0.9366,-0.13754
0.00105,-62.29,105.17,0.65819,-0.1088
0.001051,-61.026,105.23,0.37965,-0.080187
0.001052,-57.193,105.26,0.10533,-0.051893
0.001053,-50.848,105.26,-0.16048,-0.024117
0.001054,-42.086,105.23,-0.41362,0.0029483
0.001055,-31.04,105.18,-0.65012,0.029122
0.001056,-17.879,105.1,-0.86627,0.054233
0.001057,-2.8065,104.99,-1.0587,0.078125
0.001058,13.943,104.87,-1.2243,0.10066
0.001059,32.111,104.73,-1.3606,0.12171
0.00106,51.412,104.57,-1.4653,0.14118
0.001061,71.545,104.41,-1.5368,0.15899
0.001062,92.196,104.24,-1.574,0.17508
0.001063,113.04,104.06,-1.5763,0.18941
0.001064,133.75,103.89,-1.5436,0.20199
0.001065,154,103.71,-1.4765,0.21281
0.001066,173.47,103.55,-1.376,0.22193
0.001067,191.86,103.39,-1.2436,0.22939
0.001068,208.87,103.25,-1.0814,0.23529
0.001069,224.24,103.13,-0.89209,0.23973
0.00107,237.71,103.03,-0.67852,0.24282
0.001071,249.09,102.95,-0.4441,0.24471
0.001072,258.18,102.89,-0.19252,0.24554
0.001073,264.85,102.86,0.072237,0.24549
0.001074,268.97,102.86,0.34598,0.24473
0.001075,270.5,102.88,0.62438,0.24342
0.001076,269.39,102.93,0.90302,0.24177
0.001077,265.68,103.01,1.1775,0.23995
0.001078,259.4,103.12,1.4434,0.23814
0.001079,250.66,103.25,1.6965,0.23651
0.00108,239.6,103.41,1.9329,0.23524
0.001081,226.38,103.59,2.1486,0.23447
0.001082,211.22,103.79,2.3404,0.23435
0.001083,194.36,104.01,2.505,0.235
0.001084,176.05,104.25,2.6399,0.23653
0.001085,156.59,104.49,2.7428,0.23902
0.001086,136.28,104.75,2.8121,0.24254
0.001087,115.45,105.01,2.8467,0.24713
0.001088,94.416,105.27,2.8459,0.25282
0.001089,73.525,105.52,2.8097,0.25959
0.00109,53.102,105.77,2.7385,0.26741
0.001091,33.472,106.02,2.6336,0.27625
0.001092,14.949,106.25,2.4965,0.28601
0.001093,-2.1742,106.46,2.3293,0.2966
0.001094,-17.622,106.65,2.1345,0.30791
0.001095,-31.148,106.82,1.9154,0.31981
0.001096,-42.533,106.97,1.6752,0.33214
0.001097,-51.595,107.09,1.4178,0.34473
0.001098,-58.184,107.18,1.1472,0.35742
0.001099,-62.193,107.25,0.86764,0.37001
0.0011,-63.553,107.28,0.58358,0.38231
0.001101,-62.237,107.29,0.29949,0.39414
0.001102,-58.262,107.26,0.019887,0.4053
0.001103,-51.684,107.21,-0.2508,0.41561
0.001104,-42.604,107.13,-0.50827,0.42487
0.001105,-31.158,107.03,-0.74842,0.43292
0.001106,-17.523,106.9,-0.9674,0.43959
0.001107,-1.9104,106.74,-1.1617,0.44474
0.001108,15.438,106.58,-1.3282,0.44824
0.001109,34.252,106.39,-1.4642,0.44999
0.00111,54.239,106.19,-1.5675,0.44988
0.001111,75.085,105.99,-1.6364,0.44786
0.001112,96.464,105.78,-1.6697,0.44389
0.001113,118.04,105.57,-1.6668,0.43794
0.001114,139.48,105.36,-1.6277,0.43002
0.001115,160.44,105.16,-1.5528,0.42017
0.001116,180.59,104.97,-1.4433,0.40844
0.001117,199.61,104.79,-1.3009,0.39491
0.001118,217.21,104.63,-1.1276,0.37969
0.001119,233.11,104.49,-0.92619,0.3629
0.00112,247.04,104.37,-0.69968,0.34468
0.001121,258.81,104.28,-0.4516,0.32519
0.001122,268.2,104.22,-0.18577,0.30461
0.001123,275.09,104.18,0.093679,0.28313
