"time","voltageSource.v","resistor.v","inductor.v","capacitor.v","der(capacitor.v)","inductor.i","der(voltageSource.i)"
0.0016,8.763066800438637,-0.07352791830516629,-0.004366587488984663,8.840961306232787,-1470.558366103326,-0.007352791830516629,4.366587488984663
0.0017,8.607420270039437,-0.07785614709000144,-0.004289617361193265,8.689566034490632,-1557.122941800028,-0.007785614709000143,4.289617361193265
0.0018,8.443279255020151,-0.0821052214156032,-0.004206780805995791,8.52959125724175,-1642.104428312064,-0.00821052214156032,4.206780805995791
0.0019,8.270805742745619,-0.08627038110206875,-0.004123134462577838,8.361199258310265,-1725.407622041375,-0.008627038110206875,4.123134462577838
0.002,8.090169943749475,-0.09035046746540257,-0.004040725005278745,8.184561136220156,-1807.009349308051,-0.009035046746540256,4.040725005278745
0.0021,7.901550123756903,-0.09434580114075369,-0.003954160105032578,7.999850085002689,-1886.916022815074,-0.009434580114075369,3.954160105032578
0.0022,7.705132427757891,-0.09825205918469254,-0.003856747698653962,7.807241234641237,-1965.041183693851,-0.009825205918469254,3.856747698653962
0.0023,7.501110696304596,-0.1020586284065349,-0.003749323913229574,7.606918648624361,-2041.172568130697,-0.01020586284065349,3.749323913229574
0.0024,7.289686274214116,-0.1057569579286907,-0.003642603926354404,7.399085836069161,-2115.139158573813,-0.01057569579286907,3.642603926354404
0.0025,7.071067811865476,-0.1093486061130716,-0.003540392057761466,7.183956810036308,-2186.972122261431,-0.01093486061130716,3.540392057761466
0.0026,6.845471059286886,-0.1128369518874778,-0.003441302883092412,6.961749314057457,-2256.739037749556,-0.01128369518874778,3.441302883092412
0.0027,6.613118653236518,-0.1162208898558949,-0.003333502651618581,6.732673045744032,-2324.417797117897,-0.01162208898558949,3.333502651618581
0.0028,6.374239897486897,-0.1194934939150435,-0.003210598581983248,6.496943989983923,-2389.869878300871,-0.01194934939150435,3.210598581983248
0.0029,6.129070536529766,-0.122642196661714,-0.003079921517593398,6.254792654709074,-2452.843933234279,-0.0122642196661714,3.079921517593398
0.003,5.87785252292473,-0.1256607742113373,-0.002954808953914423,6.006468106089982,-2513.215484226746,-0.01256607742113373,2.954808953914423
0.0031,5.620833778521305,-0.1285554483873606,-0.00283931659735881,5.752228543506025,-2571.108967747212,-0.01285554483873606,2.83931659735881
0.0032,5.358267949789965,-0.1313320341899761,-0.002724335375233089,5.492324319355174,-2626.640683799521,-0.01313320341899761,2.724335375233089
0.0033,5.090414157503712,-0.133988412221783,-0.002588639768617007,5.226991209494113,-2679.76824443566,-0.0133988412221783,2.588639768617007
0.0034,4.817536741017151,-0.1365056412744312,-0.002437373650091779,4.956479755941674,-2730.112825488623,-0.01365056412744312,2.437373650091779
0.0035,4.539904997395467,-0.1388742032193277,-0.002294965370809976,4.681074165985605,-2777.484064386554,-0.01388742032193277,2.294965370809976
0.0036,4.257792915650727,-0.1411017032123596,-0.002168135451937836,4.401062754315024,-2822.034064247192,-0.01411017032123596,2.168135451937836
0.0037,3.971478906347806,-0.1432036296957717,-0.002046287776584776,4.116728823820162,-2864.072593915434,-0.01432036296957717,2.046287776584776
0.0038,3.681245526846779,-0.1451774074643966,-0.0019030767761814,3.828326011087357,-2903.548149287933,-0.01451774074643966,1.9030767761814
0.0039,3.387379202452912,-0.1470025067486452,-0.001741450339714845,3.536123159541273,-2940.050134972904,-0.01470025067486452,1.741450339714845
0.004,3.090169943749475,-0.148667863492056,-0.001587797628453291,3.240425604869984,-2973.357269841119,-0.0148667863492056,1.587797628453291
0.0041,2.78991106039229,-0.1501845609901668,-0.001450037488385014,2.941545658870842,-3003.691219803336,-0.01501845609901668,1.450037488385014
0.0042,2.486898871648547,-0.1515636915206025,-0.00131148229814082,2.63977404546729,-3031.273830412048,-0.01515636915206024,1.31148229814082
