"time","slack.i[1]","slack.i[2]","slack.i[3]","der(slack.i[1])","der(slack.i[2])","der(slack.i[3])","busBar1.v[1]","busBar1.v[2]","busBar1.v[3]","busBar2.v[1]","busBar2.v[2]","busBar2.v[3]","piLine1.v[1]","piLine1.v[2]","piLine1.v[3]"
0.01,11.14802009877934,-12.78161552093227,1.633595422152904,2614.630046017293,1725.725741396305,-4340.355787413671,-89814.62390204988,44907.31195102489,44907.31195102489,-89508.28400144151,45055.80281443923,44452.48118700217,-306.3399006083637,-148.490863414343,454.830764022714
0.0101,11.4039392215976,-12.60276437668917,1.198825155091514,2503.331433329798,1851.00293908183,-4354.33437241141,-89770.3058068797,42441.96922134006,47328.33658553955,-89475.05831040675,42604.1906512581,46870.86765914858,-295.2474964729481,-162.2214299180414,457.4689263909677
0.0102,11.64860403321648,-12.41147582554933,0.7628717923328305,2389.562334939967,1974.453420243769,-4364.015755183008,-89637.39525797848,39934.74139211473,49702.65386586366,-89353.53153925516,40110.53329556067,49242.99824369447,-283.8637187233253,-175.791903445941,459.6556221691935
0.0103,11.88177307900792,-12.20793864622117,0.3261655672132626,2273.435027027839,2095.955354256473,-4369.390381284386,-89416.02342201152,37388.10279451522,52027.92062749621,-89143.82362025623,37577.29168610376,51566.53193415236,-272.1998017552978,-189.1888915885429,461.388693343848
0.0104,12.10321624927469,-11.99235370532762,-0.1108625439471003,2155.064113213249,2215.388833387427,-4370.452946601476,-89106.40876625439,34804.56665337786,54301.84211287643,-88846.14150980896,35006.96582651458,53839.17568329421,-260.267256445426,-202.3991731367132,462.6664295822193
0.0105,12.31271500634315,-11.76493375917773,-0.5477812471655119,2034.566411278162,2332.635991220408,-4367.202402498317,-88708.85684299203,32186.68260695984,56522.17423603211,-88460.77898421862,32402.09231809813,56058.68666612043,-248.0778587734094,-215.4097111382907,463.4875699116747
0.0106,12.51006260023368,-11.52590324380192,-0.9841593564317758,1912.060837878182,2447.581118973848,-4359.641956851193,-88223.75998797573,29537.03419075408,58686.72579722157,-87988.11634977546,29765.24185651791,58222.87449325756,-235.6436382002721,-228.2076657638281,463.8513039640166
0.0107,12.69506427269772,-11.27549805346091,-1.419566219236774,1787.668291185717,2560.110779691666,-4347.779070877421,-87651.59693323493,26858.23628785136,60793.36064538349,-87428.62006743824,27099.01669482934,60329.60337260881,-222.9768657966924,-240.7804069779777,463.7572727746738
0.0108,12.86753744941734,-11.01396530784313,-1.853572141574241,1661.511531810679,2670.113920120722,-4331.625451932056,-86992.93233462657,24152.93254836673,62839.99978625976,-86782.84229247038,24406.04807536343,62376.7942171068,-210.0900421561964,-253.1155269966985,463.2055691529604
0.0109,13.0273119201903,-10.74156310819354,-2.285748811996816,1533.715061230471,2777.481980454499,-4311.197041684898,-86248.41621458794,21423.79278047575,64824.62343411211,-86051.42032957137,21688.99363302274,64362.42669654855,-196.9958850165713,-265.2008525469937,462.1967375635577
0.011,13.17423000690491,-10.45856028259676,-2.715669724308153,1404.404999051335,2882.109001406655,-4286.514000457882,-85418.78332064298,18673.51031563624,66745.27300500665,-85235.07600392106,18950.53477251052,66284.54123141046,-183.7073167219205,-277.0244568742746,460.7317735961842
0.0111,13.30814671914737,-10.16523612067454,-3.142910598472858,1273.708958677012,2983.891728742106,-4257.600687419537,-84504.85240029525,15904.79935059547,68600.05304969969,-84334.61494881203,16193.3740221043,68141.2409267076,-170.237451483219,-288.5746715088335,458.8121229920944
0.0112,13.42892989729114,-9.861880097961599,-3.567049799329585,1141.755921298167,3082.729715200138,-4224.485636498068,-83507.52539302286,13120.39226880532,70387.13312421748,-83350.92581059385,13420.23236658889,69930.69344400491,-156.5995824290148,-299.840097783579,456.4396802125702
0.0113,13.53646034292229,-9.548791590228152,-3.987668752694145,1008.676108599316,3178.525419623436,-4187.201528222643,-82427.78654017331,10323.03694389004,72104.7495962832,-82284.97937168702,10633.84656197316,71651.1328097138,-142.8071684862953,-310.8096180831162,453.6167865694006
0.0114,13.63063193647249,-9.226279578030971,-4.404352358441525,874.6008543367243,3271.184303204859,-4145.785157541755,-81266.70141363588,7515.494027826505,73751.20738580931,-81137.82759252863,7836.966434640537,73300.86115788801,-128.8738211072487,-321.4724068140322,450.3462279212981
0.0115,13.71135174194549,-8.894662341786519,-4.816689400158998,739.6624747686072,3360.614922794041,-4100.277397563131,-80025.41586425094,4700.534226514052,75324.88163773681,-79910.60257341046,5032.352167603324,74878.250405807,-114.8132908404805,-331.8179410892726,446.6312319298013
0.0116,13.77854009864111,-8.554267147672292,-5.224272950968862,603.9941376417896,3446.729021189355,-4050.72315883127,-78705.15489099358,1880.935565422485,76824.21932557102,-78604.51543727602,2222.771576540306,76381.74386073562,-100.6394537175656,-341.836011117821,442.4754648353992
0.0117,13.83213069976325,-8.205429924648627,-5.626700775114659,467.7297312121883,3529.441614172968,-3997.171345384885,-77307.22143204727,-940.5193519840914,78247.7407840313,-77220.85513444409,-589.0026217099759,77809.85775615403,-86.36629760317737,-351.5167302741155,437.8830278772657
0.0118,13.87207065785902,-7.84849493293923,-6.023575724919799,331.0037319797675,3608.671074400712,-3939.674806379998,-75832.99507896148,-3761.046090340576,79594.04116930199,-75760.98717058408,-3400.195545483551,79161.1827160676,-72.00790837740351,-360.8505448570259,432.8584532343812
0.0119,13.89832055701228,-7.483814424287917,-6.414506132724369,193.9510719738159,3684.339211957012,-3878.290283930946,-74283.93071516123,-6577.861130282453,80861.7918454436,-74226.35225912681,-6208.032886764391,80434.38514589111,-57.5784560344182,-369.8282435180618,427.4066995524918
0.012,13.91085449174249,-7.111748294328657,-6.799106197413851,56.70700559208353,3756.371351517396,-3813.078357109934,-72661.55708015268,-9388.184615443619,82049.74169559623,-72618.46489945419,-9009.743649091906,81628.20854854598,-43.0921806984843,-378.4409663517126,421.5331470502424
0.0121,13.90966009256474,-6.73266372740888,-7.176996365155912,-80.59302361016285,3824.696406075118,-3744.103382464719,-70967.4752608422,-12189.24309583853,83156.71835668063,-70938.91188224465,-11802.56288219631,82741.47476444089,-28.56337859755149,-386.6802136422139,415.2435922397417
0.0122,13.89473853820921,-6.346934834230241,-7.547803703979012,-217.8135172079312,3889.246947047005,-3671.433429838511,-69203.35711145637,-14978.27226492299,84181.62937637929,-69189.3507235639,-14583.7344106761,83773.08513423998,-14.00638789247023,-394.5378542468952,408.5442421393091
0.0123,13.86610455444908,-5.954942282640983,-7.911162271808089,-354.8190551655136,3949.959270839456,-3595.140215673689,-67370.94360362405,-17752.51968763075,85123.46329125474,-67371.50802905094,-17350.5135540079,84722.0215830588,0.5644254268845543,-402.00613362285,401.44170819594
0.0124,13.82378639956959,-5.557072921963861,-8.266713477605725,-491.47442957165,4006.773461715099,-3515.299032143922,-65472.04310824761,-20509.24751669445,85981.29062494198,-65487.17778997591,-20100.16983521483,85587.34762519061,15.13468172830471,-409.0776814796227,393.9429997513653
0.0125,13.76782583648089,-5.15371940122268,-8.614106435258254,-627.6447780889225,4059.633450918553,-3431.98867283014,-63508.52961085882,-23245.73519457067,86754.26480542943,-63538.21961278858,-22829.98967551826,86368.20928830672,29.69000192976091,-415.7455190524124,386.0555171227024
0.0126,13.69827809150317,-4.745279781645162,-8.952998309858058,-763.1957170458609,4108.487072009214,-3345.29135496288,-61482.34086222186,-25959.28213830143,87441.62300052324,-61526.55688391161,-25537.27907231219,87063.83595622379,44.21602168974641,-422.00306598924,377.7870442994463
0.0127,13.61521179986216,-4.332157143823361,-9.283054656038789,-897.9934739425217,4153.286112388473,-3255.29263844566,-59395.47646600685,-28647.21040466381,88042.6868706706,-59454.17487157851,-28219.36625781432,87673.5411293928,58.69840557166026,-427.8441468494857,369.1457412777963
0.0128,13.51870893795761,-3.914759189923455,-9.603949748034154,-1031.905019616132,4193.986360840747,-3162.081341225052,-57249.99590542265,-31306.86733297644,88556.86323839902,-57323.11876662864,-30873.60433578203,88196.72310241056,73.12286120598583,-433.2629971944043,360.1401359884621
0.0129,13.4088647424652,-3.493497841333751,-9.915366901131492,-1164.798199619627,4230.547651105529,-3065.749451486121,-55048.01651075558,-33935.62816295529,88983.64467371082,-55135.4916641602,-33497.37389368527,88632.86555784539,87.47515340461541,-438.2542692700226,350.779115865429
0.013,13.28578761634448,-3.068788832145783,-10.21699878419872,-1296.541864438403,4262.93390159765,-2966.392037158957,-52791.71136981992,-36530.89862503541,89322.60999485527,-52893.45248800881,-36088.08558774259,88981.53807575136,101.7411181888892,-442.8130372928281,341.0719191039097
0.0131,13.14959902186008,-2.641051298876073,-10.50854772298401,-1427.005998993956,4291.113150985445,-2864.107151991199,-50483.30718338286,-39090.11750060139,89573.42468398418,-50599.21386015808,-38643.18269829347,89242.39655845151,115.9066767752229,-446.9348023079219,331.0281255326699
0.0132,13.00043336071299,-2.210707366828711,-10.78972599388428,-1556.061850953073,4315.057589736605,-2758.99573878346,-48125.08206767934,-41610.75914960136,89735.84121728064,-48255.0399171485,-41160.14365297202,89415.18357012048,129.9578494691668,-450.6154966293325,320.6576471601584
0.0133,12.83843784140169,-1.778181733508344,-11.06025610789337,-1683.582057766243,4334.743587573653,-2651.161529807629,-45719.36330618659,-44090.3360030485,89809.69930923503,-45863.24407564581,-43636.48451519309,89499.72859083881,143.8807694592178,-453.8514878554124,309.9707183962164
0.0134,12.66377233394188,-1.343901249494737,-11.31987108444718,-1809.440772248297,4350.151716912976,-2540.710944664752,-43268.52505287626,-46526.40101795141,89794.92607082763,-43426.18674936687,-46069.76143548595,89495.94818485276,157.6616964906061,-456.639582465461,298.9778859748621
0.0135,12.47660921210462,-0.9082944971950833,-11.56831471490954,-1933.513787145077,4361.266771714655,-2427.752984569433,-40774.98598921101,-48916.55009225014,89691.53608146109,-40946.27301967335,-48457.57306331108,89403.84608298438,171.2870304623357,-458.9770289390581,287.6899984767078
0.0136,12.27713318329477,-0.471791367882421,-11.80534181541237,-2055.678657375814,4368.07778275447,-2312.399125378656,-38241.20693719819,-51258.42443737441,89499.63137457255,-38425.95026201352,-50797.56291687638,89223.51317888984,184.7433248153247,-460.8615204980306,276.1181956827058
0.0137,12.06554110627015,-0.0348226374458338,-12.03071846882436,-2175.814820969955,4370.578028373934,-2194.763207404052,-35669.68843085523,-53549.71290608357,89219.40133693875,-35867.70573066759,-53087.42170870813,88955.12743937568,198.0172998123671,-462.2911973754381,264.2738975630782
0.0138,11.84204179686539,0.4021804587336544,-12.24422225559905,-2293.803718048812,4368.765041114223,-2074.961323065048,-33062.96824848469,-55788.15427328962,88851.12252177425,-33274.06410412847,-55324.88962463864,88598.95372876708,211.0958556437836,-463.2646486509839,252.1687930071639
0.0139,11.6068558219159,0.8387866513602154,-12.44564247327611,-2409.528907826335,4362.640610146813,-1953.111702320406,-30423.61890819341,-57971.53946761342,88395.15837580679,-30647.58499354841,-57507.75855397045,88155.34354751882,223.9660853550013,-463.7809136429787,239.8148282879702
0.014,11.36021528158169,1.274565062833958,-12.63478034441568,-2522.876183433003,4352.21077967064,-1829.33459623782,-27754.2451291277,-60097.71375147152,87851.9588805992,-27990.86041670295,-59633.87426859882,87624.73468530172,236.6152875752487,-463.8394828727032,227.2241952974728
0.0141,11.1023635802994,1.709085632474808,-12.81144921277423,-2633.733684814755,4337.485842650315,-1703.752157835124,-25057.48126093032,-62164.57884754172,87222.060108472,-25306.51224000165,-61701.13854900421,87007.65078900586,249.0309790713291,-463.4402985375127,214.40931946614
0.0142,10.8335551865684,2.141919540940808,-12.97547472750921,-2741.992009027204,4318.480330776434,-1576.488321749121,-22335.9886839547,-64170.09500951001,86506.08369346468,-22597.18959101195,-63707.51125493031,86304.70084594224,261.2009070572494,-462.583754579704,201.3828475224436
0.0143,10.55405538181998,2.572639633420948,-13.12669501524095,-2847.544318179482,4295.213000182444,-1447.668682003398,-19592.45318280453,-66112.28303505342,85704.73621785794,-19865.5662440884,-65651.01233874989,85516.57858283824,273.1130612838751,-461.2706963035307,188.1576350196992
0.0144,10.26413999861726,3.000820841185526,-13.26496083980282,-2950.28644489002,4267.706812895201,-1317.420368005399,-16829.58229578855,-67989.22621907385,84818.80851486238,-17114.33798168211,-67529.72379953681,84644.06178121887,284.7556858935641,-459.5024195370497,174.7467336435075
0.0145,9.964095148441979,3.426040601077551,-13.39013574951953,-3050.116995086013,4235.988914170975,-1185.871919084744,-14050.10264290672,-69799.07224525482,83849.17488816151,-14346.21993392838,-69341.79157590185,83688.01150983022,296.1172910216628,-457.280669352971,161.1633783312864
0.0146,9.654216939335532,3.847879272531356,-13.50209621186688,-3146.937448049865,4200.090605790772,-1053.153157741379,-11256.75723500579,-71540.03501407382,82796.7922490796,-11563.94389913968,-71085.42737571889,82649.37127485852,307.1866641338893,-454.6076383549225,147.4209742210805
0.0147,9.334811183676244,4.265920551706859,-13.60073173538315,-3240.652253662589,4160.047315181787,-919.3950615196532,-8452.302766758683,-73210.39640546704,81662.69917222571,-8770.255647851967,-72758.91044095217,81529.16608880408,317.9528810932843,-451.4859645148681,133.5330834216293
0.0148,9.006193096384552,4.679751882332595,-13.68594497871717,-3331.168926753289,4115.898560127755,-784.7296333741019,-5639.506896139584,-74808.50797440638,80448.01487054596,-5967.912213085906,-74360.58924586934,80328.50145895527,328.4053169463223,-447.9187285370426,119.513411590684
0.0149,8.668686983838114,5.08896486284781,-13.75765184668591,-3418.398138294413,4067.687910106793,-649.2897718121749,-2821.145513079992,-76332.79257771556,79153.93809079553,-3159.679169480803,-75888.88312686418,79048.56229634499,338.5336564008117,-443.9094508513808,105.3757944505487
0.015,8.322625923822716,5.493155649445721,-13.81578157326843,-3502.253803584005,4015.462943190543,-513.2091396065373,-1.649813386449262e-11,-77781.74593052026,77781.74593052026,-348.327904008389,-77342.28384239129,77690.61174639966,348.3279040083725,-439.4620881289738,91.13418412060128
0.0151,7.968351436824527,5.891925354618634,-13.86027679144319,-3582.65316720358,3959.27519908757,-376.6220318842213,2821.145513080039,-79153.93809079556,76332.79257771552,2463.367119051034,-78719.35706141853,76255.98994236747,357.7783940290042,-434.5810293770337,76.80263534805272
0.0152,7.606213148990351,6.284880440811989,-13.89109358980238,-3659.51688468093,3899.180128279739,-239.6632435988453,5639.506896139629,-80448.01487054597,74808.50797440636,5272.631096170307,-80018.74377893851,74746.11268276822,366.8757999693225,-429.2710916074575,62.39529163813859
0.0153,7.236568447085729,6.671633108796049,-13.90820155588177,-3732.769100813249,3835.237037608113,-102.4679367948456,8452.30276675865,-81662.69917222569,73210.39640546705,8076.691622969995,-81239.16165711179,73162.47003414181,375.6111437886557,-423.5375151139015,47.92637132524396
0.0154,6.859782125805715,7.051801680381613,-13.91158380618732,-3802.337524510815,3767.509031029231,34.82849348116508,11256.75723500576,-82796.79224907959,71540.03501407383,10872.7814302481,-82379.40629085085,71506.62486060271,383.9758047576597,-417.3859582287405,33.41015347112261
0.0155,6.47622602775952,7.425010975086975,-13.90123700284653,-3868.153500136675,3696.062947891483,172.0905522448291,14050.10264290669,-83849.17488816151,69799.07224525482,13658.14111494104,-83438.35239636729,69780.21128142622,391.96152796565,-410.8224917942134,18.86096382859978
0.0156,6.086278676508894,7.790892680396479,-13.87717135690543,-3930.152075265159,3620.969296835851,309.1827784294167,16829.5822957886,-84818.80851486241,67989.22621907381,16430.02186332103,-84414.95492170486,67984.93305838385,399.5604324675696,-403.8535931575461,4.293160689965589
0.0157,5.690324903010769,8.149085715240728,-13.83941061825152,-3988.272064781686,3542.302186203472,445.9698785788324,19592.45318280458,-85704.73621785795,66112.28303505339,19185.68816374309,-85308.25007808025,66122.56191433725,406.7650190614913,-396.4861397776986,-10.27887928385462
0.0158,5.288755465835621,8.499236586339919,-13.78799205217552,-4042.45611126064,3460.139250896778,582.3168603636797,22335.98868395467,-86506.08369346468,64170.09500951003,21922.42050626569,-86117.35629102682,64194.93578476113,413.5681776889796,-388.7274024378567,-24.84077525110479
0.0159,4.881966665534877,8.84099973705724,-13.72296640259213,-4092.650741614735,3374.561575945085,718.0891656691044,25057.48126093029,-87222.060108472,62164.57884754173,24637.51806647397,-86841.47507038376,62203.95700390975,419.9631944563116,-380.585038088233,-39.37815636802407
0.016,4.470359953542014,9.174037888423904,-13.64439784196598,-4138.80641982584,3285.653616238506,853.1528035875883,27754.24512912775,-87851.9588805992,60097.71375147148,27328.30137087153,-87479.89179833411,60151.59042746263,425.9437582562132,-372.0670822650864,-53.8766759911523
0.0161,4.054341535988572,9.498022371993708,-13.5523639079823,-4180.87759579072,3193.503113097731,987.3744826937539,30423.61890819338,-88395.15837580679,57971.53946761343,29992.11494120125,-88031.97643465451,58039.86149345336,431.503966992128,-363.1819411522738,-68.32202583993057
0.0162,3.634321972826092,9.81263345419668,-13.44695542702274,-4218.822750330596,3098.201007926681,1120.62174240377,33062.96824848479,-88851.12252177428,55788.1542732895,32626.32991507621,-88497.18413846464,55870.85422338844,436.638333408584,-353.9383833096363,-82.69995009893319
0.0163,3.210715772654151,10.1175606518783,-13.32827642453247,-4252.604436146461,2999.841352373764,1252.763083772042,35669.68843085534,-89219.40133693877,53549.71290608345,35228.3466403508,-88875.05580592834,53646.70916557749,441.3417905045426,-344.3455310104328,-96.99625949404435
0.0164,2.783940983649963,10.41250303870918,-13.19644402235921,-4282.189314779548,2898.521215511302,1383.668099268319,38241.20693719831,-89499.63137457256,51258.42443737429,37795.59724066394,-89165.2185233341,51369.6212826702,445.6096965343677,-334.4128512384632,-111.1968452959118
0.0165,2.354418781004851,10.69716954216239,-13.05158832316726,-4307.548189527493,2794.340588091923,1513.207601436153,40774.98598921112,-89691.5360814611,48916.55009225001,40325.54814962094,-89367.38593511062,49041.83778548976,449.4378395901804,-324.1501463504828,-125.2876932397558
0.0166,1.922573051274768,10.97127923076445,-12.8938522820392,-4328.656034342031,2687.402284052754,1641.253750288914,43268.5250528763,-89794.92607082763,46526.40101795135,42815.70261110939,-89481.35852640687,46665.65591529747,452.8224417669117,-313.5675444207591,-139.2548973461162
0.0167,1.488829974058594,11.23456159134818,-12.72339156540679,-4345.492018259833,2577.811838419942,1767.680179839309,45719.36330618663,-89809.69930923503,44090.33600304844,45263.60314332267,-89507.0238200522,44243.4206767295,455.7601628639532,-302.6754891828314,-153.0846736810636
0.0168,1.053617601407267,11.48675679601039,-12.54037439741771,-4358.039526192812,2465.677403719492,1892.362122473321,48125.08206767938,-89735.84121728064,41610.7591496013,47666.83396397458,-89444.35648750172,41777.52252352717,458.2481037047983,-291.4847297789238,-166.7633739258745
0.0169,0.6173654353887315,11.72761595853229,-12.34498139392105,-4366.286175254368,2351.109643078248,2015.176532176338,50483.30718338283,-89573.42468398418,39090.1175006014,50023.02337439173,-89293.41837384889,39270.39499945723,460.2838089910947,-280.0063101352862,-180.2774988558303
0.017,0.1805040042213792,11.9569013800001,-12.13740538422148,-4370.223826980085,2234.221621015233,2136.002205964997,52791.71136982003,-89322.60999485526,36530.89862503528,52329.84610009427,-89054.35843679184,36724.51233669763,461.8652697257567,-268.2515580634208,-193.6137116623504
0.0171,-0.2565355626051085,12.17438678338537,-11.91785122078027,-4369.848595352247,2115.128691856772,2254.719903495038,55048.01651075563,-88983.64467371081,33935.62816295522,54585.02558556075,-88727.41259963029,34142.38701406955,462.9909251948848,-256.2320740805153,-206.7588511143258
0.0172,-0.6933219598029703,12.37985753684929,-11.68653557704637,-4365.160850810832,1993.948386170276,2371.212464640339,57249.99590542268,-88556.86323839902,31306.86733297637,56786.33624089708,-88312.90351841043,31526.56727751336,463.6596645255995,-243.9597199885902,-219.6999445369875
0.0173,-1.129424131931801,12.57311086556587,-11.44368673363412,-4356.165219559941,1870.80029421691,2485.364925343286,59395.47646600685,-88042.68687067059,28647.21040466378,58931.60563825732,-87811.24026355814,28879.63462530089,463.8708277495389,-231.446607112448,-232.4242206371164
0.0174,-1.564411698798975,12.75395605183222,-11.18954435303324,-4342.870579166634,1745.805948236145,2597.064630930672,61482.34086222186,-87441.62300052322,25959.28213830141,61018.71665575126,-87222.91791614539,26204.2012603942,463.6242064706021,-218.705084377827,-244.9191220927933
0.0175,-1.997855380192788,12.92221462328345,-10.92435924309066,-4325.290049821898,1619.088702539293,2706.201347282132,63508.52961085889,-86754.2648054294,23245.73519457056,63045.60956678607,-86548.51707930178,23502.90751251571,462.9200440728164,-205.7477261276217,-257.1723179451474
0.0176,-2.42932741952988,13.07772052902403,-10.6483931094942,-4303.440981365497,1490.77361172489,2812.667369640499,65472.04310824763,-85981.29062494196,20509.24751669438,65010.28407277019,-85788.70330523432,20778.41923246417,461.7590354774366,-192.5873197076435,-269.1717157697822
0.0177,-2.858402005999726,13.22032030350003,-10.36191829750035,-4277.344936163721,1360.987307261997,2916.35762890198,67370.94360362409,-85123.46329125471,17752.51968763068,66910.80127716696,-84944.22643840795,18033.42516124108,460.1423264571349,-179.2368528467632,-280.9054736103972
0.0178,-3.284655694788424,13.34987321794914,-10.06521752316074,-4247.027667918151,1229.857872642106,3017.169795276208,69203.35711145638,-84181.62937637928,14978.27226492297,68745.2855989423,-84015.9198755275,15270.63427658529,458.071512514085,-165.709500851779,-292.3620116623224
0.0179,-3.707667824966991,13.46625141928375,-9.758583594316766,-4212.519096218218,1097.51471691911,3115.004379299054,70967.4752608422,-83156.71835668063,12189.2430958385,70511.92662353997,-83004.69974308136,12492.77311954145,455.5486373022286,-152.0186135992699,-303.5300237029533
0.018,-4.127020934633932,13.56934005627171,-9.442319121637807,-4173.853276757877,964.0884466769684,3209.76483008069,72661.55708015274,-82049.74169559618,9388.184615443512,72208.98088956793,-81911.56399326742,9702.583103699537,452.5761905848049,-138.1777023287577,-314.3984882560253
0.0181,-4.542301172899141,13.65903739287458,-9.116736219975484,-4131.068368023579,829.7107375222483,3301.357630500876,74283.93071516123,-80861.79184544357,6577.861130282425,73834.77360935429,-80737.59141909628,6902.817809742026,449.1571058069385,-124.2004263472918,-324.9566794596012
0.0182,-4.953098708305075,13.73525490865076,-8.782156200345732,-4084.206593534569,694.5142040115633,3389.692389523133,75832.9950789615,-79594.04116930197,3761.046090340547,75387.700321771,-79483.94058976507,4096.240267994157,445.2947571904951,-110.1005795368983,-335.1941776536096
0.0183,-5.359008133280653,13.7979173861146,-8.438909252833977,-4033.314200175177,558.6322687738291,3474.681931401803,77307.22143204727,-78247.7407840313,940.5193519841023,76866.22847564296,-78151.84870728993,1285.620231647094,440.9929564043123,-95.8920767413656,-345.1008796629922
0.0184,-5.759628864229641,13.84696298496681,-8.087334120737163,-3978.441412559979,422.1990308438359,3556.242381716182,78705.15489099357,-76824.21932557102,-1880.935565422474,78268.8989421905,-76742.63038553648,-1526.268556653936,436.2559488030674,-81.58894003453315,-354.6670087685382
0.0185,-6.154565536856626,13.88234330311772,-7.727777766261116,-3919.642383765859,285.3491336193458,3634.293250145768,80025.41586425099,-75324.88163773675,-4700.53422651416,79594.32745498359,-75257.67635282488,-4336.651102158702,431.088409267395,-67.20528491186269,-363.8831243554578
0.0186,-6.543428396347948,13.90402342446789,-7.36059502812002,-3856.975141171501,148.2176312563088,3708.75750991522,81266.70141363591,-73751.20738580926,-7515.494027826572,80841.20597611736,-73698.45207952191,-7142.75389659537,425.495437518548,-52.7553062873485,-372.7401312312022
0.0187,-6.925833682009275,13.91198195335531,-6.986148271346077,-3790.501529768362,10.93985598134549,3779.561673787835,82427.78654017334,-72104.74959628315,-10323.03694389011,82008.30398703006,-72066.49633173883,-9941.807655291055,419.4825531432871,-38.25326454431342,-381.2292885990555
0.0188,-7.301404005992112,13.90621103567319,-6.604807029681036,-3720.287150967984,-126.3487156322865,3846.635866600434,83507.52539302289,-70387.13312421742,-13120.39226880538,83094.46970289209,-70363.41965277203,-12731.05005011995,413.0556901308009,-23.71347144538595,-389.3422186854314
0.0189,-7.669768725730156,13.88671636662089,-6.216947640890721,-3646.401297859764,-263.5125963599818,3909.91389421851,84504.85240029525,-68600.05304969967,-15904.7993505955,84098.63120927883,-68590.90277369077,-15507.72843558809,406.2211910164187,-9.150276008891524,-397.0709150074035
0.019,-8.03056430971869,13.85351718508375,-5.82295287536512,-3568.916886821064,-400.4164220360128,3969.333308856422,85418.78332064301,-66745.27300500657,-18673.51031563635,85019.79752002131,-66750.69495465854,-18269.10256536275,398.9858006216964,5.421949651965406,-404.4077502735963
0.0191,-8.38343469627436,13.80664625464325,-5.423211558368942,-3487.910385757223,-536.9250849911539,4024.835470748923,86248.41621458795,-64824.62343411206,-21423.79278047582,85857.05955516989,-64844.61225860965,-21012.44729656011,391.3566594180593,19.98882449759549,-411.3454839157093
0.0192,-8.728031644927787,13.74614983124848,-5.018118186320698,-3403.461738336654,-672.9038676387539,4076.365605975844,86992.93233462656,-62839.99978625976,-24152.93254836672,86609.59103817657,-62874.53575903925,-23735.0552791372,383.3412964499876,34.53597277948575,-417.877269229517
0.0193,-9.064015080095206,13.67208761756708,-4.608072537471868,-3315.654285088443,-808.2185754116304,4123.872860500073,87651.59693323492,-60793.3606453835,-26858.23628785135,87276.64931133093,-60842.40968360952,-26434.23962772134,374.9476219039934,49.04903822601773,-423.9966601300112
0.0194,-9.391053426690123,13.58453270406251,-4.193479277372421,-3224.574681351131,-942.7356690411959,4167.310350391745,88223.75998797575,-58686.72579722154,-29537.03419075411,87857.57606865394,-58750.23949541645,-29107.33657323746,366.1839193218038,63.51369819490355,-429.6976175166492
0.0195,-9.708823937348441,13.48357149686416,-3.774747559515761,-3130.312811671671,-1076.322396410011,4206.63520808172,88708.85684299203,-56522.17423603208,-32186.68260695987,88351.79800557479,-56600.08991384652,-31751.70809172819,357.0588374172366,77.9156778144461,-434.9745152316864
0.0196,-10.01701301094141,13.36930363249497,-3.352290621553597,-3032.961701102268,-1208.846923565182,4241.808624667596,89106.40876625438,-54301.84211287643,-34804.56665337786,88758.82738471321,-54394.08287694785,-34364.74450776525,347.5813815411675,92.24076407142275,-439.8221456126048
0.0197,-10.3153165020613,13.24184187954094,-2.926525377479661,-2932.617423460536,-1340.17846477953,4272.795888240139,89416.02342201152,-52027.92062749623,-37388.10279451521,89078.26251721072,-52134.39544732954,-36943.86706988109,337.7609048008017,106.4748198333109,-444.2357246341198
0.0198,-10.60344002117465,13.10131202736,-2.497872006185343,-2829.379006649895,-1470.187411546793,4299.566418196617,89637.39525797848,-49702.65386586367,-39934.74139211472,89309.78815913583,-49823.25766365615,-39486.53049547959,327.6070988426509,120.6037977924789,-448.2108966351225
0.0199,-10.88109922515546,12.94785276195248,-2.066753536797044,-2723.348334361036,-1598.745460835712,4322.093795196021,89770.3058068797,-47328.33658553956,-42441.96922134005,89453.17582264864,-47462.95033990336,-41990.22548274527,317.1299842310546,134.613754363796,-451.7437385947778
0.02,-11.14802009789168,12.7816155290863,-1.633595431194704,-2614.630046051352,-1725.725741379645,4340.355787430779,89814.62390204988,-44907.3119510249,-44907.31195102489,89508.28400143815,-45055.80281443717,-44452.48118700091,306.3399006117252,148.4908634122694,-454.8307640239727
0.0201,-11.40393922070786,12.60276438484062,-1.198825164132811,-2503.33143352553,-1851.002938984042,4354.334372510226,89770.30580687968,-42441.96922133993,-47328.33658553968,89475.0583103872,-42604.19065124779,-46870.86765913928,295.2474964924768,162.2214299078551,-457.4689264003973
0.0202,-11.64860403232777,12.41147583370225,-0.7628718013744797,-2389.56233504795,-1974.453420191239,4364.015755239626,89637.39525797848,-39934.74139211481,-49702.65386586358,89353.5315392444,-40110.53329555509,-49242.99824368918,283.8637187340792,175.7919034402803,-459.6556221744031
0.0203,-11.88177307812171,12.20793865437706,-0.3261655762553495,-2273.435026942279,-2095.955354294675,4369.390381236954,89416.02342201151,-37388.10279451515,-52027.92062749628,89143.82362026481,-37577.29168610711,-51566.53193415763,272.1998017466976,189.1888915919553,-461.388693338653
