"time","capacitor.v1","capacitor.v2","capacitor.i","inductor.i"
0.0531,-7.482389036747788,0.9222105762834596,1.861555258226476,0.9393446819430162
0.0532,-7.301841076787314,0.9124860832344215,1.943573126997354,1.031087043762932
0.0533,-7.114087107520648,0.9018610997794498,2.023672950016956,1.121811850237506
0.0534,-6.919312452588228,0.8903461406513957,2.101775711571078,1.211429570919683
0.0535,-6.717709186669024,0.8779524447716609,2.177804189273542,1.299851744501881
0.0536,-6.509476387608441,0.8646923443551335,2.251683471957715,1.386991127602581
0.0537,-6.294819561214858,0.8505789301730973,2.323340654867067,1.472761724693969
0.0538,-6.073950434919765,0.835626039331969,2.392704908073016,1.557078868741047
0.0539,-5.847087096356566,0.8198485193092027,2.459707893903664,1.639859374594461
0.054,-5.614453405892046,0.8032619215886485,2.524283462142566,1.721021540553917
0.0541,-5.376278869962792,0.7858825591129655,2.586367809570508,1.800485250457543
0.0542,-5.132798647991436,0.7677276611412691,2.645899776342913,1.878172115201644
0.0543,-4.884252964938485,0.7488151041664943,2.702820550973065,1.954005446806571
0.0544,-4.630887074133652,0.7291635307203994,2.757073928276426,2.027910397556027
0.0545,-4.372951117212732,0.7087923976451931,2.808606466810426,2.099814069165233
0.0546,-4.110699549321201,0.6877217518395358,2.857367213678176,2.169645461838641
0.0547,-3.844391197867372,0.6659723961336423,2.903308064682263,2.237335668548621
0.0548,-3.574288964220403,0.6435658415786896,2.946383768927284,2.302817927348594
0.0549,-3.300659274072349,0.6205241336217195,2.986551683291097,2.366027549669377
0.055,-3.023772234264227,0.5968700441068373,3.023772234264238,2.426902190157401
0.0551,-2.7439011590641,0.5726269428393262,3.05800874984541,2.485381807006084
0.0552,-2.461322114157082,0.5478187003799753,3.089227309450224,2.541408609070249
0.0553,-2.176314055285844,0.5224698316696896,3.117397188471011,2.594927356801321
0.0554,-1.889158286485782,0.4966053641674368,3.142490622128828,2.645885257961391
0.0555,-1.600138085736858,0.4702507906845081,3.164482736139187,2.694231945454678
0.0556,-1.309538759577404,0.4434321399178489,3.18335190543465,2.739919765516801
0.0557,-1.017647111662453,0.4161758820488717,3.199079525627895,2.782903643579023
0.0558,-0.7247511192882933,0.3885089027286903,3.211649990936838,2.823141088208148
0.0559,-0.4311399057730434,0.3604585124167725,3.221050966165349,2.860592453748576
0.056,-0.137103229616758,0.3320523943639997,3.227273173366226,2.895220779002226
0.0561,0.1570687884756254,0.303318583162397,3.230310413977297,2.9269918308149
0.0562,0.4510857760884651,0.2742854282471847,3.230159750758305,2.95587432251112
0.0563,0.7446575896907274,0.2449815872169565,3.226821316657084,2.981839729440127
0.0564,1.03749454165697,0.2154359870815616,3.220298373993776,3.004862386912214
0.0565,1.329307588903665,0.1856777649639234,3.210597408491804,3.02491964352788
0.0566,1.619808774696442,0.1557363072895699,3.197727966320727,3.041991659031157
0.0567,1.908711419040482,0.1256411663369676,3.181702738463231,3.056061572126263
0.0568,2.195730374336144,0.09542200949155744,3.162537575453835,3.067115565962277
0.0569,2.480582421445013,0.065108701993013,3.140251357076318,3.075142655083305
0.057,2.762986438121951,0.03473114573577352,3.11486608480279,3.080134939067016
0.0571,3.042663703201452,0.004319277217963435,3.086406833328306,3.082087556110343
0.0572,3.319338242062541,-0.02609681169435696,3.054901655424362,3.080998467118719
0.0573,3.592736993616672,-0.05648715140763949,3.020381659619864,3.076868811027504
0.0574,3.862590138284171,-0.0868217873214947,2.982880921002744,3.069702708324239
0.0575,4.128631380500449,-0.1170706872934479,2.94243643136504,3.059507118658487
0.0576,4.390598161207791,-0.1472040655777751,2.899088113006325,3.0462921785841
0.0577,4.64823194976579,-0.1771922129397407,2.852878746538815,3.030070959478556
0.0578,4.901278493611867,-0.2070054344191745,2.803853934146024,3.010859368565198
0.0579,5.149488069141053,-0.2366143876476752,2.752062054615858,2.988676442263533
0.058,5.392615724547706,-0.2659898669192513,2.697554219201763,2.963544086121014
0.0581,5.630421511020494,-0.2951027861232376,2.640384231725129,2.935487017848367
0.0582,5.862670757422386,-0.3239245059630966,2.58060849759776,2.904533003560857
0.0583,6.089134259483275,-0.3524265750174682,2.518286010556164,2.870712585573632
0.0584,6.309588507844035,-0.3805807843670501,2.45347829259461,2.83405907696166
0.0585,6.523815966675921,-0.4083594504830375,2.386249275207758,2.794608725690796
0.0586,6.73160520671377,-0.4357351189557455,2.316665317946418,2.752400436902164
0.0587,6.932751149961448,-0.462680720733013,2.244795106878363,2.707475827611376
0.0588,7.12705532597111,-0.489169771452024,2.17070953291141,2.659879304363434
0.0589,7.314325948631019,-0.5151760463047852,2.094481740911245,2.60965778721603
0.059,7.494378201935662,-0.5406738707680989,2.016186961015865,2.556860831783964
0.0591,7.667034440892123,-0.5656381915485627,1.935902415877305,2.501540607425868
0.0592,7.832124214719286,-0.5900442339169167,1.853707396567026,2.443751630483943
0.0593,7.989484622650915,-0.6138679621847274,1.769682996736565,2.383550958921292
0.0594,8.138960418747185,-0.6370859708945407,1.683912088539708,2.320998059434249
0.0595,8.28040399099822,-0.6596751466474471,1.596479414953155,2.256154561600602
0.0596,8.413675812888295,-0.6816133195067713,1.507471200256484,2.189084519763255
0.0597,8.538644398171096,-0.7028789090784753,1.416975247859705,2.11985415693818
0.0598,8.655186314570397,-0.7234507358120865,1.325080969712321,2.048531705524407
0.0599,8.763186622094866,-0.7433086306202548,1.231878981562451,1.975187612182706
0.06,8.862538764609681,-0.7624330436292177,1.137461235390319,1.899894279019537
0.0601,8.953144591178326,-0.7808049250251228,1.041921012478989,1.822725937504112
0.0602,9.034914768118687,-0.7984062840444386,0.9453525161640268,1.743758800208465
0.0603,9.10776860874908,-0.815219767935438,0.8478510372817212,1.663070805217159
0.0604,9.17163412228965,-0.8312286347256457,0.7495128908551258,1.580741525580772
0.0605,9.226448373274289,-0.8464172295494121,0.6504350326770876,1.4968522622265
0.0606,9.272157253177294,-0.8607705434304183,0.5507152541095905,1.411485797540009
0.0607,9.308715579625449,-0.8742743007936276,0.4504520397620251,1.324726340555653
0.0608,9.336087372325899,-0.8869153189771164,0.3497442389604082,1.236659557937525
0.0609,9.354245572728443,-0.8986810583703939,0.2486912840409889,1.147372342411383
