"time","resistor.i","resistor.v","inductor.i","inductor.v","voltageSource.i","voltageSource.v"
0.004,1.166398733157864,5.831993665789322,1.166398733157864,-2.741823722039848,-1.166398733157864,3.090169943749475
0.0041,1.152116446642398,5.760582233211991,1.152116446642398,-2.970671172819701,-1.152116446642398,2.78991106039229
0.0042,1.136697121060443,5.683485605302216,1.136697121060443,-3.196586733653668,-1.136697121060443,2.486898871648547
0.0043,1.120156066370471,5.600780331852356,1.120156066370471,-3.419347917886931,-1.120156066370471,2.181432413965425
0.0044,1.10250955605836,5.512547780291801,1.10250955605836,-3.638734634434555,-1.10250955605836,1.873813145857245
0.0045,1.083774932671269,5.418874663356345,1.083774932671269,-3.854530012954036,-1.083774932671269,1.564344650402309
0.0046,1.06397070693832,5.319853534691602,1.06397070693832,-4.06652119904856,-1.06397070693832,1.253332335643043
0.0047,1.043116425634331,5.215582128171654,1.043116425634331,-4.274498994986511,-1.043116425634331,0.9410831331851428
0.0048,1.02123269151315,5.106163457565749,1.02123269151315,-4.478258262272614,-1.02123269151315,0.6279051952931353
0.0049,0.9983411296301559,4.991705648150779,0.9983411296301559,-4.677598057369495,-0.9983411296301559,0.314107590781284
0.005,0.974464272301789,4.872321361508945,0.974464272301789,-4.872321361508944,-0.974464272301789,6.123031769111886e-16
0.0051,0.9496257294312432,4.748128647156216,0.9496257294312432,-5.062236237937501,-0.9496257294312432,-0.314107590781285
0.0052,0.923850041065152,4.61925020532576,0.923850041065152,-5.247155400618894,-0.923850041065152,-0.627905195293134
0.0053,0.8971626046125768,4.485813023062884,0.8971626046125768,-5.426896156248028,-0.8971626046125768,-0.9410831331851438
0.0054,0.8695897943668935,4.347948971834468,0.8695897943668935,-5.601281307477511,-0.8695897943668935,-1.253332335643044
0.0055,0.8411588465047377,4.205794232523688,0.8411588465047377,-5.770138882925997,-0.8411588465047377,-1.564344650402308
0.0056,0.8118977770731939,4.059488885365969,0.8118977770731939,-5.933302031223215,-0.8118977770731939,-1.873813145857246
0.0057,0.781835470233981,3.909177351169905,0.781835470233981,-6.090609765135331,-0.781835470233981,-2.181432413965426
0.0058,0.7510016078947526,3.755008039473763,0.7510016078947526,-6.241906911122309,-0.7510016078947526,-2.486898871648546
