time,v1,v2,v3,i1,i2,i3
0.072055,7330,-19130,11800,3817.7,-9963.6,6145.9
0.072229,8487.6,-19258,10771,4420.6,-10030,5609.9
0.072402,9608.5,-19304,9695.2,5004.4,-10054,5049.6
0.072575,10688,-19266,8577.6,5566.6,-10034,4467.5
0.072748,11721,-19144,7422.9,6104.8,-9970.9,3866.1
0.072921,12704,-18940,6236.1,6616.5,-9864.5,3248
0.073095,13631,-18654,5022.3,7099.7,-9715.5,2615.8
0.073268,14500,-18287,3786.8,7552.2,-9524.5,1972.3
0.073441,15306,-17841,2534.9,7972.1,-9292.4,1320.3
0.073614,16047,-17319,1272.1,8357.6,-9020.1,662.55
0.073788,16717,-16721,3.7186,8706.9,-8708.8,1.9367
0.073961,17316,-16051,-1264.7,9018.6,-8359.9,-658.69
0.074134,17839,-15312,-2527.7,9291.3,-7974.8,-1316.5
0.074307,18286,-14506,-3779.7,9523.9,-7555.3,-1968.6
0.07448,18654,-13638,-5015.5,9715.4,-7103.2,-2612.2
0.074654,18941,-12711,-6229.6,9864.8,-6620.3,-3244.6
0.074827,19146,-11729,-7416.8,9971.7,-6108.8,-3862.9
0.075,19268,-10696,-8572,10035,-5570.9,-4464.6
0.075173,19307,-9617.1,-9690.1,10056,-5008.9,-5046.9
0.075346,19263,-8496.5,-10766,10033,-4425.3,-5607.5
0.07552,19135,-7339.3,-11796,9966.4,-3822.5,-6143.9
0.075693,18925,-6150.2,-12775,9856.9,-3203.2,-6653.7
0.075866,18633,-4934.6,-13699,9704.9,-2570.1,-7134.7
0.076039,18261,-3697.7,-14563,9510.9,-1925.9,-7585
0.076212,17809,-2444.7,-15365,9275.8,-1273.3,-8002.5
0.076386,17281,-1181.2,-16100,9000.6,-615.19,-8385.4
0.076559,16678,87.501,-16766,8686.5,45.573,-8732.1
0.076732,16003,1355.8,-17359,8334.9,706.15,-9041.1
0.076905,15259,2618.3,-17877,7947.3,1363.7,-9311
0.077079,14449,3869.4,-18318,7525.4,2015.3,-9540.7
0.077252,13576,5103.9,-18680,7070.9,2658.3,-9729.2
0.077425,12645,6316.4,-18961,6585.9,3289.8,-9875.6
0.077598,11659,7501.5,-19161,6072.4,3907,-9979.4
0.077771,10623,8654.3,-19277,5532.7,4507.5,-10040
0.077945,9540.5,9769.7,-19310,4969,5088.4,-10057
0.078118,8417.1,10843,-19260,4383.9,5647.4,-10031
0.078291,7257.3,11869,-19127,3779.8,6182,-9961.8
0.078464,6066.1,12845,-18911,3159.4,6689.9,-9849.3
0.078637,4848.7,13764,-18613,2525.4,7168.8,-9694.2
0.078811,3610.4,14624,-18235,1880.4,7616.9,-9497.3
0.078984,2356.4,15421,-17778,1227.3,8032,-9259.3
0.079157,1092.3,16152,-17244,568.88,8412.5,-8981.4
0.07933,-176.65,16813,-16636,-92.006,8756.6,-8664.6
0.079503,-1444.8,17401,-15956,-752.51,9062.9,-8310.4
0.079677,-2706.8,17914,-15207,-1409.8,9330,-7920.3
0.07985,-3957,18349,-14392,-2060.9,9556.9,-7496
0.080023,-5190.2,18706,-13515,-2703.2,9742.5,-7039.3
0.080196,-6401,18981,-12580,-3333.9,9886,-6552.1
0.08037,-7584.2,19175,-11590,-3950.1,9986.8,-6036.7
0.080543,-8734.6,19285,-10551,-4549.3,10044,-5495.2
0.080716,-9847.3,19313,-9465.5,-5128.8,10059,-4930
0.080889,-10918,19257,-8339.3,-5686.2,10030,-4343.4
0.081062,-11941,19118,-7177.1,-6219,9957.1,-3738.1
0.081236,-12912,18896,-5983.9,-6725,9841.7,-3116.6
0.081409,-13828,18593,-4764.8,-7202,9683.7,-2481.7
0.081582,-14684,18209,-3525.1,-7647.9,9483.9,-1836
0.081755,-15477,17747,-2270.2,-8060.7,9243.1,-1182.4
0.081928,-16202,17208,-1005.5,-8438.7,8962.4,-523.68
0.082102,-16858,16595,263.64,-8780.3,8643,137.31
0.082275,-17441,15910,1531.6,-9084,8286.3,797.72
0.082448,-17949,15156,2793,-9348.4,7893.7,1454.7
0.082621,-18379,14337,4042.4,-9572.5,7467.1,2105.4
0.082794,-18730,13456,5274.3,-9755.3,7008.2,2747
0.082968,-19000,12517,6483.4,-9895.9,6519.1,3376.8
0.083141,-19188,11523,7664.6,-9993.8,6001.8,3992
0.083314,-19293,10480,8812.7,-10049,5458.6,4589.9
0.083487,-19315,9392.2,9922.7,-10060,4891.8,5168.1
0.083661,-19253,8263.4,10990,-10028,4303.8,5723.9
0.083834,-19109,7098.9,12010,-9952.4,3697.3,6255.1
0.084007,-18881,5903.7,12978,-9834,3074.8,6759.2
0.08418,-18573,4683,13890,-9673.2,2439,7234.2
0.084353,-18184,3442,14742,-9470.6,1792.7,7677.9
0.084527,-17716,2186.2,15530,-9227.1,1138.6,8088.5
0.0847,-17172,920.9,16251,-8943.8,479.64,8464.1
0.084873,-16554,-348.37,16902,-8621.8,-181.44,8803.2
0.085046,-15864,-1616.2,17480,-8262.6,-841.75,9104.4
0.085219,-15106,-2877,17983,-7867.7,-1498.4,9366.2
0.085393,-14283,-4125.4,18408,-7438.9,-2148.7,9587.5
0.085566,-13398,-5356,18754,-6977.9,-2789.6,9767.5
0.085739,-12455,-6563.6,19018,-6486.8,-3418.5,9905.4
0.085912,-11458,-7742.8,19201,-5967.7,-4032.7,10000
0.086085,-10412,-8888.5,19300,-5422.8,-4629.5,10052
0.086259,-9320.7,-9996,19317,-4854.5,-5206.2,10061
0.086432,-8189.3,-11060,19250,-4265.3,-5760.6,10026
0.086605,-7022.6,-12077,19099,-3657.6,-6290,9947.6
0.086778,-5825.5,-13041,18867,-3034.1,-6792.3,9826.4
0.086952,-4603.2,-13949,18553,-2397.5,-7265.3,9662.8
0.087125,-3361.1,-14797,18158,-1750.6,-7707,9457.5
0.087298,-2104.4,-15581,17686,-1096,-8115.3,9211.4
0.087471,-838.64,-16298,17137,-436.79,-8488.7,8925.5
0.087644,430.76,-16945,16514,224.36,-8825.4,8601
0.087818,1698.3,-17518,15820,884.54,-9124,8239.5
0.087991,2958.6,-18016,15057,1540.9,-9383.2,7842.3
0.088164,4206.1,-18436,14230,2190.7,-9602,7411.3
0.088337,5435.4,-18776,13341,2830.9,-9779.3,6948.3
0.08851,6641.3,-19036,12394,3459,-9914.4,6455.3
0.088684,7818.6,-19213,11394,4072.2,-10007,5934.5
0.088857,8962.1,-19307,10345,4667.8,-10056,5388
0.08903,10067,-19318,9251.1,5243.2,-10061,4818.3
0.089203,11128,-19246,8117.2,5796,-10024,4227.7
0.089376,12142,-19090,6948.3,6323.9,-9942.8,3618.9
0.08955,13103,-18852,5749.4,6824.4,-9818.9,2994.5
0.089723,14007,-18533,4525.7,7295.5,-9652.6,2357.1
0.089896,14851,-18134,3282.4,7735.1,-9444.7,1709.6
0.090069,15631,-17656,2025,8141.3,-9196,1054.7
0.090242,16344,-17103,758.77,8512.4,-8907.6,395.19
0.090416,16986,-16475,-510.73,8846.7,-8580.7,-266.01
0.090589,17554,-15776,-1778,9142.9,-8216.9,-926.06
0.090762,18047,-15010,-3037.7,9399.7,-7817.5,-1582.1
0.090935,18462,-14178,-4284.3,9615.8,-7384.5,-2231.4
0.091109,18798,-13285,-5512.3,9790.5,-6919.5,-2871
0.091282,19052,-12335,-6716.7,9923,-6424.7,-3498.3
0.091455,19224,-11332,-7892,10013,-5902.2,-4110.4
0.091628,19313,-10280,-9033.3,10059,-5354.1,-4704.8
0.091801,19319,-9183.4,-10136,10062,-4783,-5279
0.091975,19241,-8047.2,-11194,10022,-4191.2,-5830.3
0.092148,19081,-6876.3,-12205,9937.9,-3581.4,-6356.6
0.092321,18838,-5675.6,-13162,9811.4,-2956.1,-6855.3
0.092494,18514,-4450.5,-14063,9642.5,-2318,-7324.6
0.092667,18110,-3206.2,-14903,9432.1,-1669.9,-7762.2
0.092841,17627,-1948,-15679,9180.9,-1014.6,-8166.3
0.093014,17069,-681.37,-16388,8890.1,-354.88,-8535.2
0.093187,16437,588.19,-17025,8560.9,306.35,-8867.3
0.09336,15734,1855.2,-17589,8194.9,966.27,-9161.1
0.093533,14963,3114.3,-18078,7793.4,1622,-9415.4
0.093707,14128,4359.9,-18488,7358.3,2270.8,-9629.1
0.09388,13232,5586.7,-18818,6891.5,2909.8,-9801.3
0.094053,12278,6789.5,-19068,6394.9,3536.2,-9931.1
0.094226,11272,7963,-19235,5870.8,4147.4,-10018
0.0944,10217,9102.1,-19319,5321.3,4740.7,-10062
0.094573,9117.8,10202,-19320,4748.8,5313.5,-10062
0.094746,7979.3,11258,-19237,4155.9,5863.5,-10019
0.094919,6806.4,12265,-19072,3545,6388.1,-9933.1
0.095092,5604.2,13220,-18824,2918.8,6885.2,-9804
0.095266,4377.7,14117,-18495,2280.1,7352.6,-9632.7
0.095439,3132.4,14954,-18086,1631.4,7788.3,-9419.7
0.095612,1873.5,15726,-17599,975.77,8190.4,-9166.2
0.095785,606.52,16430,-17036,315.89,8557.2,-8873.1
0.095958,-663.08,17063,-16400,-345.35,8887,-8541.7
0.096132,-1929.8,17623,-15693,-1005.1,9178.6,-8173.4
0.096305,-3188.3,18107,-14918,-1660.6,9430.5,-7770
0.096478,-4433,18512,-14079,-2308.8,9641.8,-7333
0.096651,-5658.6,18838,-13180,-2947.2,9811.5,-6864.3
0.096824,-6859.8,19083,-12223,-3572.8,9938.9,-6366.1
0.096998,-8031.4,19245,-11214,-4183,10023,-5840.4
0.097171,-9168.4,19324,-10156,-4775.2,10065,-5289.5
0.097344,-10266,19320,-9054.2,-5346.8,10063,-4715.7
0.097517,-11319,19233,-7913.6,-5895.3,10017,-4121.7
0.097691,-12323,19062,-6738.9,-6418.5,9928.3,-3509.8
0.097864,-13275,18810,-5535.1,-6913.9,9796.8,-2882.8
0.098037,-14169,18476,-4307.4,-7379.6,9623,-2243.4
0.09821,-15002,18063,-3061.1,-7813.4,9407.7,-1594.3
0.098383,-15770,17572,-1801.6,-8213.5,9151.8,-938.32
0.098557,-16470,17004,-534.29,-8578.2,8856.5,-278.27
0.09873,-17099,16364,735.31,-8906,8523,382.98
0.098903,-17655,15653,2001.8,-9195.3,8152.7,1042.6
0.099076,-18134,14875,3259.6,-9445,7747.3,1697.7
0.099249,-18535,14032,4503.4,-9653.9,7308.4,2345.5
0.099423,-18857,13129,5727.7,-9821.2,6838,2983.2
0.099596,-19097,12169,6927.4,-9946.2,6338.2,3608
0.099769,-19254,11157,8097.2,-10028,5811,4217.3
0.099942,-19329,10097,9232.2,-10067,5258.7,4808.4
0.10012,-19320,8992.9,10327,-10063,4683.8,5378.8
0.10029,-19228,7850.3,11378,-10015,4088.7,5926
0.10046,-19053,6673.7,12379,-9923.6,3475.9,6447.7
0.10064,-18796,5468.5,13328,-9789.7,2848.2,6941.5
0.10081,-18458,4239.6,14218,-9613.5,2208.1,7405.4
0.10098,-18040,2992.4,15048,-9396,1558.5,7837.4
0.10115,-17545,1732.3,15812,-9137.9,902.25,8235.7
0.10133,-16974,464.75,16509,-8840.5,242.06,8598.4
0.1015,-16329,-804.83,17134,-8504.9,-419.18,8924.1
0.10167,-15615,-2071,17686,-8132.6,-1078.6,9211.2
0.10185,-14833,-3328.2,18161,-7725.3,-1733.4,9458.7
0.10202,-13987,-4571,18558,-7284.7,-2380.7,9665.4
0.10219,-13080,-5794.2,18875,-6812.7,-3017.8,9830.5
0.10237,-12118,-6992.4,19110,-6311.3,-3641.9,9953.2
0.10254,-11103,-8160.5,19263,-5782.7,-4250.3,10033
0.10271,-10040,-9293.4,19333,-5229.1,-4840.3,10069
0.10289,-8933.8,-10386,19320,-4653,-5409.5,10063
0.10306,-7789.3,-11434,19224,-4056.9,-5955.4,10012
0.10323,-6611.1,-12433,19044,-3443.3,-6475.6,9918.9
0.10341,-5404.4,-13378,18783,-2814.8,-6967.9,9782.7
0.10358,-4174.4,-14266,18440,-2174.2,-7430.2,9604.4
0.10375,-2926.4,-15092,18019,-1524.2,-7860.5,9384.6
0.10393,-1665.8,-15853,17519,-867.59,-8256.9,9124.5
0.1041,-397.97,-16546,16944,-207.28,-8617.7,8824.9
0.10427,871.56,-17167,16296,453.94,-8941.3,8487.4
0.10445,2137.3,-17715,15577,1113.2,-9226.5,8113.3
0.10462,3393.9,-18186,14792,1767.7,-9471.8,7704.2
0.10479,4635.9,-18579,13943,2414.5,-9676.4,7261.9
0.10497,5857.9,-18891,13033,3051,-9839.3,6788.3
0.10514,7054.7,-19123,12068,3674.3,-9959.7,6285.4
0.10531,8221,-19271,11050,4281.8,-10037,5755.4
0.10548,9352,-19337,9985.3,4870.8,-10072,5200.7
0.10566,10443,-19320,8877.1,5438.9,-10062,4623.5
0.10583,11488,-19219,7730.7,5983.5,-10010,4026.4
0.106,12485,-19035,6550.9,6502.4,-9914.3,3411.9
0.10618,13427,-18770,5342.9,6993.2,-9776,2782.8
0.10635,14311,-18423,4111.9,7453.9,-9595.5,2141.6
0.10652,15134,-17997,2863.1,7882.5,-9373.7,1491.2
0.1067,15892,-17494,1602,8277.1,-9111.5,834.39
0.10687,16581,-16915,334.02,8636,-8810,173.97
0.10704,17199,-16264,-935.45,8957.8,-8470.6,-487.21
0.10722,17743,-15542,-2200.9,9241,-8094.7,-1146.3
0.10739,18210,-14753,-3456.9,9484.3,-7683.9,-1800.4
0.10756,18599,-13901,-4698,9686.8,-7239.9,-2446.8
0.10774,18907,-12988,-5918.8,9847.5,-6764.8,-3082.7
0.10791,19134,-12020,-7114.2,9965.9,-6260.6,-3705.3
0.10808,19279,-11000,-8278.9,10041,-5729.3,-4311.9
0.10826,19341,-9933,-9408,10073,-5173.4,-4900
0.10843,19319,-8822.8,-10497,10062,-4595.2,-5466.9
0.1086,19214,-7674.6,-11540,10008,-3997.2,-6010.3
0.10878,19027,-6493.4,-12533,9909.8,-3382,-6527.8
0.10895,18757,-5284.2,-13473,9769.4,-2752.2,-7017.2
0.10912,18407,-4052.2,-14355,9586.9,-2110.5,-7476.4
0.1093,17977,-2802.7,-15174,9363.1,-1459.7,-7903.4
0.10947,17470,-1541.1,-15929,9099,-802.68,-8296.3
0.10964,16888,-272.95,-16615,8795.7,-142.16,-8653.5
0.10982,16233,996.43,-17229,8454.5,518.97,-8973.4
0.10999,15508,2261.5,-17769,8076.8,1177.9,-9254.7
0.11016,14716,3516.9,-18233,7664.4,1831.7,-9496.1
0.11033,13860,4757.1,-18618,7219,2477.7,-9696.6
0.11051,12945,5976.8,-18922,6742.4,3112.9,-9855.4
0.11068,11975,7170.9,-19146,6236.9,3734.8,-9971.7
0.11085,10952,8334,-19286,5704.4,4340.6,-10045
0.11103,9883,9461.2,-19344,5147.4,4927.7,-10075
0.1112,8771,10548,-19319,4568.2,5493.6,-10062
0.11137,7621.2,11589,-19210,3969.4,6035.8,-10005
0.11155,6438.5,12580,-19019,3353.4,6552.1,-9905.5
0.11172,5228.1,13517,-18745,2723,7040.1,-9763.1
0.11189,3995.2,14396,-18391,2080.8,7497.8,-9578.7
0.11207,2745.1,15213,-17958,1429.7,7923.2,-9353
0.11224,1483.2,15964,-17447,772.48,8314.6,-9087
0.11241,214.83,16647,-16861,111.89,8670.1,-8782
0.11259,-1054.4,17257,-16203,-549.19,8988.2,-8439
0.11276,-2319.2,17794,-15475,-1207.9,9267.7,-8059.8
0.11293,-3573.9,18254,-14680,-1861.4,9507.3,-7645.8
0.11311,-4813.3,18635,-13822,-2506.9,9705.9,-7199
0.11328,-6032,18936,-12904,-3141.7,9862.7,-6721.1
0.11345,-7224.7,19156,-11931,-3762.9,9977.1,-6214.3
0.11363,-8386.3,19293,-10907,-4367.9,10049,-5680.7
0.1138,-9511.8,19347,-9835.5,-4954,10077,-5122.6
0.11397,-10596,19318,-8721.7,-5518.9,10061,-4542.5
0.11415,-11635,19206,-7570.3,-6060,10003,-3942.9
0.11432,-12624,19010,-6386.4,-6575,9901.3,-3326.2
0.11449,-13559,18734,-5174.9,-7061.8,9757,-2695.3
0.11467,-14435,18376,-3941.2,-7518.1,9570.8,-2052.7
0.11484,-15249,17939,-2690.5,-7942,9343.3,-1401.3
0.11501,-15997,17425,-1428.2,-8331.8,9075.6,-743.83
0.11518,-16677,16836,-159.7,-8685.7,8768.9,-83.178
0.11536,-17284,16175,1109.5,-9002.2,8424.4,577.84
0.11553,-17818,15444,2373.8,-9280,8043.6,1236.4
0.1157,-18274,14646,3628,-9517.8,7628.2,1889.6
0.11588,-18652,13786,4866.6,-9714.6,7180,2534.7
0.11605,-18950,12866,6084.2,-9869.7,6700.8,3168.8
0.11622,-19166,11890,7275.6,-9982.2,6192.8,3789.4
0.1164,-19299,10864,8435.7,-10052,5658.2,4393.6
0.11657,-19350,9790.4,9559.6,-10078,5099.2,4978.9
0.11674,-19317,8675,10642,-10061,4518.2,5542.8
0.11692,-19201,7522.2,11679,-10001,3917.8,6082.9
0.11709,-19003,6337,12666,-9897.3,3300.5,6596.7
0.11726,-18722,5124.6,13598,-9751.2,2669,7082.2
0.11744,-18361,3890.1,14471,-9563.3,2026.1,7537.2
0.11761,-17922,2638.8,15283,-9334.1,1374.4,7959.8
0.11778,-17404,1376.2,16028,-9064.8,716.76,8348.1
0.11796,-16812,107.63,16705,-8756.5,56.057,8700.4
0.11813,-16148,-1161.4,17310,-8410.5,-604.89,9015.4
0.1183,-15414,-2425.4,17840,-8028.3,-1263.2,9291.5
0.11848,-14614,-3679,18293,-7611.5,-1916.1,9527.7
0.11865,-13751,-4916.8,18668,-7162,-2560.8,9722.8
0.11882,-12829,-6133.4,18962,-6681.7,-3194.5,9876.1
0.119,-11851,-7323.6,19175,-6172.6,-3814.4,9987
0.11917,-10823,-8482.3,19305,-5636.9,-4417.9,10055
0.11934,-9747.9,-9604.6,19352,-5077,-5002.4,10079
0.11952,-8630.9,-10685,19316,-4495.3,-5565.3,10061
0.11969,-7476.8,-11720,19197,-3894.2,-6104.4,9998.5
0.11986,-6290.5,-12705,18995,-3276.3,-6617.1,9893.4
0.12003,-5077.1,-13635,18712,-2644.3,-7101.4,9745.8
0.12021,-3841.9,-14506,18348,-2001,-7555.2,9556.2
0.12038,-2590.2,-15315,17905,-1349,-7976.4,9325.4
0.12055,-1327.3,-16058,17385,-691.29,-8363.3,9054.6
0.12073,-58.659,-16731,16790,-30.552,-8714.3,8744.8
0.1209,1210.2,-17333,16123,630.32,-9027.7,8397.4
0.12107,2473.9,-17860,15387,1288.5,-9302.3,8013.8
0.12125,3726.9,-18311,14584,1941.1,-9536.9,7595.8
0.12142,4963.9,-18683,13719,2585.4,-9730.5,7145.1
0.12159,6179.6,-18974,12794,3218.5,-9882.2,6663.7
0.12177,7368.6,-19183,11815,3837.8,-9991.4,6153.6
0.12194,8526,-19311,10785,4440.6,-10058,5617
0.12211,9646.7,-19355,9708,5024.3,-10081,5056.2
0.12229,10726,-19315,8589.6,5586.4,-10060,4473.7
0.12246,11759,-19193,7434.2,6124.5,-9996.5,3872
0.12263,12742,-18988,6246.9,6636.2,-9889.8,3253.6
0.12281,13669,-18702,5032.7,7119.4,-9740.6,2621.2
0.12298,14538,-18335,3796.8,7571.9,-9549.5,1977.5
0.12315,15345,-17889,2544.6,7991.9,-9317.3,1325.3
0.12333,16085,-17366,1281.5,8377.6,-9045,667.45
0.1235,16756,-16769,12.841,8727.2,-8733.8,6.6879
0.12367,17355,-16099,-1255.9,9039.2,-8385.1,-654.1
0.12385,17880,-15361,-2519.2,9312.4,-8000.3,-1312.1
0.12402,18327,-14556,-3771.7,9545.5,-7581.1,-1964.4
0.12419,18696,-13688,-5007.9,9737.6,-7129.3,-2608.3
0.12436,18985,-12762,-6222.7,9887.8,-6646.8,-3241
0.12454,19191,-11781,-7410.7,9995.5,-6135.8,-3859.7
0.12471,19316,-10749,-8566.8,10060,-5598.3,-4461.9
0.12488,19357,-9670.7,-9686,10082,-5036.8,-5044.8
0.12506,19315,-8551,-10764,10060,-4453.6,-5606.1
0.12523,19190,-7394.5,-11795,9994.5,-3851.3,-6143.2
0.1254,18982,-6206.2,-12776,9886.4,-3232.4,-6654
0.12558,18693,-4991.2,-13701,9735.7,-2599.6,-7136.1
0.12575,18323,-3754.8,-14568,9543.2,-1955.6,-7587.6
0.12592,17875,-2502.2,-15372,9309.6,-1303.2,-8006.4
0.1261,17349,-1238.9,-16110,9036.1,-645.26,-8390.8
0.12627,16749,29.781,-16779,8723.6,15.511,-8739.1
0.12644,16077,1298.3,-17376,8373.7,676.21,-9049.9
0.12662,15336,2561.3,-17898,7987.7,1334,-9321.7
0.12679,14529,3813.3,-18343,7567.4,1986.1,-9553.5
0.12696,13660,5048.8,-18709,7114.6,2629.6,-9744.2
0.12714,12732,6262.7,-18995,6631.2,3261.8,-9893
0.12731,11749,7449.6,-19199,6119.3,3880,-9999.3
0.12748,10716,8604.6,-19320,5581,4481.5,-10063
0.12766,9636.1,9722.5,-19359,5018.8,5063.8,-10083
0.12783,8515.2,10799,-19314,4435,5624.3,-10059
0.128,7357.7,11828,-19186,3832.1,6160.6,-9992.7
0.12818,6168.6,12807,-18976,3212.8,6670.4,-9883.2
0.12835,4952.9,13731,-18684,2579.6,7151.6,-9731.2
0.12852,3715.9,14596,-18312,1935.4,7602,-9537.4
0.1287,2463,15398,-17861,1282.8,8019.8,-9302.6
0.12887,1199.5,16134,-17333,624.74,8403,-9027.8
0.12904,-69.161,16800,-16731,-36.022,8750.2,-8714.2
0.12921,-1337.5,17395,-16057,-696.63,9059.7,-8363.1
0.12939,-2600.2,17914,-15314,-1354.3,9330.4,-7976.1
0.12956,-3851.6,18357,-14505,-2006.1,9560.9,-7554.8
0.12973,-5086.5,18721,-13634,-2649.2,9750.3,-7101
0.12991,-6299.6,19004,-12704,-3281,9897.8,-6616.8
0.13008,-7485.6,19205,-11720,-3898.7,10003,-6104
0.13025,-8639.4,19324,-10685,-4499.7,10065,-5565.1
0.13043,-9756,19360,-9604.3,-5081.3,10083,-5002.2
0.1306,-10831,19313,-8482.3,-5641,10059,-4417.9
0.13077,-11859,19183,-7323.8,-6176.6,9991.1,-3814.5
0.13095,-12836,18970,-6133.9,-6685.6,9880.3,-3194.8
0.13112,-13758,18676,-4917.7,-7165.8,9727.1,-2561.3
0.13129,-14621,18302,-3680.3,-7615.3,9532.1,-1916.8
0.13147,-15421,17849,-2427,-8032,9296.1,-1264.1
0.13164,-16155,17319,-1163.4,-8414.3,9020.2,-605.93
0.13181,-16820,16715,105.26,-8760.3,8705.5,54.823
0.13199,-17412,16039,1373.5,-9068.8,8353.4,715.34
0.13216,-17929,15294,2635.8,-9338.2,7965.5,1372.8
0.13233,-18370,14483,3886.7,-9567.6,7543.3,2024.3
0.13251,-18731,13610,5121,-9755.8,7088.6,2667.2
0.13268,-19012,12679,6333.3,-9902.2,6603.6,3298.6
0.13285,-19211,11693,7518.4,-10006,6090.1,3915.8
0.13303,-19328,10657,8671.1,-10067,5550.5,4516.2
0.1332,-19362,9575.2,9786.7,-10084,4987.1,5097.2
0.13337,-19312,8452.3,10860,-10059,4402.2,5656.3
0.13355,-19180,7293,11887,-9989.6,3798.4,6191.1
0.13372,-18965,6102.4,12863,-9877.7,3178.3,6699.3
0.13389,-18669,4885.6,13783,-9723.3,2544.6,7178.8
0.13406,-18292,3647.8,14645,-9527.2,1899.9,7627.4
0.13424,-17837,2394.3,15443,-9290.2,1247,8043.2
0.13441,-17306,1130.6,16175,-9013.3,588.84,8424.5
0.13458,-16700,-138.04,16838,-8697.7,-71.894,8769.6
0.13476,-16022,-1406.1,17428,-8344.7,-732.32,9077
0.13493,-15275,-2668,17943,-7955.8,-1389.6,9345.4
0.1351,-14463,-3918.6,18382,-7532.8,-2040.9,9573.7
0.13528,-13589,-5152.3,18741,-7077.4,-2683.5,9760.9
0.13545,-12656,-6363.8,19020,-6591.7,-3314.5,9906.2
0.13562,-11669,-7548.1,19217,-6077.6,-3931.3,10009
0.1358,-10632,-8699.9,19332,-5537.4,-4531.2,10069
0.13597,-9549,-9814.3,19363,-4973.5,-5111.6,10085
0.13614,-8425.2,-10887,19312,-4388.1,-5670.1,10058
0.13632,-7265.2,-11912,19177,-3784,-6204.3,9988.2
0.13649,-6074,-12887,18961,-3163.6,-6711.8,9875.3
0.13666,-4856.7,-13806,18662,-2529.6,-7190.4,9720
0.13684,-3618.6,-14665,18284,-1884.7,-7638.2,9522.9
0.13701,-2364.9,-15462,17827,-1231.7,-8053.2,9285
0.13718,-1101.1,-16193,17294,-573.49,-8433.6,9007.1
0.13736,167.45,-16853,16686,87.215,-8777.9,8690.6
0.13753,1435.3,-17442,16007,747.55,-9084.4,8336.8
0.1377,2697,-17956,15259,1404.7,-9351.9,7947.2
0.13788,3947.1,-18392,14445,2055.8,-9579.2,7523.5
0.13805,5180.2,-18750,13569,2698,-9765.4,7067.4
0.13822,6391.1,-19027,12636,3328.7,-9909.7,6581
0.13839,7574.6,-19222,11647,3945.1,-10011,6066.4
0.13857,8725.5,-19335,10609,4544.5,-10070,5525.7
0.13874,9839,-19365,9525.7,5124.5,-10086,4961.3
0.13891,10910,-19311,8401.1,5682.4,-10058,4375.6
0.13909,11935,-19175,7240.5,6216,-9987.1,3771.1
0.13926,12908,-18957,6048.8,6722.8,-9873.2,3150.4
0.13943,13826,-18657,4831.1,7200.8,-9717,2516.2
0.13961,14684,-18277,3592.7,7647.9,-9519.1,1871.2
0.13978,15479,-17818,2338.9,8062.2,-9280.3,1218.2
0.13995,16208,-17283,1075,8441.8,-9001.7,559.9
0.14013,16868,-16674,-193.47,8785.2,-8684.5,-100.77
0.1403,17455,-15993,-1461.1,9090.9,-8329.9,-761
0.14047,17967,-15244,-2722.5,9357.6,-7939.6,-1418
0.14065,18402,-14429,-3972.2,9584.1,-7515.3,-2068.9
0.14082,18757,-13553,-5204.9,9769.5,-7058.6,-2710.9
0.14099,19033,-12618,-6415.2,9912.9,-6571.7,-3341.2
0.14117,19227,-11629,-7597.9,10014,-6056.6,-3957.3
0.14134,19338,-10590,-8748.1,10072,-5515.5,-4556.3
0.14151,19366,-9505.3,-9860.7,10086,-4950.7,-5135.8
0.14169,19311,-8380.1,-10931,10058,-4364.6,-5693.2
0.14186,19173,-7218.9,-11954,9986.1,-3759.9,-6226.2
0.14203,18953,-6026.8,-12926,9871.5,-3139,-6732.5
0.14221,18652,-4808.8,-13843,9714.5,-2504.6,-7209.9
0.14238,18270,-3570.2,-14700,9515.9,-1859.5,-7656.4
0.14255,17811,-2316.2,-15494,9276.4,-1206.4,-8070
0.14273,17274,-1052.3,-16222,8997.1,-548.09,-8449
0.1429,16664,216.06,-16880,8679.1,112.53,-8791.7
0.14307,15982,1483.5,-17466,8324,772.68,-9096.7
0.14324,15232,2744.6,-17976,7933.1,1429.5,-9362.6
0.14342,14416,3994,-18410,7508.2,2080.2,-9588.4
0.14359,13538,5226.2,-18764,7051.1,2722,-9773
0.14376,12602,6435.9,-19038,6563.7,3352,-9915.8
0.14394,11612,7618.1,-19231,6048.2,3967.7,-10016
0.14411,10573,8767.5,-19340,5506.7,4566.4,-10073
0.14428,9487.8,9879.4,-19367,4941.6,5145.5,-10087
0.14446,8362.1,10949,-19311,4355.3,5702.5,-10058
0.14463,7200.5,11971,-19172,3750.3,6235.1,-9985.3
0.1448,6008.1,12942,-18951,3129.2,6740.9,-9870.1
0.14498,4789.8,13858,-18648,2494.7,7217.7,-9712.4
0.14515,3551,14714,-18265,1849.5,7663.6,-9513.1
0.14532,2297,15507,-17804,1196.3,8076.7,-9273
0.1455,1033.1,16234,-17267,538.08,8455.1,-8993.2
0.14567,-235.19,16891,-16655,-122.49,8797.2,-8674.7
0.14584,-1502.5,17475,-15973,-782.54,9101.6,-8319
0.14602,-2763.3,17984,-15221,-1439.2,9366.9,-7927.7
0.14619,-4012.3,18417,-14404,-2089.8,9592.1,-7502.3
