time,v2_0
4.980350e+00,16250.958453
4.980400e+00,16220.793498
4.980450e+00,16186.626304
4.980500e+00,16148.465302
4.980550e+00,16106.319908
4.980600e+00,16060.200520
4.980650e+00,16010.118518
4.980700e+00,15956.086259
4.980750e+00,15898.117075
4.980800e+00,15836.225268
4.980850e+00,15770.426109
4.980900e+00,15700.735834
4.980950e+00,15627.171637
4.981000e+00,15549.751669
4.981050e+00,15468.495033
4.981100e+00,15383.421777
4.981150e+00,15294.552892
4.981200e+00,15201.910304
4.981250e+00,15105.516873
4.981300e+00,15005.396381
4.981350e+00,14901.573533
4.981400e+00,14794.073944
4.981450e+00,14682.924139
4.981500e+00,14568.151541
4.981550e+00,14449.784471
4.981600e+00,14327.852132
4.981650e+00,14202.384610
4.981700e+00,14073.412863
4.981750e+00,13940.968711
4.981800e+00,13805.084833
4.981850e+00,13665.794758
4.981900e+00,13523.132852
4.981950e+00,13377.134316
4.982000e+00,13227.835171
4.982050e+00,13075.272257
4.982100e+00,12919.483214
4.982150e+00,12760.506482
4.982200e+00,12598.381286
4.982250e+00,12433.147629
4.982300e+00,12264.846278
4.982350e+00,12093.518759
4.982400e+00,11919.207346
4.982450e+00,11741.955047
4.982500e+00,11561.805596
4.982550e+00,11378.803442
4.982600e+00,11192.993739
4.982650e+00,11004.422332
4.982700e+00,10813.135749
4.982750e+00,10619.181186
4.982800e+00,10422.606499
4.982850e+00,10223.460190
4.982900e+00,10021.791395
4.982950e+00,9817.649873
4.983000e+00,9611.085993
4.983050e+00,9402.150721
4.983100e+00,9190.895609
4.983150e+00,8977.372781
4.983200e+00,8761.634920
4.983250e+00,8543.735257
4.983300e+00,8323.727556
4.983350e+00,8101.666099
4.983400e+00,7877.605677
4.983450e+00,7651.601574
4.983500e+00,7423.709553
4.983550e+00,7193.985842
4.983600e+00,6962.487123
4.983650e+00,6729.270515
4.983700e+00,6494.393559
4.983750e+00,6257.914210
4.983800e+00,6019.890813
4.983850e+00,5780.382098
4.983900e+00,5539.447161
4.983950e+00,5297.145448
4.984000e+00,5053.536744
4.984050e+00,4808.681155
4.984100e+00,4562.639095
4.984150e+00,4315.471273
4.984200e+00,4067.238673
4.984250e+00,3818.002543
4.984300e+00,3567.824377
4.984350e+00,3316.765905
4.984400e+00,3064.889070
4.984450e+00,2812.256019
4.984500e+00,2558.929086
4.984550e+00,2304.970776
4.984600e+00,2050.443749
4.984650e+00,1795.410805
4.984700e+00,1539.934871
4.984750e+00,1284.078981
4.984800e+00,1027.906263
4.984850e+00,771.479925
4.984900e+00,514.863236
4.984950e+00,258.119512
4.985000e+00,1.312101
4.985050e+00,-255.495634
4.985100e+00,-512.240329
4.985150e+00,-768.858637
4.985200e+00,-1025.287240
4.985250e+00,-1281.462869
4.985300e+00,-1537.322316
4.985350e+00,-1792.802452
4.985400e+00,-2047.840241
4.985450e+00,-2302.372755
4.985500e+00,-2556.337194
4.985550e+00,-2809.670895
4.985600e+00,-3062.311352
4.985650e+00,-3314.196229
4.985700e+00,-3565.263377
4.985750e+00,-3815.450851
4.985800e+00,-4064.696919
4.985850e+00,-4312.940084
4.985900e+00,-4560.119095
4.985950e+00,-4806.172965
4.986000e+00,-5051.040984
4.986050e+00,-5294.662735
4.986100e+00,-5536.978106
4.986150e+00,-5777.927311
4.986200e+00,-6017.450899
4.986250e+00,-6255.489771
4.986300e+00,-6491.985194
4.986350e+00,-6726.878817
4.986400e+00,-6960.112684
4.986450e+00,-7191.629246
4.986500e+00,-7421.371382
4.986550e+00,-7649.282406
4.986600e+00,-7875.306084
4.986650e+00,-8099.386647
4.986700e+00,-8321.468808
4.986750e+00,-8541.497772
4.986800e+00,-8759.419248
4.986850e+00,-8975.179469
4.986900e+00,-9188.725199
4.986950e+00,-9400.003748
4.987000e+00,-9608.962987
4.987050e+00,-9815.551358
4.987100e+00,-10019.717889
4.987150e+00,-10221.412204
4.987200e+00,-10420.584539
4.987250e+00,-10617.185750
4.987300e+00,-10811.167330
4.987350e+00,-11002.481415
4.987400e+00,-11191.080804
4.987450e+00,-11376.918960
4.987500e+00,-11559.950032
4.987550e+00,-11740.128859
4.987600e+00,-11917.410985
4.987650e+00,-12091.752669
4.987700e+00,-12263.110893
4.987750e+00,-12431.443378
4.987800e+00,-12596.708590
4.987850e+00,-12758.865753
4.987900e+00,-12917.874857
4.987950e+00,-13073.696669
4.988000e+00,-13226.292741
4.988050e+00,-13375.625424
4.988100e+00,-13521.657871
4.988150e+00,-13664.354051
4.988200e+00,-13803.678757
4.988250e+00,-13939.597611
4.988300e+00,-14072.077078
4.988350e+00,-14201.084471
4.988400e+00,-14326.587959
4.988450e+00,-14448.556575
4.988500e+00,-14566.960226
4.988550e+00,-14681.769698
4.988600e+00,-14792.956663
4.988650e+00,-14900.493687
4.988700e+00,-15004.354237
4.988750e+00,-15104.512687
4.988800e+00,-15200.944325
4.988850e+00,-15293.625357
4.988900e+00,-15382.532916
4.988950e+00,-15467.645065
4.989000e+00,-15548.940804
4.989050e+00,-15626.400075
4.989100e+00,-15700.003765
4.989150e+00,-15769.733714
4.989200e+00,-15835.572718
4.989250e+00,-15897.504530
4.989300e+00,-15955.513872
4.989350e+00,-16009.586429
4.989400e+00,-16059.708860
4.989450e+00,-16105.868798
4.989500e+00,-16148.054854
4.989550e+00,-16186.256619
4.989600e+00,-16220.464667
4.989650e+00,-16250.670559
4.989700e+00,-16276.866841
4.989750e+00,-16299.047049
4.989800e+00,-16317.205711
4.989850e+00,-16331.338347
4.989900e+00,-16341.441470
4.989950e+00,-16347.512586
4.990000e+00,-16349.550199
4.990050e+00,-16347.553804
4.990100e+00,-16341.523895
4.990150e+00,-16331.461960
4.990200e+00,-16317.370480
4.990250e+00,-16299.252934
4.990300e+00,-16277.113791
4.990350e+00,-16250.958513
4.990400e+00,-16220.793555
4.990450e+00,-16186.626358
4.990500e+00,-16148.465354
4.990550e+00,-16106.319957
4.990600e+00,-16060.200567
4.990650e+00,-16010.118563
4.990700e+00,-15956.086302
4.990750e+00,-15898.117115
4.990800e+00,-15836.225305
4.990850e+00,-15770.426144
4.990900e+00,-15700.735866
4.990950e+00,-15627.171667
4.991000e+00,-15549.751696
4.991050e+00,-15468.495057
4.991100e+00,-15383.421799
4.991150e+00,-15294.552911
4.991200e+00,-15201.910321
4.991250e+00,-15105.516887
4.991300e+00,-15005.396393
4.991350e+00,-14901.573542
4.991400e+00,-14794.073950
4.991450e+00,-14682.924142
4.991500e+00,-14568.151543
4.991550e+00,-14449.784470
4.991600e+00,-14327.852128
4.991650e+00,-14202.384604
4.991700e+00,-14073.412853
4.991750e+00,-13940.968699
4.991800e+00,-13805.084819
4.991850e+00,-13665.794741
4.991900e+00,-13523.132833
4.991950e+00,-13377.134294
4.992000e+00,-13227.835147
4.992050e+00,-13075.272229
4.992100e+00,-12919.483184
4.992150e+00,-12760.506450
4.992200e+00,-12598.381252
4.992250e+00,-12433.147591
4.992300e+00,-12264.846238
4.992350e+00,-12093.518717
4.992400e+00,-11919.207301
4.992450e+00,-11741.955000
4.992500e+00,-11561.805546
4.992550e+00,-11378.803390
4.992600e+00,-11192.993685
4.992650e+00,-11004.422275
4.992700e+00,-10813.135690
4.992750e+00,-10619.181124
4.992800e+00,-10422.606435
4.992850e+00,-10223.460124
4.992900e+00,-10021.791326
4.992950e+00,-9817.649802
4.993000e+00,-9611.085919
4.993050e+00,-9402.150645
4.993100e+00,-9190.895531
4.993150e+00,-8977.372700
4.993200e+00,-8761.634838
4.993250e+00,-8543.735173
4.993300e+00,-8323.727469
4.993350e+00,-8101.666010
4.993400e+00,-7877.605586
4.993450e+00,-7651.601481
4.993500e+00,-7423.709457
4.993550e+00,-7193.985745
4.993600e+00,-6962.487024
4.993650e+00,-6729.270413
4.993700e+00,-6494.393456
4.993750e+00,-6257.914104
4.993800e+00,-6019.890705
4.993850e+00,-5780.381989
4.993900e+00,-5539.447050
4.993950e+00,-5297.145335
4.994000e+00,-5053.536629
4.994050e+00,-4808.681038
4.994100e+00,-4562.638977
4.994150e+00,-4315.471153
4.994200e+00,-4067.238551
4.994250e+00,-3818.002419
4.994300e+00,-3567.824252
4.994350e+00,-3316.765778
4.994400e+00,-3064.888941
4.994450e+00,-2812.255889
4.994500e+00,-2558.928955
4.994550e+00,-2304.970643
4.994600e+00,-2050.443614
4.994650e+00,-1795.410669
4.994700e+00,-1539.934734
4.994750e+00,-1284.078842
4.994800e+00,-1027.906123
4.994850e+00,-771.479784
4.994900e+00,-514.863093
4.994950e+00,-258.119368
4.995000e+00,-1.311956
4.995050e+00,255.495780
4.995100e+00,512.240477
4.995150e+00,768.858785
4.995200e+00,1025.287389
4.995250e+00,1281.463019
4.995300e+00,1537.322467
4.995350e+00,1792.802604
4.995400e+00,2047.840394
4.995450e+00,2302.372909
4.995500e+00,2556.337349
4.995550e+00,2809.671051
4.995600e+00,3062.311508
4.995650e+00,3314.196386
4.995700e+00,3565.263535
4.995750e+00,3815.451009
4.995800e+00,4064.697078
4.995850e+00,4312.940243
4.995900e+00,4560.119255
4.995950e+00,4806.173125
4.996000e+00,5051.041145
4.996050e+00,5294.662895
4.996100e+00,5536.978267
4.996150e+00,5777.927472
4.996200e+00,6017.451061
4.996250e+00,6255.489933
4.996300e+00,6491.985356
4.996350e+00,6726.878979
4.996400e+00,6960.112846
4.996450e+00,7191.629409
4.996500e+00,7421.371545
4.996550e+00,7649.282568
4.996600e+00,7875.306246
4.996650e+00,8099.386809
4.996700e+00,8321.468970
4.996750e+00,8541.497934
4.996800e+00,8759.419410
4.996850e+00,8975.179630
4.996900e+00,9188.725360
4.996950e+00,9400.003909
4.997000e+00,9608.963147
4.997050e+00,9815.551518
4.997100e+00,10019.718048
4.997150e+00,10221.412363
4.997200e+00,10420.584697
4.997250e+00,10617.185907
4.997300e+00,10811.167486
4.997350e+00,11002.481572
4.997400e+00,11191.080959
4.997450e+00,11376.919115
4.997500e+00,11559.950186
4.997550e+00,11740.129012
4.997600e+00,11917.411138
4.997650e+00,12091.752820
4.997700e+00,12263.111043
4.997750e+00,12431.443527
4.997800e+00,12596.708739
4.997850e+00,12758.865901
4.997900e+00,12917.875003
4.997950e+00,13073.696814
4.998000e+00,13226.292885
4.998050e+00,13375.625567
4.998100e+00,13521.658013
4.998150e+00,13664.354192
4.998200e+00,13803.678896
4.998250e+00,13939.597749
4.998300e+00,14072.077215
4.998350e+00,14201.084606
4.998400e+00,14326.588092
4.998450e+00,14448.556707
4.998500e+00,14566.960357
4.998550e+00,14681.769827
4.998600e+00,14792.956790
4.998650e+00,14900.493813
4.998700e+00,15004.354361
4.998750e+00,15104.512810
4.998800e+00,15200.944446
4.998850e+00,15293.625476
4.998900e+00,15382.533033
4.998950e+00,15467.645181
4.999000e+00,15548.940918
4.999050e+00,15626.400187
4.999100e+00,15700.003875
4.999150e+00,15769.733822
4.999200e+00,15835.572824
4.999250e+00,15897.504635
4.999300e+00,15955.513974
4.999350e+00,16009.586529
4.999400e+00,16059.708958
4.999450e+00,16105.868894
4.999500e+00,16148.054948
4.999550e+00,16186.256711
4.999600e+00,16220.464757
4.999650e+00,16250.670647
4.999700e+00,16276.866926
4.999750e+00,16299.047133
4.999800e+00,16317.205793
4.999850e+00,16331.338426
4.999900e+00,16341.441547
4.999950e+00,16347.512661
5.000000e+00,16349.550271
5.000050e+00,16347.553874
5.000100e+00,16341.523963
5.000150e+00,16331.462025
5.000200e+00,16317.370543
5.000250e+00,16299.252995
5.000300e+00,16277.113850
5.000350e+00,16250.958571
5.000400e+00,16220.793611
5.000450e+00,16186.626415
5.000500e+00,16148.465412
5.000550e+00,16106.320018
5.000600e+00,16060.200633
5.000650e+00,16010.118637
5.000700e+00,15956.086387
5.000750e+00,15898.117216
5.000800e+00,15836.225428
5.000850e+00,15770.426294
5.000900e+00,15700.736051
5.000950e+00,15627.171895
5.001000e+00,15549.751978
5.001050e+00,15468.495402
5.001100e+00,15383.422219
5.001150e+00,15294.553421
5.001200e+00,15201.910934
5.001250e+00,15105.517620
5.001300e+00,15005.397263
5.001350e+00,14901.574568
5.001400e+00,14794.075152
5.001450e+00,14682.925542
5.001500e+00,14568.153163
5.001550e+00,14449.786335
5.001600e+00,14327.854266
5.001650e+00,14202.387040
5.001700e+00,14073.415618
5.001750e+00,13940.971822
5.001800e+00,13805.088334
5.001850e+00,13665.798681
5.001900e+00,13523.137233
5.001950e+00,13377.139192
5.002000e+00,13227.840583
5.002050e+00,13075.278243
5.002100e+00,12919.489818
5.002150e+00,12760.513749
5.002200e+00,12598.389261
5.002250e+00,12433.156358
5.002300e+00,12264.855813
5.002350e+00,12093.529151
5.002400e+00,11919.218647
5.002450e+00,11741.967312
5.002500e+00,11561.818881
5.002550e+00,11378.817806
5.002600e+00,11193.009242
5.002650e+00,11004.439035
5.002700e+00,10813.153714
5.002750e+00,10619.200479
5.002800e+00,10422.627186
5.002850e+00,10223.482338
5.002900e+00,10021.815074
5.002950e+00,9817.675153
5.003000e+00,9611.112946
5.003050e+00,9402.179421
5.003100e+00,9190.926130
5.003150e+00,8977.405199
5.003200e+00,8761.669313
5.003250e+00,8543.771702
5.003300e+00,8323.766132
5.003350e+00,8101.706887
5.003400e+00,7877.648759
5.003450e+00,7651.647031
5.003500e+00,7423.757468
5.003550e+00,7194.036300
5.003600e+00,6962.540207
5.003650e+00,6729.326310
5.003700e+00,6494.452152
5.003750e+00,6257.975685
5.003800e+00,6019.955258
5.003850e+00,5780.449600
5.003900e+00,5539.517805
5.003950e+00,5297.219322
5.004000e+00,5053.613934
5.004050e+00,4808.761748
5.004100e+00,4562.723179
5.004150e+00,4315.558933
5.004200e+00,4067.329994
5.004250e+00,3818.097610
5.004300e+00,3567.923276
5.004350e+00,3316.868718
5.004400e+00,3064.995880
5.004450e+00,2812.366909
5.004500e+00,2559.044136
5.004550e+00,2305.090065
5.004600e+00,2050.567355
5.004650e+00,1795.538805
5.004700e+00,1540.067340
5.004750e+00,1284.215991
5.004800e+00,1028.047887
5.004850e+00,771.626232
5.004900e+00,515.014292
5.004950e+00,258.275383
5.005000e+00,1.472849
5.005050e+00,-255.329949
5.005100e+00,-512.069650
5.005150e+00,-768.682908
5.005200e+00,-1025.106411
5.005250e+00,-1281.276891
5.005300e+00,-1537.131144
5.005350e+00,-1792.606043
5.005400e+00,-2047.638557
5.005450e+00,-2302.165763
5.005500e+00,-2556.124861
5.005550e+00,-2809.453195
5.005600e+00,-3062.088261
5.005650e+00,-3313.967729
5.005700e+00,-3565.029455
5.005750e+00,-3815.211495
5.005800e+00,-4064.452125
5.005850e+00,-4312.689850
5.005900e+00,-4559.863427
5.005950e+00,-4805.911873
5.006000e+00,-5050.774481
5.006050e+00,-5294.390841
5.006100e+00,-5536.700848
5.006150e+00,-5777.644719
5.006200e+00,-6017.163010
5.006250e+00,-6255.196627
5.006300e+00,-6491.686845
5.006350e+00,-6726.575317
5.006400e+00,-6959.804094
5.006450e+00,-7191.315634
5.006500e+00,-7421.052822
5.006550e+00,-7648.958978
5.006600e+00,-7874.977875
5.006650e+00,-8099.053752
5.006700e+00,-8321.131328
5.006750e+00,-8541.155814
5.006800e+00,-8759.072929
5.006850e+00,-8974.828911
5.006900e+00,-9188.370532
5.006950e+00,-9399.645111
5.007000e+00,-9608.600524
5.007050e+00,-9815.185223
5.007100e+00,-10019.348242
5.007150e+00,-10221.039215
5.007200e+00,-10420.208383
5.007250e+00,-10616.806614
5.007300e+00,-10810.785405
5.007350e+00,-11002.096904
5.007400e+00,-11190.693915
5.007450e+00,-11376.529912
5.007500e+00,-11559.559051
5.007550e+00,-11739.736180
5.007600e+00,-11917.016851
5.007650e+00,-12091.357332
5.007700e+00,-12262.714614
5.007750e+00,-12431.046426
5.007800e+00,-12596.311243
5.007850e+00,-12758.468298
5.007900e+00,-12917.477589
5.007950e+00,-13073.299892
5.008000e+00,-13225.896770
5.008050e+00,-13375.230579
5.008100e+00,-13521.264484
5.008150e+00,-13663.962462
5.008200e+00,-13803.289313
5.008250e+00,-13939.210671
5.008300e+00,-14071.693007
5.008350e+00,-14200.703644
5.008400e+00,-14326.210760
5.008450e+00,-14448.183397
5.008500e+00,-14566.591470
5.008550e+00,-14681.405774
5.008600e+00,-14792.597989
5.008650e+00,-14900.140690
5.008700e+00,-15004.007353
5.008750e+00,-15104.172360
5.008800e+00,-15200.611006
5.008850e+00,-15293.299508
5.008900e+00,-15382.215005
5.008950e+00,-15467.335569
5.009000e+00,-15548.640208
5.009050e+00,-15626.108872
5.009100e+00,-15699.722455
5.009150e+00,-15769.462805
5.009200e+00,-15835.312726
5.009250e+00,-15897.255979
5.009300e+00,-15955.277291
5.009350e+00,-16009.362356
5.009400e+00,-16059.497840
5.009450e+00,-16105.671382
5.009500e+00,-16147.871600
5.009550e+00,-16186.088092
5.009600e+00,-16220.311438
5.009650e+00,-16250.533203
5.009700e+00,-16276.745942
5.009750e+00,-16298.943196
5.009800e+00,-16317.119499
5.009850e+00,-16331.270374
5.009900e+00,-16341.392341
5.009950e+00,-16347.482911
5.010000e+00,-16349.540590
5.010050e+00,-16347.564882
5.010100e+00,-16341.556282
5.010150e+00,-16331.516282
5.010200e+00,-16317.447369
5.010250e+00,-16299.353022
5.010300e+00,-16277.237716
5.010350e+00,-16251.106915
5.010400e+00,-16220.967076
5.010450e+00,-16186.825643
5.010500e+00,-16148.691050
5.010550e+00,-16106.572712
5.010600e+00,-16060.481031
5.010650e+00,-16010.427387
5.010700e+00,-15956.424137
5.010750e+00,-15898.484614
5.010800e+00,-15836.623121
5.010850e+00,-15770.854929
5.010900e+00,-15701.196272
5.010950e+00,-15627.664343
5.011000e+00,-15550.277294
5.011050e+00,-15469.054224
5.011100e+00,-15384.015181
5.011150e+00,-15295.181152
5.011200e+00,-15202.574063
5.011250e+00,-15106.216767
5.011300e+00,-15006.133047
5.011350e+00,-14902.347600
5.011400e+00,-14794.886039
5.011450e+00,-14683.774885
5.011500e+00,-14569.041556
5.011550e+00,-14450.714365
5.011600e+00,-14328.822513
5.011650e+00,-14203.396077
5.011700e+00,-14074.466009
5.011750e+00,-13942.064123
5.011800e+00,-13806.223091
5.011850e+00,-13666.976432
5.011900e+00,-13524.358506
5.011950e+00,-13378.404503
5.012000e+00,-13229.150438
5.012050e+00,-13076.633138
5.012100e+00,-12920.890236
5.012150e+00,-12761.960160
5.012200e+00,-12599.882125
5.012250e+00,-12434.696121
5.012300e+00,-12266.442905
5.012350e+00,-12095.163992
5.012400e+00,-11920.901640
5.012450e+00,-11743.698847
5.012500e+00,-11563.599332
5.012550e+00,-11380.647532
5.012600e+00,-11194.888584
5.012650e+00,-11006.368319
5.012700e+00,-10815.133251
5.012750e+00,-10621.230559
5.012800e+00,-10424.708084
5.012850e+00,-10225.614311
5.012900e+00,-10023.998359
5.012950e+00,-9819.909969
5.013000e+00,-9613.399492
5.013050e+00,-9404.517877
5.013100e+00,-9193.316657
5.013150e+00,-8979.847936
5.013200e+00,-8764.164379
5.013250e+00,-8546.319195
5.013300e+00,-8326.366128
5.013350e+00,-8104.359440
5.013400e+00,-7880.353901
5.013450e+00,-7654.404771
5.013500e+00,-7426.567793
5.013550e+00,-7196.899173
5.013600e+00,-6965.455568
5.013650e+00,-6732.294074
5.013700e+00,-6497.472211
5.013750e+00,-6261.047906
5.013800e+00,-6023.079483
5.013850e+00,-5783.625645
5.013900e+00,-5542.745463
5.013950e+00,-5300.498358
5.014000e+00,-5056.944088
5.014050e+00,-4812.142734
5.014100e+00,-4566.154684
5.014150e+00,-4319.040618
5.014200e+00,-4070.861493
5.014250e+00,-3821.678530
5.014300e+00,-3571.553196
5.014350e+00,-3320.547189
5.014400e+00,-3068.722428
5.014450e+00,-2816.141029
5.014500e+00,-2562.865296
5.014550e+00,-2308.957705
5.014600e+00,-2054.480887
5.014650e+00,-1799.497612
5.014700e+00,-1544.070776
5.014750e+00,-1288.263383
5.014800e+00,-1032.138530
5.014850e+00,-775.759395
5.014900e+00,-519.189214
5.014950e+00,-262.491272
5.015000e+00,-5.728887
5.015050e+00,251.034611
5.015100e+00,507.735889
5.015150e+00,764.311633
5.015200e+00,1020.698557
5.015250e+00,1276.833425
5.015300e+00,1532.653060
5.015350e+00,1788.094367
5.015400e+00,2043.094341
5.015450e+00,2297.590090
5.015500e+00,2551.518843
5.015550e+00,2804.817972
5.015600e+00,3057.425004
5.015650e+00,3309.277635
5.015700e+00,3560.313752
5.015750e+00,3810.471438
5.015800e+00,4059.688999
5.015850e+00,4307.904968
5.015900e+00,4555.058128
5.015950e+00,4801.087526
5.016000e+00,5045.932483
5.016050e+00,5289.532615
5.016100e+00,5531.827844
5.016150e+00,5772.758417
5.016200e+00,6012.264913
5.016250e+00,6250.288268
5.016300e+00,6486.769781
5.016350e+00,6721.651132
5.016400e+00,6954.874397
5.016450e+00,7186.382060
5.016500e+00,7416.117030
5.016550e+00,7644.022653
5.016600e+00,7870.042725
5.016650e+00,8094.121511
5.016700e+00,8316.203751
5.016750e+00,8536.234681
5.016800e+00,8754.160043
5.016850e+00,8969.926095
5.016900e+00,9183.479633
5.016950e+00,9394.767997
5.017000e+00,9603.739084
5.017050e+00,9810.341366
5.017100e+00,10014.523897
5.017150e+00,10216.236331
5.017200e+00,10415.428929
5.017250e+00,10612.052575
5.017300e+00,10806.058787
5.017350e+00,10997.399728
5.017400e+00,11186.028219
5.017450e+00,11371.897751
5.017500e+00,11554.962496
5.017550e+00,11735.177316
5.017600e+00,11912.497778
5.017650e+00,12086.880163
5.017700e+00,12258.281477
5.017750e+00,12426.659460
5.017800e+00,12591.972600
5.017850e+00,12754.180140
5.017900e+00,12913.242090
5.017950e+00,13069.119234
5.018000e+00,13221.773145
5.018050e+00,13371.166189
5.018100e+00,13517.261536
5.018150e+00,13660.023172
5.018200e+00,13799.415903
5.018250e+00,13935.405366
5.018300e+00,14067.958041
5.018350e+00,14197.041252
5.018400e+00,14322.623180
5.018450e+00,14444.672871
5.018500e+00,14563.160241
5.018550e+00,14678.056085
5.018600e+00,14789.332085
5.018650e+00,14896.960813
5.018700e+00,15000.915745
5.018750e+00,15101.171259
5.018800e+00,15197.702648
5.018850e+00,15290.486124
5.018900e+00,15379.498821
5.018950e+00,15464.718806
5.019000e+00,15546.125080
5.019050e+00,15623.697584
5.019100e+00,15697.417205
5.019150e+00,15767.265782
5.019200e+00,15833.226107
5.019250e+00,15895.281931
5.019300e+00,15953.417969
5.019350e+00,16007.619902
5.019400e+00,16057.874381
5.019450e+00,16104.169032
5.019500e+00,16146.492457
5.019550e+00,16184.834236
5.019600e+00,16219.184934
5.019650e+00,16249.536096
5.019700e+00,16275.880257
5.019750e+00,16298.210939
5.019800e+00,16316.522654
5.019850e+00,16330.810905
5.019900e+00,16341.072186
5.019950e+00,16347.303986
5.020000e+00,16349.504787
5.020050e+00,16347.674065
5.020100e+00,16341.812289
5.020150e+00,16331.920925
5.020200e+00,16318.002429
5.020250e+00,16300.060253
5.020300e+00,16278.098840
5.020350e+00,16252.123624
5.020400e+00,16222.141028
5.020450e+00,16188.158466
5.020500e+00,16150.184335
5.020550e+00,16108.228017
5.020600e+00,16062.299878
5.020650e+00,16012.411261
5.020700e+00,15958.574486
5.020750e+00,15900.802847
5.020800e+00,15839.110609
5.020850e+00,15773.513001
5.020900e+00,15704.026217
5.020950e+00,15630.667410
5.021000e+00,15553.454686
5.021050e+00,15472.407104
5.021100e+00,15387.544664
5.021150e+00,15298.888311
5.021200e+00,15206.459924
5.021250e+00,15110.282310
5.021300e+00,15010.379202
5.021350e+00,14906.775251
5.021400e+00,14799.496022
5.021450e+00,14688.567983
5.021500e+00,14574.018503
5.021550e+00,14455.875844
5.021600e+00,14334.169155
5.021650e+00,14208.928460
5.021700e+00,14080.184657
5.021750e+00,13947.969507
5.021800e+00,13812.315626
5.021850e+00,13673.256478
5.021900e+00,13530.826366
5.021950e+00,13385.060426
5.022000e+00,13235.994612
5.022050e+00,13083.665695
5.022100e+00,12928.111250
5.022150e+00,12769.369644
5.022200e+00,12607.480034
5.022250e+00,12442.482348
5.022300e+00,12274.417283
5.022350e+00,12103.326293
5.022400e+00,11929.251574
5.022450e+00,11752.236061
5.022500e+00,11572.323411
5.022550e+00,11389.557996
5.022600e+00,11203.984892
5.022650e+00,11015.649865
5.022700e+00,10824.599362
5.022750e+00,10630.880501
5.022800e+00,10434.541056
5.022850e+00,10235.629445
5.022900e+00,10034.194724
5.022950e+00,9830.286565
5.023000e+00,9623.955256
5.023050e+00,9415.251676
5.023100e+00,9204.227291
5.023150e+00,8990.934141
5.023200e+00,8775.424820
5.023250e+00,8557.752472
5.023300e+00,8337.970772
5.023350e+00,8116.133914
5.023400e+00,7892.296600
5.023450e+00,7666.514024
5.023500e+00,7438.841859
5.023550e+00,7209.336242
5.023600e+00,6978.053764
5.023650e+00,6745.051452
5.023700e+00,6510.386756
5.023750e+00,6274.117537
5.023800e+00,6036.302050
5.023850e+00,5796.998931
5.023900e+00,5556.267182
5.023950e+00,5314.166157
5.024000e+00,5070.755546
5.024050e+00,4826.095362
5.024100e+00,4580.245926
5.024150e+00,4333.267852
5.024200e+00,4085.222030
5.024250e+00,3836.169613
5.024300e+00,3586.172003
5.024350e+00,3335.290834
5.024400e+00,3083.587955
5.024450e+00,2831.125421
5.024500e+00,2577.965470
5.024550e+00,2324.170514
5.024600e+00,2069.803119
5.024650e+00,1814.925992
5.024700e+00,1559.601966
5.024750e+00,1303.893983
5.024800e+00,1047.865079
5.024850e+00,791.578369
5.024900e+00,535.097029
5.024950e+00,278.484286
5.025000e+00,21.803395
5.025050e+00,-234.882371
5.025100e+00,-491.509738
5.025150e+00,-748.015448
5.025200e+00,-1004.336272
5.025250e+00,-1260.409030
5.025300e+00,-1516.170601
5.025350e+00,-1771.557943
5.025400e+00,-2026.508106
5.025450e+00,-2280.958249
5.025500e+00,-2534.845654
5.025550e+00,-2788.107743
5.025600e+00,-3040.682093
5.025650e+00,-3292.506450
5.025700e+00,-3543.518748
5.025750e+00,-3793.657118
5.025800e+00,-4042.859909
5.025850e+00,-4291.065704
5.025900e+00,-4538.213327
5.025950e+00,-4784.241866
5.026000e+00,-5029.090688
5.026050e+00,-5272.699447
5.026100e+00,-5515.008105
5.026150e+00,-5755.956947
5.026200e+00,-5995.486591
5.026250e+00,-6233.538006
5.026300e+00,-6470.052527
5.026350e+00,-6704.971869
5.026400e+00,-6938.238138
5.026450e+00,-7169.793850
5.026500e+00,-7399.581943
5.026550e+00,-7627.545792
5.026600e+00,-7853.629220
5.026650e+00,-8077.776517
5.026700e+00,-8299.932448
5.026750e+00,-8520.042271
5.026800e+00,-8738.051749
5.026850e+00,-8953.907163
5.026900e+00,-9167.555324
5.026950e+00,-9378.943590
5.027000e+00,-9588.019875
5.027050e+00,-9794.732664
5.027100e+00,-9999.031024
5.027150e+00,-10200.864619
5.027200e+00,-10400.183722
5.027250e+00,-10596.939222
5.027300e+00,-10791.082645
5.027350e+00,-10982.566159
5.027400e+00,-11171.342589
5.027450e+00,-11357.365426
5.027500e+00,-11540.588842
5.027550e+00,-11720.967699
5.027600e+00,-11898.457561
5.027650e+00,-12073.014702
5.027700e+00,-12244.596123
5.027750e+00,-12413.159556
5.027800e+00,-12578.663478
5.027850e+00,-12741.067121
5.027900e+00,-12900.330482
5.027950e+00,-13056.414331
5.028000e+00,-13209.280222
5.028050e+00,-13358.890504
5.028100e+00,-13505.208328
5.028150e+00,-13648.197656
5.028200e+00,-13787.823272
5.028250e+00,-13924.050789
5.028300e+00,-14056.846657
5.028350e+00,-14186.178172
5.028400e+00,-14312.013486
5.028450e+00,-14434.321612
5.028500e+00,-14553.072431
5.028550e+00,-14668.236704
5.028600e+00,-14779.786073
5.028650e+00,-14887.693074
5.028700e+00,-14991.931140
