          time,         v2.im,         v2.re
  4.000000e+00,     -0.050837,  20024.973686
  4.000050e+00,     -0.050834,  20024.973679
  4.000100e+00,     -0.050831,  20024.973673
  4.000150e+00,     -0.050828,  20024.973666
  4.000200e+00,     -0.050825,  20024.973660
  4.000250e+00,     -0.050822,  20024.973654
  4.000300e+00,     -0.050819,  20024.973647
  4.000350e+00,     -0.050816,  20024.973641
  4.000400e+00,     -0.050812,  20024.973634
  4.000450e+00,     -0.050809,  20024.973628
  4.000500e+00,     -0.050806,  20024.973622
  4.000550e+00,     -0.050803,  20024.973615
  4.000600e+00,     -0.050800,  20024.973609
  4.000650e+00,     -0.050797,  20024.973602
  4.000700e+00,     -0.050794,  20024.973596
  4.000750e+00,     -0.050791,  20024.973590
  4.000800e+00,     -0.050787,  20024.973583
  4.000850e+00,     -0.050784,  20024.973577
  4.000900e+00,     -0.050781,  20024.973570
  4.000950e+00,     -0.050778,  20024.973564
  4.001000e+00,     -0.050775,  20024.973558
  4.001050e+00,     -0.050772,  20024.973551
  4.001100e+00,     -0.050769,  20024.973545
  4.001150e+00,     -0.050766,  20024.973538
  4.001200e+00,     -0.050763,  20024.973532
  4.001250e+00,     -0.050760,  20024.973526
  4.001300e+00,     -0.050756,  20024.973519
  4.001350e+00,     -0.050753,  20024.973513
  4.001400e+00,     -0.050750,  20024.973506
  4.001450e+00,     -0.050747,  20024.973500
  4.001500e+00,     -0.050744,  20024.973494
  4.001550e+00,     -0.050741,  20024.973487
  4.001600e+00,     -0.050738,  20024.973481
  4.001650e+00,     -0.050735,  20024.973474
  4.001700e+00,     -0.050732,  20024.973468
  4.001750e+00,     -0.050729,  20024.973462
  4.001800e+00,     -0.050726,  20024.973455
  4.001850e+00,     -0.050722,  20024.973449
  4.001900e+00,     -0.050719,  20024.973443
  4.001950e+00,     -0.050716,  20024.973436
  4.002000e+00,     -0.050713,  20024.973430
  4.002050e+00,     -0.050710,  20024.973423
  4.002100e+00,     -0.050707,  20024.973417
  4.002150e+00,     -0.050704,  20024.973411
  4.002200e+00,     -0.050701,  20024.973404
  4.002250e+00,     -0.050698,  20024.973398
  4.002300e+00,     -0.050695,  20024.973392
  4.002350e+00,     -0.050692,  20024.973385
  4.002400e+00,     -0.050689,  20024.973379
  4.002450e+00,     -0.050686,  20024.973372
  4.002500e+00,     -0.050683,  20024.973366
  4.002550e+00,     -0.050679,  20024.973360
  4.002600e+00,     -0.050676,  20024.973353
  4.002650e+00,     -0.050673,  20024.973347
  4.002700e+00,     -0.050670,  20024.973341
  4.002750e+00,     -0.050667,  20024.973334
  4.002800e+00,     -0.050664,  20024.973328
  4.002850e+00,     -0.050661,  20024.973322
  4.002900e+00,     -0.050658,  20024.973315
  4.002950e+00,     -0.050655,  20024.973309
  4.003000e+00,     -0.050652,  20024.973302
  4.003050e+00,     -0.050649,  20024.973296
  4.003100e+00,     -0.050646,  20024.973290
  4.003150e+00,     -0.050643,  20024.973283
  4.003200e+00,     -0.050640,  20024.973277
  4.003250e+00,     -0.050637,  20024.973271
  4.003300e+00,     -0.050634,  20024.973264
  4.003350e+00,     -0.050631,  20024.973258
  4.003400e+00,     -0.050628,  20024.973252
  4.003450e+00,     -0.050624,  20024.973245
  4.003500e+00,     -0.050621,  20024.973239
  4.003550e+00,     -0.050618,  20024.973233
  4.003600e+00,     -0.050615,  20024.973226
  4.003650e+00,     -0.050612,  20024.973220
  4.003700e+00,     -0.050609,  20024.973214
  4.003750e+00,     -0.050606,  20024.973207
  4.003800e+00,     -0.050603,  20024.973201
  4.003850e+00,     -0.050600,  20024.973195
  4.003900e+00,     -0.050597,  20024.973188
  4.003950e+00,     -0.050594,  20024.973182
  4.004000e+00,     -0.050591,  20024.973176
  4.004050e+00,     -0.050588,  20024.973169
  4.004100e+00,     -0.050585,  20024.973163
  4.004150e+00,     -0.050582,  20024.973157
  4.004200e+00,     -0.050579,  20024.973150
  4.004250e+00,     -0.050576,  20024.973144
  4.004300e+00,     -0.050573,  20024.973138
  4.004350e+00,     -0.050570,  20024.973131
  4.004400e+00,     -0.050567,  20024.973125
  4.004450e+00,     -0.050564,  20024.973119
  4.004500e+00,     -0.050561,  20024.973112
  4.004550e+00,     -0.050558,  20024.973106
  4.004600e+00,     -0.050555,  20024.973100
  4.004650e+00,     -0.050552,  20024.973093
  4.004700e+00,     -0.050549,  20024.973087
  4.004750e+00,     -0.050546,  20024.973081
  4.004800e+00,     -0.050543,  20024.973074
  4.004850e+00,     -0.050540,  20024.973068
  4.004900e+00,     -0.050537,  20024.973062
  4.004950e+00,     -0.050534,  20024.973055
  4.005000e+00,     -0.050531,  20024.973049
  4.005050e+00,     -0.050528,  20024.973043
  4.005100e+00,     -0.050525,  20024.973036
  4.005150e+00,     -0.050522,  20024.973030
  4.005200e+00,     -0.050519,  20024.973024
  4.005250e+00,     -0.050516,  20024.973018
  4.005300e+00,     -0.050513,  20024.973011
  4.005350e+00,     -0.050510,  20024.973005
  4.005400e+00,     -0.050507,  20024.972999
  4.005450e+00,     -0.050504,  20024.972992
  4.005500e+00,     -0.050501,  20024.972986
  4.005550e+00,     -0.050498,  20024.972980
  4.005600e+00,     -0.050495,  20024.972973
  4.005650e+00,     -0.050492,  20024.972967
  4.005700e+00,     -0.050489,  20024.972961
  4.005750e+00,     -0.050486,  20024.972955
  4.005800e+00,     -0.050483,  20024.972948
  4.005850e+00,     -0.050480,  20024.972942
  4.005900e+00,     -0.050477,  20024.972936
  4.005950e+00,     -0.050474,  20024.972929
  4.006000e+00,     -0.050471,  20024.972923
  4.006050e+00,     -0.050468,  20024.972917
  4.006100e+00,     -0.050465,  20024.972910
  4.006150e+00,     -0.050462,  20024.972904
  4.006200e+00,     -0.050459,  20024.972898
  4.006250e+00,     -0.050456,  20024.972892
  4.006300e+00,     -0.050453,  20024.972885
  4.006350e+00,     -0.050450,  20024.972879
  4.006400e+00,     -0.050447,  20024.972873
  4.006450e+00,     -0.050444,  20024.972866
  4.006500e+00,     -0.050441,  20024.972860
  4.006550e+00,     -0.050438,  20024.972854
  4.006600e+00,     -0.050435,  20024.972848
  4.006650e+00,     -0.050432,  20024.972841
  4.006700e+00,     -0.050429,  20024.972835
  4.006750e+00,     -0.050426,  20024.972829
  4.006800e+00,     -0.050424,  20024.972822
  4.006850e+00,     -0.050421,  20024.972816
  4.006900e+00,     -0.050418,  20024.972810
  4.006950e+00,     -0.050415,  20024.972804
  4.007000e+00,     -0.050412,  20024.972797
  4.007050e+00,     -0.050409,  20024.972791
  4.007100e+00,     -0.050406,  20024.972785
  4.007150e+00,     -0.050403,  20024.972779
  4.007200e+00,     -0.050400,  20024.972772
  4.007250e+00,     -0.050397,  20024.972766
  4.007300e+00,     -0.050394,  20024.972760
  4.007350e+00,     -0.050391,  20024.972753
  4.007400e+00,     -0.050388,  20024.972747
  4.007450e+00,     -0.050385,  20024.972741
  4.007500e+00,     -0.050382,  20024.972735
  4.007550e+00,     -0.050379,  20024.972728
  4.007600e+00,     -0.050376,  20024.972722
  4.007650e+00,     -0.050373,  20024.972716
  4.007700e+00,     -0.050371,  20024.972710
  4.007750e+00,     -0.050368,  20024.972703
  4.007800e+00,     -0.050365,  20024.972697
  4.007850e+00,     -0.050362,  20024.972691
  4.007900e+00,     -0.050359,  20024.972685
  4.007950e+00,     -0.050356,  20024.972678
  4.008000e+00,     -0.050353,  20024.972672
  4.008050e+00,     -0.050350,  20024.972666
  4.008100e+00,     -0.050347,  20024.972660
  4.008150e+00,     -0.050344,  20024.972653
  4.008200e+00,     -0.050341,  20024.972647
  4.008250e+00,     -0.050338,  20024.972641
  4.008300e+00,     -0.050335,  20024.972635
  4.008350e+00,     -0.050332,  20024.972628
  4.008400e+00,     -0.050330,  20024.972622
  4.008450e+00,     -0.050327,  20024.972616
  4.008500e+00,     -0.050324,  20024.972610
  4.008550e+00,     -0.050321,  20024.972603
  4.008600e+00,     -0.050318,  20024.972597
  4.008650e+00,     -0.050315,  20024.972591
  4.008700e+00,     -0.050312,  20024.972585
  4.008750e+00,     -0.050309,  20024.972578
  4.008800e+00,     -0.050306,  20024.972572
  4.008850e+00,     -0.050303,  20024.972566
  4.008900e+00,     -0.050300,  20024.972560
  4.008950e+00,     -0.050298,  20024.972554
  4.009000e+00,     -0.050295,  20024.972547
  4.009050e+00,     -0.050292,  20024.972541
  4.009100e+00,     -0.050289,  20024.972535
  4.009150e+00,     -0.050286,  20024.972529
  4.009200e+00,     -0.050283,  20024.972522
  4.009250e+00,     -0.050280,  20024.972516
  4.009300e+00,     -0.050277,  20024.972510
  4.009350e+00,     -0.050274,  20024.972504
  4.009400e+00,     -0.050271,  20024.972497
  4.009450e+00,     -0.050269,  20024.972491
  4.009500e+00,     -0.050266,  20024.972485
  4.009550e+00,     -0.050263,  20024.972479
  4.009600e+00,     -0.050260,  20024.972473
  4.009650e+00,     -0.050257,  20024.972466
  4.009700e+00,     -0.050254,  20024.972460
  4.009750e+00,     -0.050251,  20024.972454
  4.009800e+00,     -0.050248,  20024.972448
  4.009850e+00,     -0.050245,  20024.972441
  4.009900e+00,     -0.050243,  20024.972435
  4.009950e+00,     -0.050240,  20024.972429
  4.010000e+00,     -0.050237,  20024.972423
  4.010050e+00,     -0.050234,  20024.972417
  4.010100e+00,     -0.050231,  20024.972410
  4.010150e+00,     -0.050228,  20024.972404
  4.010200e+00,     -0.050225,  20024.972398
  4.010250e+00,     -0.050222,  20024.972392
  4.010300e+00,     -0.050220,  20024.972386
  4.010350e+00,     -0.050217,  20024.972379
  4.010400e+00,     -0.050214,  20024.972373
  4.010450e+00,     -0.050211,  20024.972367
  4.010500e+00,     -0.050208,  20024.972361
  4.010550e+00,     -0.050205,  20024.972355
  4.010600e+00,     -0.050202,  20024.972348
  4.010650e+00,     -0.050200,  20024.972342
  4.010700e+00,     -0.050197,  20024.972336
  4.010750e+00,     -0.050194,  20024.972330
  4.010800e+00,     -0.050191,  20024.972324
  4.010850e+00,     -0.050188,  20024.972317
  4.010900e+00,     -0.050185,  20024.972311
  4.010950e+00,     -0.050182,  20024.972305
  4.011000e+00,     -0.050180,  20024.972299
  4.011050e+00,     -0.050177,  20024.972293
  4.011100e+00,     -0.050174,  20024.972286
  4.011150e+00,     -0.050171,  20024.972280
  4.011200e+00,     -0.050168,  20024.972274
  4.011250e+00,     -0.050165,  20024.972268
  4.011300e+00,     -0.050162,  20024.972262
  4.011350e+00,     -0.050160,  20024.972256
  4.011400e+00,     -0.050157,  20024.972249
  4.011450e+00,     -0.050154,  20024.972243
  4.011500e+00,     -0.050151,  20024.972237
  4.011550e+00,     -0.050148,  20024.972231
  4.011600e+00,     -0.050145,  20024.972225
  4.011650e+00,     -0.050143,  20024.972218
  4.011700e+00,     -0.050140,  20024.972212
  4.011750e+00,     -0.050137,  20024.972206
  4.011800e+00,     -0.050134,  20024.972200
  4.011850e+00,     -0.050131,  20024.972194
  4.011900e+00,     -0.050128,  20024.972188
  4.011950e+00,     -0.050126,  20024.972181
  4.012000e+00,     -0.050123,  20024.972175
  4.012050e+00,     -0.050120,  20024.972169
  4.012100e+00,     -0.050117,  20024.972163
  4.012150e+00,     -0.050114,  20024.972157
  4.012200e+00,     -0.050111,  20024.972151
  4.012250e+00,     -0.050109,  20024.972144
  4.012300e+00,     -0.050106,  20024.972138
  4.012350e+00,     -0.050103,  20024.972132
  4.012400e+00,     -0.050100,  20024.972126
  4.012450e+00,     -0.050097,  20024.972120
  4.012500e+00,     -0.050094,  20024.972114
  4.012550e+00,     -0.050092,  20024.972107
  4.012600e+00,     -0.050089,  20024.972101
  4.012650e+00,     -0.050086,  20024.972095
  4.012700e+00,     -0.050083,  20024.972089
  4.012750e+00,     -0.050080,  20024.972083
  4.012800e+00,     -0.050078,  20024.972077
  4.012850e+00,     -0.050075,  20024.972071
  4.012900e+00,     -0.050072,  20024.972064
  4.012950e+00,     -0.050069,  20024.972058
  4.013000e+00,     -0.050066,  20024.972052
  4.013050e+00,     -0.050064,  20024.972046
  4.013100e+00,     -0.050061,  20024.972040
  4.013150e+00,     -0.050058,  20024.972034
  4.013200e+00,     -0.050055,  20024.972028
  4.013250e+00,     -0.050052,  20024.972021
  4.013300e+00,     -0.050050,  20024.972015
  4.013350e+00,     -0.050047,  20024.972009
  4.013400e+00,     -0.050044,  20024.972003
  4.013450e+00,     -0.050041,  20024.971997
  4.013500e+00,     -0.050038,  20024.971991
  4.013550e+00,     -0.050036,  20024.971985
  4.013600e+00,     -0.050033,  20024.971978
  4.013650e+00,     -0.050030,  20024.971972
  4.013700e+00,     -0.050027,  20024.971966
  4.013750e+00,     -0.050024,  20024.971960
  4.013800e+00,     -0.050022,  20024.971954
  4.013850e+00,     -0.050019,  20024.971948
  4.013900e+00,     -0.050016,  20024.971942
  4.013950e+00,     -0.050013,  20024.971935
  4.014000e+00,     -0.050011,  20024.971929
  4.014050e+00,     -0.050008,  20024.971923
  4.014100e+00,     -0.050005,  20024.971917
  4.014150e+00,     -0.050002,  20024.971911
  4.014200e+00,     -0.049999,  20024.971905
  4.014250e+00,     -0.049997,  20024.971899
  4.014300e+00,     -0.049994,  20024.971893
  4.014350e+00,     -0.049991,  20024.971886
  4.014400e+00,     -0.049988,  20024.971880
  4.014450e+00,     -0.049986,  20024.971874
  4.014500e+00,     -0.049983,  20024.971868
  4.014550e+00,     -0.049980,  20024.971862
  4.014600e+00,     -0.049977,  20024.971856
  4.014650e+00,     -0.049974,  20024.971850
  4.014700e+00,     -0.049972,  20024.971844
  4.014750e+00,     -0.049969,  20024.971838
  4.014800e+00,     -0.049966,  20024.971831
  4.014850e+00,     -0.049963,  20024.971825
  4.014900e+00,     -0.049961,  20024.971819
  4.014950e+00,     -0.049958,  20024.971813
  4.015000e+00,     -0.049955,  20024.971807
  4.015050e+00,     -0.049952,  20024.971801
  4.015100e+00,     -0.049950,  20024.971795
  4.015150e+00,     -0.049947,  20024.971789
  4.015200e+00,     -0.049944,  20024.971783
  4.015250e+00,     -0.049941,  20024.971777
  4.015300e+00,     -0.049939,  20024.971770
  4.015350e+00,     -0.049936,  20024.971764
  4.015400e+00,     -0.049933,  20024.971758
  4.015450e+00,     -0.049930,  20024.971752
  4.015500e+00,     -0.049928,  20024.971746
  4.015550e+00,     -0.049925,  20024.971740
  4.015600e+00,     -0.049922,  20024.971734
  4.015650e+00,     -0.049919,  20024.971728
  4.015700e+00,     -0.049917,  20024.971722
  4.015750e+00,     -0.049914,  20024.971716
  4.015800e+00,     -0.049911,  20024.971709
  4.015850e+00,     -0.049908,  20024.971703
  4.015900e+00,     -0.049906,  20024.971697
  4.015950e+00,     -0.049903,  20024.971691
  4.016000e+00,     -0.049900,  20024.971685
  4.016050e+00,     -0.049898,  20024.971679
  4.016100e+00,     -0.049895,  20024.971673
  4.016150e+00,     -0.049892,  20024.971667
  4.016200e+00,     -0.049889,  20024.971661
  4.016250e+00,     -0.049887,  20024.971655
  4.016300e+00,     -0.049884,  20024.971649
  4.016350e+00,     -0.049881,  20024.971643
  4.016400e+00,     -0.049878,  20024.971636
  4.016450e+00,     -0.049876,  20024.971630
  4.016500e+00,     -0.049873,  20024.971624
  4.016550e+00,     -0.049870,  20024.971618
  4.016600e+00,     -0.049868,  20024.971612
  4.016650e+00,     -0.049865,  20024.971606
  4.016700e+00,     -0.049862,  20024.971600
  4.016750e+00,     -0.049859,  20024.971594
  4.016800e+00,     -0.049857,  20024.971588
  4.016850e+00,     -0.049854,  20024.971582
  4.016900e+00,     -0.049851,  20024.971576
  4.016950e+00,     -0.049849,  20024.971570
  4.017000e+00,     -0.049846,  20024.971564
  4.017050e+00,     -0.049843,  20024.971558
  4.017100e+00,     -0.049840,  20024.971551
  4.017150e+00,     -0.049838,  20024.971545
  4.017200e+00,     -0.049835,  20024.971539
  4.017250e+00,     -0.049832,  20024.971533
  4.017300e+00,     -0.049830,  20024.971527
  4.017350e+00,     -0.049827,  20024.971521
  4.017400e+00,     -0.049824,  20024.971515
  4.017450e+00,     -0.049822,  20024.971509
  4.017500e+00,     -0.049819,  20024.971503
  4.017550e+00,     -0.049816,  20024.971497
  4.017600e+00,     -0.049813,  20024.971491
  4.017650e+00,     -0.049811,  20024.971485
  4.017700e+00,     -0.049808,  20024.971479
  4.017750e+00,     -0.049805,  20024.971473
  4.017800e+00,     -0.049803,  20024.971467
  4.017850e+00,     -0.049800,  20024.971461
  4.017900e+00,     -0.049797,  20024.971455
  4.017950e+00,     -0.049795,  20024.971449
  4.018000e+00,     -0.049792,  20024.971443
  4.018050e+00,     -0.049789,  20024.971437
  4.018100e+00,     -0.049787,  20024.971430
  4.018150e+00,     -0.049784,  20024.971424
  4.018200e+00,     -0.049781,  20024.971418
  4.018250e+00,     -0.049779,  20024.971412
  4.018300e+00,     -0.049776,  20024.971406
  4.018350e+00,     -0.049773,  20024.971400
  4.018400e+00,     -0.049771,  20024.971394
  4.018450e+00,     -0.049768,  20024.971388
  4.018500e+00,     -0.049765,  20024.971382
  4.018550e+00,     -0.049763,  20024.971376
  4.018600e+00,     -0.049760,  20024.971370
  4.018650e+00,     -0.049757,  20024.971364
  4.018700e+00,     -0.049755,  20024.971358
  4.018750e+00,     -0.049752,  20024.971352
  4.018800e+00,     -0.049749,  20024.971346
  4.018850e+00,     -0.049747,  20024.971340
  4.018900e+00,     -0.049744,  20024.971334
  4.018950e+00,     -0.049741,  20024.971328
  4.019000e+00,     -0.049739,  20024.971322
  4.019050e+00,     -0.049736,  20024.971316
  4.019100e+00,     -0.049733,  20024.971310
  4.019150e+00,     -0.049731,  20024.971304
  4.019200e+00,     -0.049728,  20024.971298
  4.019250e+00,     -0.049725,  20024.971292
  4.019300e+00,     -0.049723,  20024.971286
  4.019350e+00,     -0.049720,  20024.971280
  4.019400e+00,     -0.049717,  20024.971274
  4.019450e+00,     -0.049715,  20024.971268
  4.019500e+00,     -0.049712,  20024.971262
  4.019550e+00,     -0.049709,  20024.971256
  4.019600e+00,     -0.049707,  20024.971250
  4.019650e+00,     -0.049704,  20024.971244
  4.019700e+00,     -0.049701,  20024.971238
  4.019750e+00,     -0.049699,  20024.971232
  4.019800e+00,     -0.049696,  20024.971226
  4.019850e+00,     -0.049693,  20024.971220
  4.019900e+00,     -0.049691,  20024.971214
  4.019950e+00,     -0.049688,  20024.971208
  4.020000e+00,     -0.049686,  20024.971202
  4.020050e+00,     -0.049683,  20024.971196
  4.020100e+00,     -0.049680,  20024.971190
  4.020150e+00,     -0.049678,  20024.971184
  4.020200e+00,     -0.049675,  20024.971178
  4.020250e+00,     -0.049672,  20024.971172
  4.020300e+00,     -0.049670,  20024.971166
  4.020350e+00,     -0.049667,  20024.971160
  4.020400e+00,     -0.049664,  20024.971154
  4.020450e+00,     -0.049662,  20024.971148
  4.020500e+00,     -0.049659,  20024.971142
  4.020550e+00,     -0.049657,  20024.971136
  4.020600e+00,     -0.049654,  20024.971130
  4.020650e+00,     -0.049651,  20024.971124
  4.020700e+00,     -0.049649,  20024.971118
  4.020750e+00,     -0.049646,  20024.971112
  4.020800e+00,     -0.049644,  20024.971106
  4.020850e+00,     -0.049641,  20024.971100
  4.020900e+00,     -0.049638,  20024.971094
  4.020950e+00,     -0.049636,  20024.971088
  4.021000e+00,     -0.049633,  20024.971082
  4.021050e+00,     -0.049630,  20024.971076
  4.021100e+00,     -0.049628,  20024.971070
  4.021150e+00,     -0.049625,  20024.971064
  4.021200e+00,     -0.049623,  20024.971058
  4.021250e+00,     -0.049620,  20024.971052
  4.021300e+00,     -0.049617,  20024.971046
  4.021350e+00,     -0.049615,  20024.971040
  4.021400e+00,     -0.049612,  20024.971034
  4.021450e+00,     -0.049610,  20024.971028
  4.021500e+00,     -0.049607,  20024.971022
  4.021550e+00,     -0.049604,  20024.971016
  4.021600e+00,     -0.049602,  20024.971010
  4.021650e+00,     -0.049599,  20024.971004
  4.021700e+00,     -0.049597,  20024.970998
  4.021750e+00,     -0.049594,  20024.970992
  4.021800e+00,     -0.049591,  20024.970986
  4.021850e+00,     -0.049589,  20024.970980
  4.021900e+00,     -0.049586,  20024.970974
  4.021950e+00,     -0.049584,  20024.970968
  4.022000e+00,     -0.049581,  20024.970962
  4.022050e+00,     -0.049578,  20024.970956
  4.022100e+00,     -0.049576,  20024.970951
  4.022150e+00,     -0.049573,  20024.970945
  4.022200e+00,     -0.049571,  20024.970939
  4.022250e+00,     -0.049568,  20024.970933
  4.022300e+00,     -0.049565,  20024.970927
  4.022350e+00,     -0.049563,  20024.970921
  4.022400e+00,     -0.049560,  20024.970915
  4.022450e+00,     -0.049558,  20024.970909
  4.022500e+00,     -0.049555,  20024.970903
  4.022550e+00,     -0.049553,  20024.970897
  4.022600e+00,     -0.049550,  20024.970891
  4.022650e+00,     -0.049547,  20024.970885
  4.022700e+00,     -0.049545,  20024.970879
  4.022750e+00,     -0.049542,  20024.970873
  4.022800e+00,     -0.049540,  20024.970867
  4.022850e+00,     -0.049537,  20024.970861
  4.022900e+00,     -0.049535,  20024.970855
  4.022950e+00,     -0.049532,  20024.970849
  4.023000e+00,     -0.049529,  20024.970843
  4.023050e+00,     -0.049527,  20024.970838
  4.023100e+00,     -0.049524,  20024.970832
  4.023150e+00,     -0.049522,  20024.970826
  4.023200e+00,     -0.049519,  20024.970820
  4.023250e+00,     -0.049517,  20024.970814
  4.023300e+00,     -0.049514,  20024.970808
  4.023350e+00,     -0.049512,  20024.970802
  4.023400e+00,     -0.049509,  20024.970796
  4.023450e+00,     -0.049506,  20024.970790
  4.023500e+00,     -0.049504,  20024.970784
  4.023550e+00,     -0.049501,  20024.970778
  4.023600e+00,     -0.049499,  20024.970772
  4.023650e+00,     -0.049496,  20024.970766
  4.023700e+00,     -0.049494,  20024.970760
  4.023750e+00,     -0.049491,  20024.970755
  4.023800e+00,     -0.049489,  20024.970749
  4.023850e+00,     -0.049486,  20024.970743
  4.023900e+00,     -0.049483,  20024.970737
  4.023950e+00,     -0.049481,  20024.970731
  4.024000e+00,     -0.049478,  20024.970725
  4.024050e+00,     -0.049476,  20024.970719
  4.024100e+00,     -0.049473,  20024.970713
  4.024150e+00,     -0.049471,  20024.970707
  4.024200e+00,     -0.049468,  20024.970701
  4.024250e+00,     -0.049466,  20024.970695
  4.024300e+00,     -0.049463,  20024.970689
  4.024350e+00,     -0.049461,  20024.970684
  4.024400e+00,     -0.049458,  20024.970678
  4.024450e+00,     -0.049455,  20024.970672
  4.024500e+00,     -0.049453,  20024.970666
  4.024550e+00,     -0.049450,  20024.970660
  4.024600e+00,     -0.049448,  20024.970654
  4.024650e+00,     -0.049445,  20024.970648
  4.024700e+00,     -0.049443,  20024.970642
  4.024750e+00,     -0.049440,  20024.970636
  4.024800e+00,     -0.049438,  20024.970630
  4.024850e+00,     -0.049435,  20024.970624
  4.024900e+00,     -0.049433,  20024.970619
  4.024950e+00,     -0.049430,  20024.970613
  4.025000e+00,     -0.049428,  20024.970607
  4.025050e+00,     -0.049425,  20024.970601
  4.025100e+00,     -0.049423,  20024.970595
  4.025150e+00,     -0.049420,  20024.970589
  4.025200e+00,     -0.049418,  20024.970583
  4.025250e+00,     -0.049415,  20024.970577
  4.025300e+00,     -0.049413,  20024.970571
  4.025350e+00,     -0.049410,  20024.970566
  4.025400e+00,     -0.049408,  20024.970560
  4.025450e+00,     -0.049405,  20024.970554
  4.025500e+00,     -0.049403,  20024.970548
  4.025550e+00,     -0.049400,  20024.970542
  4.025600e+00,     -0.049398,  20024.970536
  4.025650e+00,     -0.049395,  20024.970530
  4.025700e+00,     -0.049393,  20024.970524
  4.025750e+00,     -0.049390,  20024.970518
  4.025800e+00,     -0.049388,  20024.970513
  4.025850e+00,     -0.049385,  20024.970507
  4.025900e+00,     -0.049383,  20024.970501
  4.025950e+00,     -0.049380,  20024.970495
  4.026000e+00,     -0.049378,  20024.970489
  4.026050e+00,     -0.049375,  20024.970483
  4.026100e+00,     -0.049373,  20024.970477
  4.026150e+00,     -0.049370,  20024.970471
  4.026200e+00,     -0.049368,  20024.970466
  4.026250e+00,     -0.049365,  20024.970460
  4.026300e+00,     -0.049363,  20024.970454
  4.026350e+00,     -0.049360,  20024.970448
  4.026400e+00,     -0.049358,  20024.970442
  4.026450e+00,     -0.049355,  20024.970436
  4.026500e+00,     -0.049353,  20024.970430
  4.026550e+00,     -0.049350,  20024.970424
  4.026600e+00,     -0.049348,  20024.970419
  4.026650e+00,     -0.049345,  20024.970413
  4.026700e+00,     -0.049343,  20024.970407
  4.026750e+00,     -0.049340,  20024.970401
  4.026800e+00,     -0.049338,  20024.970395
  4.026850e+00,     -0.049335,  20024.970389
  4.026900e+00,     -0.049333,  20024.970383
  4.026950e+00,     -0.049330,  20024.970378
  4.027000e+00,     -0.049328,  20024.970372
  4.027050e+00,     -0.049325,  20024.970366
  4.027100e+00,     -0.049323,  20024.970360
  4.027150e+00,     -0.049320,  20024.970354
  4.027200e+00,     -0.049318,  20024.970348
  4.027250e+00,     -0.049315,  20024.970343
  4.027300e+00,     -0.049313,  20024.970337
  4.027350e+00,     -0.049310,  20024.970331
  4.027400e+00,     -0.049308,  20024.970325
  4.027450e+00,     -0.049306,  20024.970319
  4.027500e+00,     -0.049303,  20024.970313
  4.027550e+00,     -0.049301,  20024.970307
  4.027600e+00,     -0.049298,  20024.970302
  4.027650e+00,     -0.049296,  20024.970296
  4.027700e+00,     -0.049293,  20024.970290
  4.027750e+00,     -0.049291,  20024.970284
  4.027800e+00,     -0.049288,  20024.970278
  4.027850e+00,     -0.049286,  20024.970272
  4.027900e+00,     -0.049283,  20024.970267
  4.027950e+00,     -0.049281,  20024.970261
  4.028000e+00,     -0.049279,  20024.970255
  4.028050e+00,     -0.049276,  20024.970249
  4.028100e+00,     -0.049274,  20024.970243
  4.028150e+00,     -0.049271,  20024.970237
  4.028200e+00,     -0.049269,  20024.970232
  4.028250e+00,     -0.049266,  20024.970226
  4.028300e+00,     -0.049264,  20024.970220
  4.028350e+00,     -0.049261,  20024.970214
  4.028400e+00,     -0.049259,  20024.970208
  4.028450e+00,     -0.049256,  20024.970202
  4.028500e+00,     -0.049254,  20024.970197
  4.028550e+00,     -0.049252,  20024.970191
  4.028600e+00,     -0.049249,  20024.970185
  4.028650e+00,     -0.049247,  20024.970179
  4.028700e+00,     -0.049244,  20024.970173
  4.028750e+00,     -0.049242,  20024.970168
  4.028800e+00,     -0.049239,  20024.970162
  4.028850e+00,     -0.049237,  20024.970156
  4.028900e+00,     -0.049235,  20024.970150
  4.028950e+00,     -0.049232,  20024.970144
  4.029000e+00,     -0.049230,  20024.970138
  4.029050e+00,     -0.049227,  20024.970133
  4.029100e+00,     -0.049225,  20024.970127
  4.029150e+00,     -0.049222,  20024.970121
  4.029200e+00,     -0.049220,  20024.970115
  4.029250e+00,     -0.049218,  20024.970109
  4.029300e+00,     -0.049215,  20024.970104
  4.029350e+00,     -0.049213,  20024.970098
  4.029400e+00,     -0.049210,  20024.970092
  4.029450e+00,     -0.049208,  20024.970086
  4.029500e+00,     -0.049205,  20024.970080
  4.029550e+00,     -0.049203,  20024.970075
  4.029600e+00,     -0.049201,  20024.970069
  4.029650e+00,     -0.049198,  20024.970063
  4.029700e+00,     -0.049196,  20024.970057
  4.029750e+00,     -0.049193,  20024.970051
  4.029800e+00,     -0.049191,  20024.970046
  4.029850e+00,     -0.049189,  20024.970040
  4.029900e+00,     -0.049186,  20024.970034
  4.029950e+00,     -0.049184,  20024.970028
  4.030000e+00,     -0.049181,  20024.970022
  4.030050e+00,     -0.049179,  20024.970017
  4.030100e+00,     -0.049177,  20024.970011
  4.030150e+00,     -0.049174,  20024.970005
  4.030200e+00,     -0.049172,  20024.969999
  4.030250e+00,     -0.049169,  20024.969993
  4.030300e+00,     -0.049167,  20024.969988
  4.030350e+00,     -0.049165,  20024.969982
